,X,Y,Z,azimuth,reflectivity,laser_id,,,,,vertical_angle
2934,2.82936,3.81391,-0.752137,3657,45,6,,,,,-9
2935,2.82147,3.80188,0.581317,3658,73,7,,,,,7
2936,2.85053,3.83964,-0.587166,3659,62,8,,,,,-7
2937,2.81067,3.78595,0.746818,3659,49,9,,,,,9
2938,2.83792,3.82127,-0.41643,3660,53,10,,,,,-5
2939,2.81933,3.79484,0.918936,3661,39,11,,,,,11
2940,2.83786,3.81839,-0.249328,3662,88,12,,,,,-3
2941,2.81724,3.78927,1.09011,3663,39,13,,,,,13
2942,2.83907,3.81724,-0.0830385,3664,55,14,,,,,-1
2943,2.81654,3.78694,1.26459,3664,49,15,,,,,15
2944,2.8558,3.82996,-1.28012,3671,58,0,,,,,-15
2945,2.84081,3.80847,0.0829338,3672,81,1,,,,,1
2946,2.85648,3.82808,-1.10271,3673,77,2,,,,,-13
2947,2.83682,3.80173,0.248596,3673,64,3,,,,,3
2948,2.85142,3.8199,-0.926569,3674,38,4,,,,,-11
2949,2.82884,3.78828,0.413641,3675,91,5,,,,,5
2950,2.8349,3.79501,-0.75026,3676,37,6,,,,,-9
2951,2.82931,3.78614,0.580342,3677,73,7,,,,,7
2952,2.86919,3.83812,-0.588385,3678,66,8,,,,,-7
2953,2.82558,3.77978,0.747444,3678,49,9,,,,,9
2954,2.85893,3823,-0.41765,3679,68,10,,,,,-5
2955,2.81778,3.76661,0.914357,3680,35,11,,,,,11
2956,2.84332,3.79936,-0.2487,3681,90,12,,,,,-3
2957,2.82862,3.77834,1.08966,3682,37,13,,,,,13
2958,2.84932,3.80461,-0.0829687,3683,56,14,,,,,-1
2959,2.82676,3.77449,1.26355,3683,49,15,,,,,15
2960,2.86684,3.81688,-1.27908,3691,58,0,,,,,-15
2961,2.84568,3.78734,0.0826895,3692,78,1,,,,,1
2962,2.86163,3.80718,-1.09956,3693,71,2,,,,,-13
2963,2.84287,3.78223,0.247968,3693,63,3,,,,,3
2964,2.86709,3.81306,-0.927332,3694,42,4,,,,,-11
2965,2.83846,3.77361,0.413118,3695,86,5,,,,,5
2966,2.85525,3.79456,-0.752137,3696,45,6,,,,,-9
2967,2.83654,3.76831,0.579123,3697,72,7,,,,,7
2968,2.86824,3.80905,-0.58546,3698,66,8,,,,,-7
2969,2.83704,3.76624,0.746818,3699,49,9,,,,,9
2970,2.87346,3.81459,-0.417825,3699,73,10,,,,,-5
2971,2.82619,3.75048,0.91283,3700,35,11,,,,,11
2972,2.85056,3.78144,-0.248177,3701,80,12,,,,,-3
2973,2.8324,3756,1.08606,3702,40,13,,,,,13
2974,2.8674,3.80102,-0.0831084,3703,55,14,,,,,-1
2975,2.84407,3.76873,1.26511,3704,51,15,,,,,15
2976,2.87898,3.80531,-1.27857,3711,54,0,,,,,-15
2977,2.86612,3.78695,0.0828989,3712,79,1,,,,,1
2978,2.87137,3.7925,-1.09821,3713,66,2,,,,,-13
2979,2.84828,3.76064,0.247235,3714,59,3,,,,,3
2980,2.87327,3.79364,-0.925042,3714,48,4,,,,,-11
2981,2.85522,3.76844,0.413641,3715,79,5,,,,,5
2982,2.8649,3.77985,-0.751198,3716,22,6,,,,,-9
2983,2.84967,3.75839,0.579123,3717,72,7,,,,,7
2984,2.87192,3.78636,-0.58351,3718,61,8,,,,,-7
2985,2.84539,3.75002,0.745567,3719,52,9,,,,,9
2986,2.88796,3.80612,-0.417999,3719,81,10,,,,,-5
2987,2.84638,3.74997,0.91512,3720,37,11,,,,,11
2988,2.8734,3.78419,-0.249014,3721,86,12,,,,,-3
2989,2.84196,3.74143,1.08471,3722,39,13,,,,,13
2990,2.87339,3.78144,-0.0828989,3723,57,14,,,,,-1
2991,2.85538,3.75774,1.26459,3723,49,15,,,,,15
2992,2.88873,3.79063,-1.27701,3731,48,0,,,,,-15
2993,2.87933,3.77692,0.0828989,3732,78,1,,,,,1
2994,2.88814,3.78711,-1.09956,3733,75,2,,,,,-13
2995,2.86744,3.75861,0.247758,3734,56,3,,,,,3
2996,2.87578,3.76954,-0.921607,3734,50,4,,,,,-11
2997,2.85748,3.74419,0.412072,3735,78,5,,,,,5
2998,2.87568,3.76668,-0.750573,3736,27,6,,,,,-9
2999,2.86398,3.75,0.579367,3737,73,7,,,,,7
3000,2.88753,3.77947,-0.583998,3738,61,8,,,,,-7
3001,2.85126,3.73065,0.743689,3739,51,9,,,,,9
3002,2.88429,3.77386,-0.415559,3739,76,10,,,,,-5
3003,2.86303,3.74469,0.916265,3740,45,11,,,,,11
3004,2.87689,3.76145,-0.248177,3741,86,12,,,,,-3
3005,2.85856,3.73613,1.08606,3742,40,13,,,,,13
3006,2.88049,3.76344,-0.0827244,3743,58,14,,,,,-1
3007,2.85674,3.73241,1.25941,3743,48,15,,,,,15
3008,2.89488,3.77132,-1.27391,3751,43,0,,,,,-15
3009,2.88153,3.75257,0.0825848,3752,78,1,,,,,1
3010,2.90134,3777,-1.09956,3753,71,2,,,,,-13
3011,2.87867,3.7475,0.247654,3753,57,3,,,,,3
3012,2.88892,3.75948,-0.921607,3754,46,4,,,,,-11
3013,2.86325,3.72472,0.411026,3755,86,5,,,,,5
3014,2.8852,3.75192,-0.749634,3756,28,6,,,,,-9
3015,2.87705,3.73998,0.579367,3757,70,7,,,,,7
3016,2.8995,3.76779,-0.583754,3758,62,8,,,,,-7
3017,2.86482,3.72274,0.744002,3758,52,9,,,,,9
3018,2.89501,3.76061,-0.41521,3759,76,10,,,,,-5
3019,2.86531,3.72067,0.91283,3760,35,11,,,,,11
3020,2.89,3.75138,-0.248177,3761,90,12,,,,,-3
3021,2.86801,3.7215,1.08471,3762,39,13,,,,,13
3022,2.89483,3.75495,-0.0827593,3763,57,14,,,,,-1
3023,2.86975,3.72241,1.25941,3763,45,15,,,,,15
3024,2.90685,3.75967,-1.27339,3771,45,0,,,,,-15
3025,2.88482,3.72984,0.0823056,3772,79,1,,,,,1
3026,2.90854,3.75915,-1.09731,3773,52,2,,,,,-13
3027,2.89361,3.7385,0.247758,3774,64,3,,,,,3
3028,2.90323,3.75092,-0.921989,3774,37,4,,,,,-11
3029,2.88111,3721,0.411724,3775,74,5,,,,,5
3030,2.88981,3.7309,-0.747444,3776,27,6,,,,,-9
3031,2.88036,3.71736,0.577417,3777,67,7,,,,,7
3032,2.91749,3.76392,-0.584729,3778,63,8,,,,,-7
3033,2.88087,3.71533,0.744628,3779,52,9,,,,,9
3034,2.9069,3.74891,-0.415036,3779,78,10,,,,,-5
3035,2.86745,3.69669,0.909396,3780,34,11,,,,,11
3036,2.89818,3.73496,-0.247758,3781,84,12,,,,,-3
3037,2.88218,3.71301,1.08516,3782,40,13,,,,,13
3038,2.90792,3.74482,-0.0827593,3783,56,14,,,,,-1
3039,2.87863,3.70577,1.25734,3784,46,15,,,,,15
3040,2.9193,3.75001,-1.27339,3790,45,0,,,,,-15
3041,2.90332,3.72814,0.0824801,3791,81,1,,,,,1
3042,2.91261,3.73872,-1.09416,3792,47,2,,,,,-13
3043,2.90166,3.72466,0.247444,3792,57,3,,,,,3
3044,2.91203,3.73663,-0.920844,3793,37,4,,,,,-11
3045,2.89098,3.70829,0.411375,3794,76,5,,,,,5
3046,2.9046,3.72441,-0.74807,3795,26,6,,,,,-9
3047,2.88291,3.69526,0.575467,3796,73,7,,,,,7
3048,2.91897,3.74014,-0.582535,3797,61,8,,,,,-7
3049,2.88831,3.69953,0.743377,3798,58,9,,,,,9
3050,2.91687,3.73611,-0.414687,3798,74,10,,,,,-5
3051,2.87606,3.68252,0.908251,3799,37,11,,,,,11
3052,2.91055,3.72533,-0.247758,3800,86,12,,,,,-3
3053,2.88488,3.69115,1.08156,3801,40,13,,,,,13
3054,2.92525,3.74146,-0.0828989,3802,57,14,,,,,-1
3055,2.89502,3.70279,1.25941,3802,48,15,,,,,15
3056,2.93476,3.74284,-1.27443,3810,39,0,,,,,-15
3057,2.91508,3.71641,0.0824452,3811,81,1,,,,,1
3058,2.93045,3.73466,-1.09596,3812,35,2,,,,,-13
3059,2.90231,3.6988,0.246398,3812,59,3,,,,,3
3060,2.92506,3.72644,-0.920844,3813,41,4,,,,,-11
3061,2.90883,3.70444,0.412072,3814,76,5,,,,,5
3062,2.9127,3.70803,-0.746818,3815,30,6,,,,,-9
3063,2.89824,3.6883,0.575954,3816,72,7,,,,,7
3064,2.92955,3.72681,-0.582048,3817,66,8,,,,,-7
3065,2.89877,3.68632,0.742751,3818,55,9,,,,,9
3066,2.93482,3.73217,-0.415384,3818,78,10,,,,,-5
3067,2.89618,3.68171,0.910541,3819,35,11,,,,,11
3068,2.92847,3.72143,-0.248177,3820,86,12,,,,,-3
3069,2.89533,3.67799,1.08066,3821,40,13,,,,,13
3070,2.9284,3.71866,-0.0826197,3822,57,14,,,,,-1
3071,2.90912,3.69418,1.25993,3822,42,15,,,,,15
3072,2.94007,3.72144,-1.2708,3831,37,0,,,,,-15
3073,2.9262,3.70256,0.0823754,3832,78,1,,,,,1
3074,2.94775,3.72848,-1.09731,3833,33,2,,,,,-13
3075,2.91773,3.68919,0.246502,3834,63,3,,,,,3
3076,2.93382,3.70954,-0.919318,3834,39,4,,,,,-11
3077,2.91126,3.67969,0.410504,3835,79,5,,,,,5
3078,2.93363,3.70663,-0.748695,3836,38,6,,,,,-9
3079,2.91667,3.68388,0.576929,3837,73,7,,,,,7
3080,2.94319,3.71605,-0.582048,3838,57,8,,,,,-7
3081,2.90548,3.66844,0.741186,3838,60,9,,,,,9
3082,2.94229,3.71358,-0.414513,3839,79,10,,,,,-5
3083,2.90966,3.67107,0.910541,3840,37,11,,,,,11
3084,2.93713,3.70441,-0.247758,3841,78,12,,,,,-3
3085,2.90395,3.66125,1.07887,3842,40,13,,,,,13
3086,2.93828,3.7032,-0.082515,3843,60,14,,,,,-1
3087,2.91128,3.66785,1.25475,3844,43,15,,,,,15
3088,2.94342,3.69906,-1.26666,3851,30,0,,,,,-15
3089,2.92915,3.67981,0.0820961,3852,79,1,,,,,1
3090,2.95953,3.71664,-1.09686,3853,31,2,,,,,-13
3091,2.93369,3.68419,0.246816,3853,57,3,,,,,3
3092,2.94186,3.69313,-0.917791,3854,39,4,,,,,-11
3093,2.91664,3.66016,0.409458,3855,81,5,,,,,5
3094,2.9367,3.68401,-0.746192,3856,35,6,,,,,-9
3095,2.9258,3.66902,0.576198,3857,72,7,,,,,7
3096,2.95615,3.70575,-0.582048,3858,42,8,,,,,-7
3097,2.91768,3.65622,0.740874,3859,61,9,,,,,9
3098,2.94653,3.69238,-0.413293,3859,74,10,,,,,-5
3099,2.91511,3.65169,0.908251,3860,37,11,,,,,11
3100,2.95752,3.7035,-0.248386,3861,78,12,,,,,-3
3101,2.92401,3.66022,1.08156,3862,40,13,,,,,13
3102,2.95119,3.69292,-0.082515,3863,62,14,,,,,-1
3103,2.91803,3.65013,1.25217,3864,46,15,,,,,15
3104,2.95809,3.6923,-1.2677,3870,22,0,,,,,-15
3105,2.93758,3.66539,0.0819914,3871,81,1,,,,,1
3106,2.96331,3.69617,-1.09371,3872,33,2,,,,,-13
3107,2.94214,3.66976,0.246502,3872,63,3,,,,,3
3108,2.95532,3.68489,-0.918173,3873,34,4,,,,,-11
3109,2.9325,3.65513,0.409981,3874,76,5,,,,,5
3110,2.94271,3.66655,-0.744628,3875,34,6,,,,,-9
3111,2.92925,3.64846,0.574492,3876,75,7,,,,,7
3112,2.97215,3.70057,-0.582779,3877,60,8,,,,,-7
3113,2.92915,3.64704,0.740874,3877,61,9,,,,,9
3114,2.95502,3.67793,-0.41277,3878,76,10,,,,,-5
3115,2.92105,3.63435,0.906343,3879,38,11,,,,,11
3116,2.95852,3.67966,-0.247444,3880,84,12,,,,,-3
3117,2.93491,3.64899,1.08111,3881,42,13,,,,,13
3118,2.96342,3.68311,-0.082515,3882,60,14,,,,,-1
3119,2.93254,3.64344,1.2532,3883,45,15,,,,,15
3120,2.97581,3.68796,-1.26977,3890,16,0,,,,,-15
3121,2.9491,3.65356,0.0819565,3891,81,1,,,,,1
3122,2.9664,3.67367,-1.09011,3892,31,2,,,,,-13
3123,2.95618,3.66102,0.246607,3892,67,3,,,,,3
3124,2.96693,3.67302,-0.917791,3893,30,4,,,,,-11
3125,2.9465,3.64642,0.410155,3894,82,5,,,,,5
3126,2.95177,3.65164,-0.743689,3895,39,6,,,,,-9
3127,2.94196,3.63821,0.574492,3896,75,7,,,,,7
3128,2.97256,3.67474,-0.580342,3897,62,8,,,,,-7
3129,2.94311,3.63833,0.741186,3897,63,9,,,,,9
3130,2.97035,3.67069,-0.413118,3898,76,10,,,,,-5
3131,2.93372,3.62413,0.906343,3899,38,11,,,,,11
3132,2.96632,3.6631,-0.247026,3900,93,12,,,,,-3
3133,2.93536,3.62358,1.07662,3901,39,13,,,,,13
3134,2.97877,3.67585,-0.0825848,3902,58,14,,,,,-1
3135,2.94889,3.63768,1.25475,3903,42,15,,,,,15
3136,2.98379,3.67156,-1.2677,3910,16,0,,,,,-15
3137,2.96562,3.6479,0.0820612,3911,79,1,,,,,1
3138,2.98289,3.66783,-1.09146,3912,28,2,,,,,-13
3139,2.96517,3.64603,0.246293,3912,61,3,,,,,3
3140,2.96982,3.65046,-0.914738,3913,22,4,,,,,-11
3141,2.95543,3.63148,0.409632,3914,78,5,,,,,5
3142,2.96949,3.64744,-0.744941,3915,39,6,,,,,-9
3143,2.94963,3.62177,0.573517,3916,73,7,,,,,7
3144,2.97659,3.65357,-0.578636,3917,61,8,,,,,-7
3145,2.95204,3.62344,0.740248,3917,61,9,,,,,9
3146,2.98188,3.65876,-0.412944,3918,78,10,,,,,-5
3147,2.95007,3.61844,0.907488,3919,35,11,,,,,11
3148,2.97404,3.64653,-0.246607,3920,88,12,,,,,-3
3149,2.94553,3.61029,1.07572,3921,39,13,,,,,13
3150,2.98021,3.65149,-0.0822706,3922,56,14,,,,,-1
3151,2.96094,3.62788,1.25475,3922,42,15,,,,,15
3152,2.98803,3.65065,-1.26407,3930,15,0,,,,,-15
3153,2.98087,3.64062,0.082131,3931,78,1,,,,,1
3154,2.99444,3.65589,-1.09101,3932,24,2,,,,,-13
3155,2.97281,3.62948,0.245874,3932,68,3,,,,,3
3156,2.98628,3.64463,-0.915883,3933,28,4,,,,,-11
3157,2.96051,3.61189,0.408586,3934,78,5,,,,,5
3158,2.97844,3.63247,-0.744002,3935,38,6,,,,,-9
3159,2.96729,3.61759,0.574492,3936,73,7,,,,,7
3160,2.99563,3.65083,-0.579854,3937,63,8,,,,,-7
3161,2.95465,3.60089,0.737745,3937,67,9,,,,,9
3162,2.99211,3.64525,-0.412595,3938,71,10,,,,,-5
3163,2.96144,3.6066,0.907106,3939,38,11,,,,,11
3164,2.98548,3.63459,-0.246502,3940,90,12,,,,,-3
3165,2.95812,3.59999,1.07572,3941,37,13,,,,,13
3166,2.99167,3.63952,-0.0822357,3942,58,14,,,,,-1
3167,2.96195,3.60208,1.24958,3943,42,15,,,,,15
3168,3.00444,3.64467,-1.26563,3950,13,0,,,,,-15
3169,2.98593,3.62093,0.0819216,3951,73,1,,,,,1
3170,3.00966,3.64842,-1.09191,3952,26,2,,,,,-13
3171,2.98546,3.61908,0.245874,3952,67,3,,,,,3
3172,2.99648,3.63115,-0.91512,3953,15,4,,,,,-11
3173,2.97183,3.6,0.408412,3954,79,5,,,,,5
3174,2.98356,3.61292,-0.742125,3955,37,6,,,,,-9
3175,2.97611,3.60262,0.573761,3956,72,7,,,,,7
3176,3.00962,3.64188,-0.580098,3957,66,8,,,,,-7
3177,2.97098,3.59513,0.738684,3957,60,9,,,,,9
3178,2.99847,3.6271,-0.411724,3958,79,10,,,,,-5
3179,2.97026,3.5917,0.905961,3959,41,11,,,,,11
3180,2.99943,3.62568,-0.246607,3960,90,12,,,,,-3
3181,2.97315,3.59264,1.07662,3961,37,13,,,,,13
3182,3.0018,3.62598,-0.0821659,3962,60,14,,,,,-1
3183,2.97634,3.59522,1.25061,3962,40,15,,,,,15
3184,3.01591,3.63268,-1.26511,3970,15,0,,,,,-15
3185,2.99599,3.60741,0.0818518,3971,71,1,,,,,1
3186,3.00993,3.6229,-1.08741,3972,33,2,,,,,-13
3187,3.00063,3.61171,0.246084,3972,66,3,,,,,3
3188,3.00789,3.61916,-0.914738,3973,22,4,,,,,-11
3189,2.98566,3.59114,0.408586,3974,74,5,,,,,5
3190,2.99615,3.60248,-0.742125,3975,30,6,,,,,-9
3191,2.98105,3.58305,0.572298,3976,72,7,,,,,7
3192,3.02104,3.62983,-0.579854,3977,70,8,,,,,-7
3193,2.9854,3.58573,0.738996,3978,55,9,,,,,9
3194,3.01238,3.61814,-0.411898,3978,84,10,,,,,-5
3195,2.97649,3.57377,0.904053,3979,45,11,,,,,11
3196,3.00695,3.60905,-0.246188,3980,88,12,,,,,-3
3197,2.98442,3.58075,1.07617,3981,40,13,,,,,13
3198,3.02212,3.62469,-0.0823754,3982,60,14,,,,,-1
3199,2.98455,3.57835,1.24854,3983,40,15,,,,,15
3200,3.03477,3.62954,-1.2677,3990,16,0,,,,,-15
3201,3.00857,3.59693,0.0818518,3991,74,1,,,,,1
3202,3.02381,3.61387,-1.08786,3992,22,2,,,,,-13
3203,3.00297,3.58896,0.245246,3992,66,3,,,,,3
3204,3.02302,3.61165,-0.915502,3993,24,4,,,,,-11
3205,3.00201,3.58528,0.409109,3994,73,5,,,,,5
3206,3.0011,3.58291,-0.740248,3995,34,6,,,,,-9
3207,2.99481,3.57414,0.572542,3996,75,7,,,,,7
3208,3.02349,3.60709,-0.577904,3997,62,8,,,,,-7
3209,3.00108,3.58035,0.739935,3997,63,9,,,,,9
3210,3.02884,3.61219,-0.412421,3998,76,10,,,,,-5
3211,2.98643,3.56035,0.90329,3999,45,11,,,,,11
3212,3.01183,3.58935,-0.24556,4000,90,12,,,,,-3
3213,2.99189,3.56434,1.07437,4001,40,13,,,,,13
3214,3.03476,3.61412,-0.0823754,4002,58,14,,,,,-1
3215,2.9964,3.56843,1.24854,4002,42,15,,,,,15
3216,3.04119,3.61153,-1.26511,4010,18,0,,,,,-15
3217,3.01724,3.58182,0.0817471,4011,78,1,,,,,1
3218,3.03766,3.60478,-1.08831,4012,24,2,,,,,-13
3219,3.01033,3.57235,0.244828,4012,67,3,,,,,3
3220,3.02043,3.58306,-0.910922,4013,22,4,,,,,-11
3221,3.01322,3.57325,0.408935,4014,68,5,,,,,5
3222,3.01741,3.57695,-0.741186,4015,35,6,,,,,-9
3223,3.00471,3.56063,0.572055,4016,75,7,,,,,7
3224,3.03478,3595,-0.577661,4017,57,8,,,,,-7
3225,3.00399,3.55725,0.737432,4018,69,9,,,,,9
3226,3.04014,3.60007,-0.412247,4018,74,10,,,,,-5
3227,2.99884,3.5499,0.90329,4019,45,11,,,,,11
3228,3.02949,3.58492,-0.245979,4020,90,12,,,,,-3
3229,3.00054,3.54941,1.07302,4021,32,13,,,,,13
3230,3.03573,3.58976,-0.0820612,4022,57,14,,,,,-1
3231,3.00696,3.55448,1.24751,4023,43,15,,,,,15
3232,3.04503,3.59312,-1262,4028,33,0,,,,,-15
3233,3.03624,3.58148,0.0819565,4029,82,1,,,,,1
3234,3.04771,3.59373,-1.08786,4030,38,2,,,,,-13
3235,3.02991,3.57148,0.245456,4031,67,3,,,,,3
3236,3.03167,3.57355,-0.910922,4031,16,4,,,,,-11
3237,3.01412,3.55161,0.40754,4032,74,5,,,,,5
3238,3.02735,3.56594,-0.740874,4033,34,6,,,,,-9
3239,3.02488,3.56177,0.573761,4034,76,7,,,,,7
3240,3.03964,3.57788,-0.576442,4035,58,8,,,,,-7
3241,3.01197,3.54532,0.736806,4035,63,9,,,,,9
3242,3.03853,3.57532,-0.410504,4036,74,10,,,,,-5
3243,3.01633,3.54794,0.905198,4037,41,11,,,,,11
3244,3.03945,3.57386,-0.245874,4038,90,12,,,,,-3
3245,3.00663,3.53402,1.07122,4039,35,13,,,,,13
3246,3.04311,3.57564,-0.0819565,4040,58,14,,,,,-1
3247,3.01499,3.5426,1.24647,4040,43,15,,,,,15
3248,3.05254,3.57659,-1.25993,4048,28,0,,,,,-15
3249,3.03833,3.55869,0.0816773,4049,74,1,,,,,1
3250,3.06403,3.58752,-1.08921,4050,24,2,,,,,-13
3251,3.04755,3.56696,0.245874,4051,66,3,,,,,3
3252,3.0454,3.56444,-0.911304,4051,19,4,,,,,-11
3253,3.0252,3.53956,0.407366,4052,73,5,,,,,5
3254,3.03208,3.54635,-0.738996,4053,33,6,,,,,-9
3255,3.03342,3.54666,0.57303,4054,73,7,,,,,7
3256,3.0534,3.56876,-0.576686,4055,60,8,,,,,-7
3257,3.02366,3.53275,0.736493,4056,67,9,,,,,9
3258,3.04322,3.55561,-0.409458,4056,74,10,,,,,-5
3259,3.02232,3.52993,0.90329,4057,45,11,,,,,11
3260,3.0519,3.56323,-0.245874,4058,86,12,,,,,-3
3261,3.01894,3.52351,1.07122,4059,35,13,,,,,13
3262,3.05557,3565,-0.0819565,4060,62,14,,,,,-1
3263,3.01664,3.51833,1.24181,4061,45,15,,,,,15
3264,3.06626,3.56738,-1.26045,4068,18,0,,,,,-15
3265,3.04031,3.53593,0.081398,4069,70,1,,,,,1
3266,3.06637,3.56498,-1.08561,4070,22,2,,,,,-13
3267,3.05477,3.55024,0.245456,4071,66,3,,,,,3
3268,3.05398,3.54933,-0.910159,4071,20,4,,,,,-11
3269,3.03884,3.53049,0.40754,4072,71,5,,,,,5
3270,3.04444,3.53574,-0.738996,4073,33,6,,,,,-9
3271,3.03542,3.52402,0.57108,4074,69,7,,,,,7
3272,3.07102,3.56409,-0.577661,4075,61,8,,,,,-7
3273,3.03407,3.52121,0.736181,4075,66,9,,,,,9
3274,3.06082,3551,-0.410155,4076,78,10,,,,,-5
3275,3.02308,3.50598,0.899855,4077,48,11,,,,,11
3276,3.05128,3.53744,-0.244828,4078,86,12,,,,,-3
3277,3.03505,3.51737,1.07257,4079,37,13,,,,,13
3278,3.07061,3.55733,-0.0820263,4080,62,14,,,,,-1
3279,3.03207,3.51269,1.24337,4080,39,15,,,,,15
3280,3.08376,3.5625,-1.26252,4088,16,0,,,,,-15
3281,3.05525,3.52832,0.0814678,4089,78,1,,,,,1
3282,3.07752,3.55278,-1.08516,4090,21,2,,,,,-13
3283,3.06453,3.53654,0.245246,4091,61,3,,,,,3
3284,3.07406,3.54755,-0.912449,4091,24,4,,,,,-11
3285,3.04854,3.51685,0.407192,4092,78,5,,,,,5
3286,3.05806,3.52658,-0.739309,4093,35,6,,,,,-9
3287,3.0438,3.5089,0.570349,4094,72,7,,,,,7
3288,3.07043,3.53836,-0.575223,4095,61,8,,,,,-7
3289,3.04954,3.51305,0.736806,4096,66,9,,,,,9
3290,3.0745,3.5418,-0.410329,4096,79,10,,,,,-5
3291,3.03787,3.49837,0.900618,4097,48,11,,,,,11
3292,3.06754,3.53129,-0.245142,4098,93,12,,,,,-3
3293,3.03708,3.49499,1.06897,4099,37,13,,,,,13
3294,3.07907,3.54207,-0.0819216,4100,56,14,,,,,-1
3295,3.05,3.50738,1.24544,4101,40,15,,,,,15
3296,3.09363,3.5488,-1.26148,4108,16,0,,,,,-15
3297,3.06886,3.51914,0.0815027,4109,74,1,,,,,1
3298,3.0899,3.54202,-1.08516,4110,21,2,,,,,-13
3299,3.06897,3.51679,0.244618,4111,63,3,,,,,3
3300,3.07223,3.52052,-0.908251,4111,23,4,,,,,-11
3301,3.0621,3.50768,0.407366,4112,73,5,,,,,5
3302,3.06905,3.5144,-0.738996,4113,37,6,,,,,-9
3303,3.06256,3.50573,0.571567,4114,75,7,,,,,7
3304,3.08015,3.52463,-0.574736,4115,57,8,,,,,-7
3305,3.05468,3.49548,0.735242,4115,70,9,,,,,9
3306,3.09209,3.53705,-0.411026,4116,82,10,,,,,-5
3307,3.05265,3.4907,0.901382,4117,41,11,,,,,11
3308,3.0759,3.51605,-0.244828,4118,80,12,,,,,-3
3309,3.04798,3.4829,1.06852,4119,37,13,,,,,13
3310,3.0822,3.52077,-0.0816773,4120,60,14,,,,,-1
3311,3.06161,3.49725,1.24544,4120,40,15,,,,,15
3312,3.09835,3.52927,-1.25838,4128,22,0,,,,,-15
3313,3.08508,3.51291,0.0816075,4129,78,1,,,,,1
3314,3.10482,3.53414,-1.08606,4130,17,2,,,,,-13
3315,3.08387,3.50906,0.244828,4131,64,3,,,,,3
3316,3.0832,3.5083,-0.907869,4131,20,4,,,,,-11
3317,3.06644,3488,0.40632,4132,66,5,,,,,5
3318,3.08391,3.50663,-0.739622,4133,37,6,,,,,-9
3319,3.0656,3.48459,0.569861,4134,66,7,,,,,7
3320,3.09243,3.51386,-0.574736,4135,60,8,,,,,-7
3321,3.06033,3.47738,0.733678,4135,66,9,,,,,9
3322,3.09125,3.51128,-0.409283,4136,76,10,,,,,-5
3323,3.07131,3.48739,0.90329,4137,42,11,,,,,11
3324,3.09079,3.50829,-0.245037,4138,78,12,,,,,-3
3325,3.05883,3.47078,1.06807,4139,35,13,,,,,13
3326,3.09182,3.50699,-0.0816075,4140,58,14,,,,,-1
3327,3.06614,3.47785,1.24233,4140,40,15,,,,,15
3328,3.10426,3.51119,-1.25579,4148,18,0,,,,,-15
3329,3.08938,3.49314,0.081398,4149,72,1,,,,,1
3330,3.11455,3.52036,-1.08516,4150,15,2,,,,,-13
3331,3.09814,3.50181,0.245037,4150,60,3,,,,,3
3332,3.09673,3.49899,-0.908251,4151,23,4,,,,,-11
3333,3.07331,3.4713,0.405623,4152,72,5,,,,,5
3334,3.08303,3.48106,-0.736493,4153,34,6,,,,,-9
3335,3.08432,3.48129,0.57108,4154,70,7,,,,,7
3336,3.10468,3.50304,-0.574736,4155,57,8,,,,,-7
3337,3.08031,3.47555,0.735555,4155,60,9,,,,,9
3338,3.09688,3.49301,-0.408412,4156,74,10,,,,,-5
3339,3.07304,3.4649,0.900237,4157,45,11,,,,,11
3340,3.10965,3.50495,-0.24556,4158,80,12,,,,,-3
3341,3.0761,3.46591,1.06987,4159,35,13,,,,,13
3342,3.10139,3.49318,-0.0815376,4160,58,14,,,,,-1
3343,3.07569,3.46423,1.2413,4160,39,15,,,,,15
3344,3.11906,3.50322,-1.25683,4168,26,0,,,,,-15
3345,3.0949,3.47486,0.0812235,4169,69,1,,,,,1
3346,3.11386,3.49492,-1.08066,4170,15,2,,,,,-13
3347,3.11034,3.49097,0.245037,4170,64,3,,,,,3
3348,3.11023,3.48962,-0.908632,4171,24,4,,,,,-11
3349,3.08939,3.46502,0.406146,4172,73,5,,,,,5
3350,3.09253,3.46733,-0.735868,4173,34,6,,,,,-9
3351,3.08853,3.46162,0.569617,4174,69,7,,,,,7
3352,3.11425,3.48922,-0.574248,4175,66,8,,,,,-7
3353,3.09566,3.46718,0.736181,4176,63,9,,,,,9
3354,3.11171,3.48515,-0.40876,4176,78,10,,,,,-5
3355,3.07858,3.44683,0.898329,4177,41,11,,,,,11
3356,3.11122,3.48215,-0.244723,4178,84,12,,,,,-3
3357,3.08428,3.45079,1.06852,4179,37,13,,,,,13
3358,3.11756,3.48681,-0.0816424,4180,55,14,,,,,-1
3359,3.08837,3.45294,1.2413,4181,39,15,,,,,15
3360,3.13453,3.49718,-1.25838,4187,16,0,,,,,-15
3361,3.10508,3.46309,0.0811886,4188,64,1,,,,,1
3362,3.12413,3.48312,-1.08021,4189,17,2,,,,,-13
3363,3.11851,3.47563,0.244723,4190,67,3,,,,,3
3364,3.12834,3.4866,-0.910541,4190,19,4,,,,,-11
3365,3.10751,3.46217,0.407017,4191,78,5,,,,,5
3366,3.10665,3.45999,-0.736493,4192,31,6,,,,,-9
3367,3.09734,3.4484,0.56913,4193,73,7,,,,,7
3368,3.12049,3.47297,-0.573273,4194,65,8,,,,,-7
