,X,Y,Z,azimuth,reflectivity,laser_id,,,,,vertical_angle
14891,-2.27494,-11971,-0.638603,19076,47,12,,,,,-3
14892,-2.26687,-11.9172,2.80064,19077,42,13,,,,,13
14893,-2.27628,-11.9554,-0.212431,19078,35,14,,,,,-1
14894,-2.2659,-11.9008,3.24611,19078,21,15,,,,,15
14895,-1.39695,-7.28166,-1.98669,19086,3,0,,,,,-15
14896,-2.29204,-11.9361,0.212151,19087,51,1,,,,,1
14897,-1.68356,-8.75905,-2.0592,19088,10,2,,,,,-13
14898,-2.29661,-11.9486,0.637661,19088,45,3,,,,,3
14899,-2.0793,-10.8078,-2.13935,19089,8,4,,,,,-11
14900,-2.29856,-11.9363,1.06347,19090,64,5,,,,,5
14901,-2.30942,-11.9814,-1.93259,19091,40,6,,,,,-9
14902,-2.29918,-11.9171,1.49022,19092,73,7,,,,,7
14903,-2.31594,-11.9927,-1.49972,19093,65,8,,,,,-7
14904,-2.30744,-11.9375,1.92571,19094,36,9,,,,,9
14905,-2.31862,-11.9953,-1.06888,19094,67,10,,,,,-5
14906,-2.30878,-11.9332,2.3626,19095,44,11,,,,,11
14907,-2.32013,-11.9807,-0.639545,19096,47,12,,,,,-3
14908,-2.31476,-11.9418,2.80829,19097,45,13,,,,,13
14909,-2.32295,-11.9729,-0.212884,19098,37,14,,,,,-1
14910,-2.31185,-11.9156,3.25232,19098,26,15,,,,,15
14911,-1.42607,-7.2957,-1.99187,19106,6,0,,,,,-15
14912,-2.34099,-11.9653,0.212815,19107,53,1,,,,,1
14913,-1.71937,-8.7799,-2.0655,19108,10,2,,,,,-13
14914,-2.34538,-11.9656,0.639022,19109,47,3,,,,,3
14915,-2.11966,-10814,-2.14202,19109,6,4,,,,,-11
14916,-2.34673,-11.9614,1.06644,19110,70,5,,,,,5
14917,-2.35769,-12.0062,-1.93791,19111,38,6,,,,,-9
14918,-2.34613,-11.9363,1.49363,19112,65,7,,,,,7
14919,-2.36239,-12.0079,-1.50265,19113,63,8,,,,,-7
14920,-2.35464,-11.9685,1.93197,19113,35,9,,,,,9
14921,-2.36625,-12.0165,-1.07149,19114,63,10,,,,,-5
14922,-2.35839,-11.9655,2.37061,19115,43,11,,,,,11
14923,-2.36696,-11998,-0.640906,19116,42,12,,,,,-3
14924,-2.36209,-11.9623,2.81504,19117,41,13,,,,,13
14925,-2.37288,-12.0059,-0.213617,19118,35,14,,,,,-1
14926,-2.36525,-11.9563,3.26578,19119,28,15,,,,,15
14927,-1.44776,-7.27173,-1.98669,19126,6,0,,,,,-15
14928,-2.39017,-11.9943,0.213478,19127,51,1,,,,,1
14929,-1.75229,-8.78531,-2.0682,19128,10,2,,,,,-13
14930,-2.39052,-11.9852,0.640487,19128,45,3,,,,,3
14931,-2.15739,-10.8065,-2.14202,19129,6,4,,,,,-11
14932,-2.39589,-11.9903,1.06975,19130,66,5,,,,,5
14933,-2.40889,-12.0444,-1.94542,19131,42,6,,,,,-9
14934,-2.39401,-11.9591,1.49753,19132,65,7,,,,,7
14935,-2.41014,-12.0288,-1.50631,19133,68,8,,,,,-7
14936,-2.40587,-11.9966,1.93791,19134,43,9,,,,,9
14937,-2.41758,-12055,-1.07568,19134,60,10,,,,,-5
14938,-2.40671,-11.99,2.3771,19135,42,11,,,,,11
14939,-2.41669,-12.0288,-643,19136,36,12,,,,,-3
14940,-2.40882,-11.9788,2.82089,19137,40,13,,,,,13
14941,-2.42069,-12.0269,-0.214141,19138,37,14,,,,,-1
14942,-2.41346,-11.9802,3.27458,19139,28,15,,,,,15
14943,-1.4785,-7.29314,-1.99394,19146,6,0,,,,,-15
14944,-2.44037,-12027,0.214211,19147,48,1,,,,,1
14945,-1.78682,-8.79824,-2.0727,19148,10,2,,,,,-13
14946,-2.43989,-12.0139,0.642476,19148,38,3,,,,,3
14947,-2.19588,-10.8028,-2.14279,19149,8,4,,,,,-11
14948,-2.4425,-12.0053,1.07184,19150,64,5,,,,,5
14949,-2.45604,-12061,-1.94949,19151,45,6,,,,,-9
14950,-2.44447,-11.9935,1.50289,19152,58,7,,,,,7
14951,-2.45846,-12.0514,-1.5102,19153,71,8,,,,,-7
14952,-2.44959,-12.0079,1.94104,19153,35,9,,,,,9
14953,-2.46323,-12.0641,-1.07724,19154,58,10,,,,,-5
14954,-2.45563,-12.0161,2.38397,19155,40,11,,,,,11
14955,-2.46787,-12.0653,-0.645407,19156,42,12,,,,,-3
14956,-2.45805,-12.0066,2.82943,19157,36,13,,,,,13
14957,-2.46747,-12.0419,-0.21456,19158,40,14,,,,,-1
14958,-2.45914,-11.9906,3.27975,19159,28,15,,,,,15
14959,-1.5063,-7.29928,-1.99705,19166,6,0,,,,,-15
14960,-2.48517,-12.0322,0.214455,19167,51,1,,,,,1
14961,-1.8191,-8.79958,-2.0745,19168,10,2,,,,,-13
14962,-2.48909,-12.0405,0.64436,19168,38,3,,,,,3
14963,-2.23954,-10.8239,-2.14851,19169,5,4,,,,,-11
14964,-2.49004,-12024,1.07428,19170,64,5,,,,,5
14965,-2.50334,-12.0775,-1.95355,19171,35,6,,,,,-9
14966,-2.49357,-12.0199,1.50728,19172,56,7,,,,,7
14967,-2.5102,-12.0894,-1.51605,19173,71,8,,,,,-7
14968,-2.49872,-12.0341,1.94667,19173,35,9,,,,,9
14969,-2.51222,-12.0886,-1.08021,19174,65,10,,,,,-5
14970,-2.50435,-12.0401,2.39046,19175,41,11,,,,,11
14971,-2.51811,-12.0957,-0.6475,19176,49,12,,,,,-3
14972,-2.50829,-12038,2.83888,19177,37,13,,,,,13
14973,-2.5148,-12.0587,-0.215014,19178,34,14,,,,,-1
14974,-2.50967,-12.0236,3.29114,19179,31,15,,,,,15
14975,-1.53018,-7.28642,-1.99498,19186,6,0,,,,,-15
14976,-2.53209,-12.0469,0.214874,19187,48,1,,,,,1
14977,-1.84981,-8.79318,-2.0745,19188,10,2,,,,,-13
14978,-2.53727,-12.0611,0.64593,19188,38,3,,,,,3
14979,-2.28055,-10.8313,-2.15156,19189,5,4,,,,,-11
14980,-2.54063,-12.0561,1.07794,19190,67,5,,,,,5
14981,-2.55119,-12.0958,-1.95793,19191,35,6,,,,,-9
14982,-2.54044,-12.0344,1.5102,19192,58,7,,,,,7
14983,-2.55895,-12.1117,-1.51995,19193,69,8,,,,,-7
14984,-2.54929,-12.0659,1.95324,19193,36,9,,,,,9
14985,-2.56224,-12.1167,-1.08352,19194,69,10,,,,,-5
14986,-2.55124,-12.0544,2.39503,19195,43,11,,,,,11
14987,-2.56322,-12.1005,-0.648233,19196,44,12,,,,,-3
14988,-2.55838,-12.0673,2.84788,19197,45,13,,,,,13
14989,-2.56476,-12087,-0.215677,19198,30,14,,,,,-1
14990,-2.55634,-12.0473,3.29994,19198,26,15,,,,,15
14991,-1.56287,-7.31504,-2.00429,19206,6,0,,,,,-15
14992,-2.58291,-12079,0.215607,19207,48,1,,,,,1
14993,-1.88212,-8.79429,-2.0763,19208,12,2,,,,,-13
14994,-2.58605,-12.0834,0.647605,19208,38,3,,,,,3
14995,-2.32204,-10.8406,-2155,19209,6,4,,,,,-11
14996,-2.59063,-12.0842,1.08125,19210,64,5,,,,,5
14997,-2.60334,-12.1332,-1.96544,19211,35,6,,,,,-9
14998,-2.58826,-12.0526,1.51362,19212,65,7,,,,,7
14999,-2.60622,-12.1259,-1.52288,19213,66,8,,,,,-7
15000,-2.59844,-12.0898,1.95856,19213,35,9,,,,,9
15001,-2.61248,-12.1447,-1.08683,19214,60,10,,,,,-5
15002,-2.60157,-12.0838,2.40267,19215,43,11,,,,,11
15003,-2.61386,-12.1306,-0.650327,19216,42,12,,,,,-3
15004,-2.60583,-12.0831,2.85373,19217,47,13,,,,,13
15005,-2.61749,-12.1268,-0.216549,19218,34,14,,,,,-1
15006,-2.60823,-12.0738,3.30978,19219,29,15,,,,,15
15007,-1.59332,-7.33219,-2.01051,19226,3,0,,,,,-15
15008,-2.63398,-12111,0.21634,19227,48,1,,,,,1
15009,-1.91529,-8.79909,-2079,19228,12,2,,,,,-13
15010,-2.63501,-12.1055,0.64928,19228,42,3,,,,,3
15011,-2.36154,-10.8401,-2.15652,19229,5,4,,,,,-11
15012,-2.63874,-12.1024,1.08369,19230,63,5,,,,,5
15013,-2.65494,-12.1665,-1.97233,19231,42,6,,,,,-9
15014,-2.64006,-12.0881,1.51922,19232,60,7,,,,,7
15015,-2.65658,-12.1536,-1.52751,19233,61,8,,,,,-7
15016,-2.64611,-12.1057,1.96263,19233,36,9,,,,,9
15017,-2.66465,-12.1803,-1.09084,19234,56,10,,,,,-5
15018,-2.65549,-12.1283,2.41335,19235,47,11,,,,,11
15019,-2.6626,-12.1506,-0.651897,19236,39,12,,,,,-3
15020,-2653,-12.0967,2.85913,19237,42,13,,,,,13
15021,-2.66409,-12.1372,-0.216899,19238,34,14,,,,,-1
15022,-2.65654,-12.1028,3.32013,19238,29,15,,,,,15
15023,-1.6139,-7.30395,-2.00429,19246,6,0,,,,,-15
15024,-2.68488,-12.1408,0.217038,19247,48,1,,,,,1
15025,-1.94937,-8.80757,-2.0826,19248,10,2,,,,,-13
15026,-2.68502,-12.1314,0.651164,19248,42,3,,,,,3
15027,-2.39555,-10.8145,-2.15309,19249,5,4,,,,,-11
15028,-2.68701,-12.1203,1.08613,19250,64,5,,,,,5
15029,-2.70638,-12.1976,-1.9789,19251,47,6,,,,,-9
15030,-2.69171,-12.1215,1.52459,19252,60,7,,,,,7
15031,-2.70804,-12185,-1.53263,19253,66,8,,,,,-7
15032,-2.69647,-12.1229,1.96701,19254,33,9,,,,,9
15033,-2.7132,-12.1982,-1.09328,19254,60,10,,,,,-5
15034,-2.70549,-12.1535,2.42022,19255,47,11,,,,,11
15035,-2.71542,-12188,-0.654409,19256,41,12,,,,,-3
15036,-2.70284,-12.1216,2.86723,19257,41,13,,,,,13
15037,-2.71428,-12.1629,-0.217527,19258,34,14,,,,,-1
15038,-2.70635,-12.1175,3.32686,19259,26,15,,,,,15
15039,-1647,-7.3322,-2.01361,19266,7,0,,,,,-15
15040,-2.73163,-12.1508,0.217387,19267,48,1,,,,,1
15041,-1.98438,-8.81973,-2.0871,19268,10,2,,,,,-13
15042,-2.73699,-12.1648,0.653467,19268,40,3,,,,,3
15043,-2.44104,-10.8406,-2.15996,19269,5,4,,,,,-11
15044,-2.73587,-12.14,1.08875,19270,61,5,,,,,5
15045,-2.75372,-12.2093,-1.98234,19271,38,6,,,,,-9
15046,-2.74056,-12.1411,1.52824,19272,56,7,,,,,7
15047,-2.75755,-12.2064,-1.53653,19273,69,8,,,,,-7
15048,-2.74667,-12.1582,1.9742,19273,35,9,,,,,9
15049,-2.76192,-12.2158,-1.09572,19274,67,10,,,,,-5
15050,-2.75439,-12.1727,2.42595,19275,44,11,,,,,11
15051,-2.76588,-12.2135,-0.656293,19276,44,12,,,,,-3
15052,-2.75376,-12.1501,2.87622,19277,38,13,,,,,13
15053,-2.76556,-12.1924,-0.218225,19278,35,14,,,,,-1
15054,-2.75336,-12.1386,3.33514,19278,28,15,,,,,15
15055,-1.67431,-7.33394,-2.01568,19286,3,0,,,,,-15
15056,-2.78115,-12.1724,0.217946,19287,48,1,,,,,1
15057,-2.01602,-8.81654,-2088,19288,10,2,,,,,-13
15058,-2.78745,-12.1902,0.655351,19288,35,3,,,,,3
15059,-2.48106,-10.8416,-2.16187,19289,5,4,,,,,-11
15060,-2.7889,-12177,1.09293,19290,66,5,,,,,5
15061,-2.8025,-12.2266,-1.98672,19291,35,6,,,,,-9
15062,-2.79091,-12.1662,1.53263,19292,65,7,,,,,7
15063,-2.80992,-12.2393,-1.54189,19293,68,8,,,,,-7
15064,-2.80094,-12.1904,1.98109,19294,31,9,,,,,9
15065,-2.81391,-12.2469,-1.09938,19294,69,10,,,,,-5
15066,-2.80127,-12.1821,2.42976,19295,42,11,,,,,11
15067,-2.81343,-12.2252,-0.657444,19296,44,12,,,,,-3
15068,-2.80621,-12.1841,2.88657,19297,42,13,,,,,13
15069,-2.81709,-12.2216,-0.218923,19298,34,14,,,,,-1
15070,-2.80738,-12.1698,3.34653,19299,26,15,,,,,15
15071,-1.70339,-7.3431,-2.01982,19306,7,0,,,,,-15
15072,-2.83538,-12.2133,0.218853,19307,48,1,,,,,1
15073,-2.04502,-8.80186,-2.0862,19308,12,2,,,,,-13
15074,-2.83799,-12.2052,0.656712,19309,45,3,,,,,3
15075,-2.52378,-10.8539,-2.16606,19309,5,4,,,,,-11
15076,-2.84133,-12.2099,1.09677,19310,66,5,,,,,5
15077,-2.85413,-12.2552,-1.99298,19311,35,6,,,,,-9
15078,-2.83967,-12.1835,1.53604,19312,61,7,,,,,7
15079,-2.85713,-12.2487,-1.54433,19313,66,8,,,,,-7
15080,-2.85033,-12.2196,1.98734,19313,26,9,,,,,9
15081,-2.8648,-12.2719,-1.10252,19314,63,10,,,,,-5
15082,-2.85226,-12.2086,2.43701,19315,47,11,,,,,11
15083,-2.86336,-12.2465,-0.659119,19316,44,12,,,,,-3
15084,-2.85494,-12.2008,2.89287,19317,47,13,,,,,13
15085,-2.87068,-12.2584,-0.219761,19318,35,14,,,,,-1
15086,-2.85874,-12.2075,3.35947,19318,28,15,,,,,15
15087,-1.72857,-7.33523,-2.01931,19326,14,0,,,,,-15
15088,-2.88718,-12.2422,0.219551,19327,51,1,,,,,1
15089,-2082,-8.82122,-2.09249,19328,12,2,,,,,-13
15090,-2.88793,-12.2263,0.658386,19329,45,3,,,,,3
15091,-2.5603,-10.8393,-2.16492,19329,5,4,,,,,-11
15092,-2.89172,-12.2328,1.09973,19330,64,5,,,,,5
15093,-2.90735,-12.2894,-2.00017,19331,33,6,,,,,-9
15094,-2.89042,-12.2083,1.54043,19332,65,7,,,,,7
15095,-2.90765,-12.2715,-1.54847,19333,65,8,,,,,-7
15096,-2.90011,-12.2302,1.99079,19334,28,9,,,,,9
15097,-2.91405,-12289,-1.10496,19334,60,10,,,,,-5
15098,-2.90211,-12.2291,2.44312,19335,44,11,,,,,11
15099,-2.91578,-12.2772,-0.661317,19336,41,12,,,,,-3
15100,-2.90337,-12.2154,2.89872,19337,46,13,,,,,13
15101,-2.91947,-12.2736,-0.220214,19338,40,14,,,,,-1
15102,-2.91286,-12.2364,3.37034,19339,21,15,,,,,15
15103,-1.75281,-7.32352,-2.01775,19346,21,0,,,,,-15
15104,-2.93921,-12271,0.220249,19347,51,1,,,,,1
15105,-2.11369,-8.81769,-2.09339,19348,12,2,,,,,-13
15106,-2.94084,-12.2589,0.660689,19349,45,3,,,,,3
15107,-2.60041,-10.8398,-2.16683,19349,5,4,,,,,-11
15108,-2.93999,-12.2459,1.10182,19350,64,5,,,,,5
15109,-2959,-12.3156,-2.00612,19351,37,6,,,,,-9
15110,-2.94508,-12.2483,1.54677,19352,61,7,,,,,7
15111,-2.96161,-12.3076,-1.55432,19353,61,8,,,,,-7
15112,-2.95128,-12.2647,1.99798,19353,35,9,,,,,9
15113,-2.96486,-12.3117,-1.10792,19354,60,10,,,,,-5
15114,-2.95904,-12.2781,2.45495,19355,49,11,,,,,11
15115,-2.96892,-12.3097,-0.66362,19356,38,12,,,,,-3
15116,-2.95514,-12.2431,2.90772,19357,40,13,,,,,13
15117,-2.97168,-12.3022,-0.220913,19358,40,14,,,,,-1
15118,-2.95614,-12.2379,3.37345,19358,22,15,,,,,15
15119,-1.78247,-7.33425,-2.02241,19366,21,0,,,,,-15
15120,-2.98864,-12.2878,0.220738,19367,48,1,,,,,1
15121,-2.1509,-8.83677,-2.09969,19368,13,2,,,,,-13
15122,-2.99354,-12.2893,0.662887,19369,42,3,,,,,3
15123,-2.63962,-10.8364,-2.16797,19369,5,4,,,,,-11
15124,-2.99074,-12.2685,1.10479,19370,67,5,,,,,5
15125,-2.96873,-12169,-1.9839,19371,21,6,,,,,-9
15126,-2.99723,-12.2765,1.55164,19372,56,7,,,,,7
15127,-3.01539,-12.3416,-1.55993,19373,69,8,,,,,-7
15128,-3.00559,-12.2921,2.00424,19374,35,9,,,,,9
15129,-3.0187,-12.3458,-1.11193,19374,63,10,,,,,-5
15130,-3.00561,-12.2829,2458,19375,47,11,,,,,11
15131,-3.0209,-12.3361,-0.665609,19376,44,12,,,,,-3
15132,-3.00899,-12.2781,2.91851,19377,36,13,,,,,13
15133,-3.0227,-12.3248,-0.221506,19378,38,14,,,,,-1
15134,-3.01018,-12.2645,3.3838,19379,26,15,,,,,15
15135,-1.80853,-7.32986,-2.02293,19386,17,0,,,,,-15
15136,-3.03918,-12.3084,0.221297,19387,51,1,,,,,1
15137,-2.1808,-8.82542,-2.09879,19388,14,2,,,,,-13
15138,-3046,-12.3176,0.664981,19389,35,3,,,,,3
15139,-2.68262,-10.8481,-2.17217,19389,5,4,,,,,-11
15140,-3.04647,-12.3102,1.10949,19390,72,5,,,,,5
15141,-2.99836,-12.1068,-1.97545,19391,57,6,,,,,-9
15142,-3.04723,-12.2949,1.5553,19392,46,7,,,,,7
15143,-3.0661,-12.3618,-1.56383,19393,71,8,,,,,-7
15144,-3.05775,-12.3281,2.01175,19393,38,9,,,,,9
15145,-3.07282,-12.3796,-1.11594,19394,65,10,,,,,-5
15146,-3.05746,-12.3086,2.46525,19395,42,11,,,,,11
15147,-3.07117,-12.3545,-0.667179,19396,46,12,,,,,-3
15148,-3.06124,-12.3054,2.92751,19397,40,13,,,,,13
15149,-3.07633,-12.3569,-0.222274,19398,36,14,,,,,-1
15150,-3.0625,-12.3013,3.39674,19398,33,15,,,,,15
15151,-1.83739,-7.33662,-2.02655,19406,17,0,,,,,-15
15152,-3.09282,-12.3404,0.222064,19407,51,1,,,,,1
15153,-2.2116,-8.81776,-2.09879,19408,13,2,,,,,-13
15154,-3.09579,-12334,0.666446,19409,35,3,,,,,3
15155,-2.72334,-10.8501,-2.17446,19409,5,4,,,,,-11
15156,-3.09718,-12.3304,1.11228,19410,69,5,,,,,5
15157,-3.04157,-12.1001,-1.97608,19411,64,6,,,,,-9
15158,-3.09885,-12.3188,1.55968,19412,31,7,,,,,7
15159,-3.11602,-12378,-1.56724,19413,69,8,,,,,-7
15160,-3.10945,-12.3519,2.01738,19413,35,9,,,,,9
15161,-3.12477,-12.4036,-1.11908,19414,60,10,,,,,-5
15162,-3.11001,-12.3359,2.47288,19415,42,11,,,,,11
15163,-3.12307,-12.3786,-0.669063,19416,46,12,,,,,-3
15164,-3.1118,-12.3249,2.93471,19417,37,13,,,,,13
15165,-3.12876,-12.3829,-0.222937,19418,31,14,,,,,-1
15166,-3.11678,-12.3355,3.40916,19418,29,15,,,,,15
15167,-1.86679,-7.34514,-2.03069,19426,14,0,,,,,-15
15168,-3.1482,-12378,0.222937,19427,53,1,,,,,1
15169,-2.24621,-8.82509,-2.10239,19428,11,2,,,,,-13
15170,-3.14653,-12.3623,0.66854,19428,40,3,,,,,3
15171,-2.76362,-10.85,-2.17637,19429,6,4,,,,,-11
15172,-3.15202,-12.3659,1.11647,19430,70,5,,,,,5
15173,-3.11113,-12.1966,-1.9936,19431,21,6,,,,,-9
15174,-3.15459,-12.3579,1.56602,19432,22,7,,,,,7
15175,-3.16805,-12.4016,-1.57163,19433,69,8,,,,,-7
15176,-3.15988,-12.3696,2.02207,19433,33,9,,,,,9
15177,-3.17545,-12.4216,-1.12169,19434,63,10,,,,,-5
15178,-3.16473,-12.3706,2.48204,19435,43,11,,,,,11
15179,-3.17567,-12.4044,-0.671052,19436,48,12,,,,,-3
15180,-3.16158,-12.3404,2.94101,19437,40,13,,,,,13
15181,-3.17941,-12401,-0.223461,19438,36,14,,,,,-1
15182,-3.1699,-12.3639,3.42003,19438,26,15,,,,,15
15183,-1.89242,-7.33858,-2.03069,19446,14,0,,,,,-15
15184,-3.20139,-12.4056,0.223635,19447,53,1,,,,,1
15185,-2.27797,-8.82097,-2.10329,19448,11,2,,,,,-13
15186,-3.20065,-12.3938,0.670842,19448,38,3,,,,,3
15187,-2.8054,-10.8555,-2.17942,19449,6,4,,,,,-11
15188,-3.20464,-12.3914,1.11978,19450,66,5,,,,,5
15189,-3.21704,-12.4304,-2.03365,19451,30,6,,,,,-9
15190,-3.20717,-12.3834,1.57065,19452,31,7,,,,,7
15191,-3.22029,-12.4251,-1.57601,19453,66,8,,,,,-7
15192,-3.21363,-12.3905,2.02739,19454,38,9,,,,,9
15193,-3.2233,-12.4278,-1.12326,19454,67,10,,,,,-5
15194,-3.2217,-12.4127,2.49273,19455,47,11,,,,,11
15195,-3.22849,-12.4299,-0.67304,19456,43,12,,,,,-3
15196,-3.21738,-12.3783,2.95271,19457,38,13,,,,,13
15197,-3.23224,-12.4266,-0.224124,19458,40,14,,,,,-1
15198,-3.22201,-12.3783,3.42728,19459,26,15,,,,,15
15199,-1.91509,-7.32071,-2.02759,19466,14,0,,,,,-15
15200,-3.25328,-12.4273,0.224229,19467,51,1,,,,,1
15201,-2.31468,-8.83559,-2.10869,19468,13,2,,,,,-13
15202,-3.25973,-12.4342,0.673668,19469,38,3,,,,,3
15203,-2.84826,-10.8646,-2.18324,19469,6,4,,,,,-11
15204,-3.25495,-12.4071,1.12222,19470,66,5,,,,,5
15205,-3.26994,-12.4554,-2.03959,19471,25,6,,,,,-9
15206,-3.26147,-12.4143,1.57601,19472,30,7,,,,,7
15207,-3.27575,-12.4598,-1.58186,19473,66,8,,,,,-7
15208,-3.26942,-12.4269,2.03521,19474,40,9,,,,,9
15209,-3.27781,-12.4588,-1.1271,19474,74,10,,,,,-5
15210,-3.27101,-12.4242,2.49731,19475,44,11,,,,,11
15211,-3.28153,-12.4553,-0.675029,19476,37,12,,,,,-3
15212,-3.2715,-12.4084,2.96261,19477,36,13,,,,,13
15213,-3.28682,-12.4577,-0.224892,19478,40,14,,,,,-1
15214,-3.27388,-12.4087,3.43867,19478,24,15,,,,,15
15215,-1.94856,-7.34386,-2.03587,19486,14,0,,,,,-15
15216,-3.3028,-12439,0.224647,19487,57,1,,,,,1
15217,-2.3455,-8.82745,-2.10869,19488,14,2,,,,,-13
15218,-3.31081,-12.4517,0.675238,19489,40,3,,,,,3
15219,-2.89726,-10.8964,-2.19163,19489,8,4,,,,,-11
15220,-3309,-12.4361,1.12588,19490,69,5,,,,,5
15221,-3.32153,-12.4745,-2.0446,19491,22,6,,,,,-9
15222,-3.31552,-12.4432,1.58113,19492,46,7,,,,,7
15223,-3.32792,-12.4809,-1.58601,19493,65,8,,,,,-7
15224,-3.32398,-12.4574,2.0421,19494,40,9,,,,,9
15225,-3.33258,-12.4897,-1.13093,19494,69,10,,,,,-5
15226,-3.32145,-12.4392,2.50265,19495,43,11,,,,,11
15227,-3.3353,-12.4824,-0.677123,19496,46,12,,,,,-3
15228,-3.32587,-12.4384,2.9725,19497,38,13,,,,,13
15229,-3.33959,-12481,-0.22552,19498,40,14,,,,,-1
15230,-3.32816,-12.4382,3.45006,19498,24,15,,,,,15
15231,-1.97469,-7.33888,-2.03639,19506,14,0,,,,,-15
15232,-3.35712,-12468,0.22538,19507,53,1,,,,,1
15233,-2.3763,-8.81921,-2.10869,19508,13,2,,,,,-13
15234,-3.35936,-12.4676,0.676704,19508,35,3,,,,,3
15235,-2.9363,-10.89,-2.1924,19509,8,4,,,,,-11
15236,-3.36173,-12.4591,1.12902,19510,69,5,,,,,5
15237,-3.37792,-12.5105,-2.05242,19511,20,6,,,,,-9
15238,-3.36359,-12.4488,1.58333,19512,35,7,,,,,7
15239,-3.38286,-12.5114,-1.59137,19513,39,8,,,,,-7
15240,-3.37507,-12.4826,2.04804,19513,31,9,,,,,9
15241,-3.3876,-12.5203,-1.13477,19514,67,10,,,,,-5
15242,-3.37665,-12.4711,2.51143,19515,42,11,,,,,11
15243,-3.38877,-12.5073,-0.679111,19516,46,12,,,,,-3
15244,-3.37742,-12.4568,2.9797,19517,37,13,,,,,13
15245,-3.39414,-12.5098,-0.226253,19518,35,14,,,,,-1
15246,-3.3842,-12.4731,3463,19518,17,15,,,,,15
15247,-2.00588,-7.35244,-2.04208,19526,14,0,,,,,-15
15248,-3.41484,-12.5083,0.226323,19527,51,1,,,,,1
15249,-2.41221,-8.82966,-2.11319,19528,13,2,,,,,-13
15250,-3.41556,-12.4938,0.678797,19529,40,3,,,,,3
15251,-2.98103,-10.9043,-2.19736,19529,6,4,,,,,-11
15252,-3.41887,-12.4973,1.13355,19530,70,5,,,,,5
15253,-3.43461,-12.5462,-2.06024,19531,15,6,,,,,-9
15254,-3.41961,-12.4829,1.58918,19532,39,7,,,,,7
15255,-3.43596,-12534,-1.59576,19533,17,8,,,,,-7
15256,-3.43491,-12.5216,2.05649,19534,31,9,,,,,9
15257,-3.44394,-12.5545,-1.13895,19534,69,10,,,,,-5
15258,-3.43627,-12518,2.52326,19535,47,11,,,,,11
15259,-3.44458,-12.5397,-0.681519,19536,48,12,,,,,-3
15260,-3.43225,-12.4862,2.9896,19537,38,13,,,,,13
15261,-3.4468,-12.5306,-0.226846,19538,35,14,,,,,-1
15262,-3.44066,-12.4998,3.47387,19539,15,15,,,,,15
15263,-2.02948,-7.33795,-2.04001,19546,7,0,,,,,-15
15264,-3.47021,-12.5387,0.227091,19547,51,1,,,,,1
15265,-2.44822,-8.83997,-2.11769,19548,14,2,,,,,-13
15266,-3.46977,-12.5286,0.681309,19548,40,3,,,,,3
15267,-3.0175,-10.8881,-2.19621,19549,6,4,,,,,-11
15268,-3.47419,-12.5275,1.13738,19550,66,5,,,,,5
15269,-3.48789,-12.5684,-2.06587,19551,10,6,,,,,-9
15270,-3.47857,-12.5263,1.59624,19552,31,7,,,,,7
15271,-3.49192,-12.5659,-1.60136,19553,14,8,,,,,-7
15272,-3.48495,-12.5323,2.06024,19554,33,9,,,,,9
15273,-3.49468,-12.5673,-1.14122,19554,63,10,,,,,-5
15274,-3491,-12.5456,2.53127,19555,44,11,,,,,11
15275,-3.50119,-12.5737,-0.684031,19556,45,12,,,,,-3
15276,-3.48837,-12.5192,3.0004,19557,36,13,,,,,13
15277,-3.50019,-12.5532,-0.227475,19558,35,14,,,,,-1
15278,-3.48884,-12.5125,3.4806,19558,19,15,,,,,15
15279,-2.05925,-7.3457,-2.04415,19566,7,0,,,,,-15
15280,-3.52098,-12.5515,0.227544,19567,46,1,,,,,1
15281,-2.48327,-8.84638,-2.12129,19568,11,2,,,,,-13
15282,-3.52805,-12.5683,0.684136,19568,45,3,,,,,3
15283,-3.06451,-10.9097,-2.2027,19569,8,4,,,,,-11
15284,-3.52545,-12.5422,1.13982,19570,69,5,,,,,5
15285,-3.54512,-12.6037,-2.0737,19571,20,6,,,,,-9
15286,-3.53787,-12.5695,1.60331,19572,26,7,,,,,7
15287,-3.54545,-12588,-1.60575,19573,13,8,,,,,-7
15288,-3.54314,-12.5714,2.06869,19574,42,9,,,,,9
15289,-3.55042,-12.5972,-1.14505,19574,63,10,,,,,-5
15290,-3.54489,-12.5693,2.53852,19575,43,11,,,,,11
15291,-3.55699,-12.6037,-0.686334,19576,39,12,,,,,-3
15292,-3.54317,-12.5464,3.00985,19577,36,13,,,,,13
15293,-3.55921,-12.5948,-0.228452,19578,31,14,,,,,-1
15294,-3543,-12.5374,3.49095,19578,19,15,,,,,15
15295,-2.08782,-7.3537,-2.04829,19585,3,0,,,,,-15
15296,-3.57406,-12.5802,0.228277,19586,53,1,,,,,1
15297,-2.51473,-8.84559,-2.12309,19587,11,2,,,,,-13
15298,-3.58338,-12.5962,0.686334,19588,35,3,,,,,3
15299,-3.10336,-10.9089,-2.20461,19588,8,4,,,,,-11
15300,-3.58229,-12.5841,1.1447,19589,69,5,,,,,5
15301,-3.59717,-12628,-2.07964,19590,15,6,,,,,-9
15302,-3.58824,-12.5883,1.60721,19591,30,7,,,,,7
15303,-3.60133,-12.6258,-1.61209,19592,16,8,,,,,-7
