Point ID,Points_m_XYZ_0,Points_m_XYZ_1,Points_m_XYZ_2,Points_m_XYZ_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
316,0.488536,6.73304,-0.353791,6.76,628249243,415,6.76,78,12,628249243,-3
317,0.483187,6.64325,1.53777,6.836,628249245,416,6.836,47,13,628249245,13
318,0.490177,6.72313,-0.117664,6.742,628249248,417,6.742,49,14,628249248,-1
319,0.484537,6.62982,1.78119,6.882,628249250,418,6.882,45,15,628249250,15
320,0.419478,5.64476,-1.51668,5.86,628249271,425,5.86,19,0,628249271,-15
321,0.499845,6.71038,0.117455,6.73,628249273,426,6.73,93,1,628249273,1
322,0.48796,6.53542,-1.51302,6.726,628249275,427,6.726,19,2,628249275,-13
323,0.500383,6.6861,0.351384,6.714,628249278,428,6.714,50,3,628249278,3
324,0.502706,6.71714,-1.30933,6.862,628249280,428,6.862,60,4,628249280,-11
325,0.49988,6.66375,0.584641,6.708,628249282,429,6.708,85,5,628249282,5
326,0.502541,6.68359,-1.06156,6.786,628249285,430,6.786,51,6,628249285,-9
327,0.500069,6.63521,0.817012,6.704,628249287,431,6.704,70,7,628249287,7
328,0.503619,6.6668,-0.820912,6.736,628249289,432,6.736,46,8,628249289,-7
329,0.50294,6.6578,1.0575,6.76,628249291,432,6.76,69,9,628249291,9
330,0.509797,6.73293,-0.590742,6.778,628249294,433,6.778,74,10,628249294,-5
331,0.502609,6.62264,1.29101,6.766,628249296,434,6.766,63,11,628249296,11
332,0.509764,6.70142,-0.352221,6.73,628249298,435,6.73,63,12,628249298,-3
333,0.503706,6.60654,1.52967,6.8,628249301,436,6.8,50,13,628249301,13
334,0.512727,6.70941,-0.117455,6.73,628249303,437,6.73,49,14,628249303,-1
335,0.504606,6.60313,1.77446,6.856,628249305,437,6.856,43,15,628249305,15
336,0.439479,5.64711,-1.51771,5.864,628249326,445,5.864,16,0,628249326,-15
337,0.5214,6.68468,0.117036,6.706,628249328,446,6.706,91,1,628249328,1
338,0.511073,6.53756,-1.51392,6.73,628249331,447,6.73,19,2,628249331,-13
339,0.522159,6.6644,0.350337,6.694,628249333,448,6.694,50,3,628249333,3
340,0.524157,6.6899,-1.30437,6.836,628249335,448,6.836,68,4,628249335,-11
341,0.521734,6.64409,0.583072,6.69,628249338,449,6.69,84,5,628249338,5
342,0.524474,6.66407,-1.05875,6.768,628249340,450,6.768,58,6,628249340,-9
343,0.52151,6.61166,0.814331,6.682,628249342,451,6.682,68,7,628249342,7
344,0.524072,6.62938,-0.816525,6.7,628249344,452,6.7,49,8,628249344,-7
345,0.524218,6.61653,1.05124,6.72,628249347,453,6.72,69,9,628249347,9
346,0.532195,6.71721,-0.589521,6.764,628249349,453,6.764,67,10,628249349,-5
347,0.52448,6.60519,1.28796,6.75,628249351,454,6.75,63,11,628249351,11
348,0.53141,6.6777,-0.35107,6.708,628249354,455,6.708,63,12,628249354,-3
349,0.524131,6.57172,1.52202,6.766,628249356,456,6.766,45,13,628249356,13
350,0.533914,6.67968,-0.116966,6.702,628249358,457,6.702,57,14,628249358,-1
351,0.527416,6.58391,1.7698,6.838,628249361,458,6.838,45,15,628249361,15
352,0.459189,5.64555,-1.51771,5.864,628249381,465,5.864,19,0,628249381,-15
353,0.542294,6.65292,0.116512,6.676,628249384,466,6.676,86,1,628249384,1
354,0.533732,6.5338,-1.51347,6.728,628249386,467,6.728,15,2,628249386,-13
355,0.543138,6.63467,0.348871,6.666,628249388,468,6.666,52,3,628249388,3
356,0.544783,6.65477,-1.29788,6.802,628249391,468,6.802,63,4,628249391,-11
357,0.542317,6.61046,0.580283,6.658,628249393,469,6.658,88,5,628249393,5
358,0.546599,6.64842,-1.05656,6.754,628249395,470,6.754,49,6,628249395,-9
359,0.542956,6.59001,0.811894,6.662,628249397,471,6.662,67,7,628249397,7
360,0.545739,6.6097,-0.814331,6.682,628249400,472,6.682,45,8,628249400,-7
361,0.543556,6.58326,1.04623,6.688,628249402,472,6.688,69,9,628249402,9
362,0.552025,6.67163,-0.585687,6.72,628249404,473,6.72,67,10,628249404,-5
363,0.546073,6.58571,1.28453,6.732,628249407,474,6.732,62,11,628249407,11
364,0.552732,6.65192,-0.349814,6.684,628249409,475,6.684,69,12,628249409,-3
365,0.54545,6.55043,1.51752,6.746,628249411,476,6.746,45,13,628249411,13
366,0.554567,6.64589,-0.116408,6.67,628249414,477,6.67,54,14,628249414,-1
367,0.546836,6.55325,1.76204,6.808,628249416,477,6.808,42,15,628249416,15
368,0.477423,5.62658,-1.51306,5.846,628249437,485,5.846,19,0,628249437,-15
369,0.561956,6.60914,0.115779,6.634,628249439,486,6.634,82,1,628249439,1
370,0.557032,6.53772,-1.51482,6.734,628249441,487,6.734,19,2,628249441,-13
371,0.565274,6.62079,0.348243,6.654,628249444,488,6.654,52,3,628249444,3
372,0.565838,6.62739,-1.29292,6.776,628249446,488,6.776,70,4,628249446,-11
373,0.563011,6.58073,0.577843,6.63,628249448,489,6.63,97,5,628249448,5
374,0.565754,6.59923,-1.04905,6.706,628249450,490,6.706,56,6,628249450,-9
375,0.564257,6.5683,0.809456,6.642,628249453,491,6.642,68,7,628249453,7
376,0.567957,6.59787,-0.813112,6.672,628249455,492,6.672,55,8,628249455,-7
377,0.565177,6.56558,1.04373,6.672,628249457,492,6.672,75,9,628249457,9
378,0.573426,6.64783,-0.583769,6.698,628249460,493,6.698,63,10,628249460,-5
379,0.566184,6.55052,1.27804,6.698,628249462,494,6.698,65,11,628249462,11
380,0.575258,6.64199,-0.349395,6.676,628249464,495,6.676,69,12,628249464,-3
381,0.567132,6.5349,1.51437,6.732,628249467,496,6.732,47,13,628249467,13
382,0.576376,6.62797,-0.116128,6.654,628249469,497,6.654,52,14,628249469,-1
383,0.566528,6.51473,1.7522,6.77,628249471,497,6.77,46,15,628249471,15
384,0.495774,5.63275,-1.51513,5.854,628249492,503,5.854,19,0,628249492,-15
385,0.580432,6.58145,0.115326,6.608,628249494,504,6.608,90,1,628249494,1
386,0.57551,6.51264,-1.50942,6.71,628249497,505,6.71,21,2,628249497,-13
387,0.584037,6.60914,0.34772,6.644,628249499,505,6.644,54,3,628249499,3
388,0.584405,6.60016,-1.28796,6.75,628249501,506,6.75,64,4,628249501,-11
389,0.581921,6.55908,0.576099,6.61,628249503,507,6.61,90,5,628249503,5
390,0.584734,6.57775,-1.04592,6.686,628249506,508,6.686,60,6,628249506,-9
391,0.582071,6.53486,0.805556,6.61,628249508,509,6.61,67,7,628249508,7
392,0.586741,6.5743,-0.810431,6.65,628249510,510,6.65,57,8,628249510,-7
393,0.583869,6.54212,1.04029,6.65,628249513,510,6.65,73,9,628249513,9
394,0.592001,6.62019,-0.581503,6.672,628249515,511,6.672,49,10,628249515,-5
395,0.584308,6.52133,1.2727,6.67,628249517,512,6.67,63,11,628249517,11
396,0.592193,6.59638,-0.347092,6.632,628249520,513,6.632,71,12,628249520,-3
397,0.585914,6.51367,1.50987,6.712,628249522,514,6.712,50,13,628249522,13
398,0.594682,6.59825,-0.11564,6.626,628249524,515,6.626,48,14,628249524,-1
399,0.585951,6.50138,1.7491,6.758,628249526,515,6.758,48,15,628249526,15
400,0.515785,5.63484,-1.51616,5.858,628249547,523,5.858,19,0,628249547,-15
401,0.602854,6.57341,0.115221,6.602,628249550,524,6.602,93,1,628249550,1
402,0.597526,6.50283,-1.50762,6.702,628249552,525,6.702,17,2,628249552,-13
403,0.603083,6.56331,0.345417,6.6,628249554,525,6.6,54,3,628249554,3
404,0.60564,6.57853,-1.28414,6.73,628249556,526,6.73,61,4,628249556,-11
405,0.602068,6.52725,0.573485,6.58,628249559,527,6.58,91,5,628249559,5
406,0.606237,6.55993,-1.04342,6.67,628249561,528,6.67,60,6,628249561,-9
407,0.601584,6.49721,0.801169,6.574,628249563,529,6.574,67,7,628249563,7
408,0.606935,6.54256,-0.806775,6.62,628249566,530,6.62,54,8,628249566,-7
409,0.607112,6.53207,1.03904,6.642,628249568,531,6.642,70,9,628249568,9
410,0.613447,6.60023,-0.579934,6.654,628249570,531,6.654,60,10,628249570,-5
411,0.604701,6.49384,1.26774,6.644,628249573,532,6.644,67,11,628249573,11
412,0.613174,6.5724,-0.345941,6.61,628249575,533,6.61,80,12,628249575,-3
413,0.605927,6.48248,1.50312,6.682,628249577,534,6.682,53,13,628249577,13
414,0.615846,6.57622,-0.115291,6.606,628249579,535,6.606,52,14,628249579,-1
415,0.607611,6.4761,1.74289,6.734,628249582,536,6.734,48,15,628249582,15
416,0.535702,5.62522,-1.51409,5.85,628249603,544,5.85,19,0,628249603,-15
417,0.625234,6.55324,0.114907,6.584,628249605,545,6.584,80,1,628249605,1
418,0.621727,6.50448,-1.50852,6.706,628249607,546,6.706,17,2,628249607,-13
419,0.625043,6.52714,0.343638,6.566,628249609,547,6.566,48,3,628249609,3
420,0.626753,6.545,-1.27804,6.698,628249612,547,6.698,66,4,628249612,-11
421,0.624846,6.5131,0.572439,6.568,628249614,548,6.568,100,5,628249614,5
422,0.628764,6.54193,-1.04091,6.654,628249616,549,6.654,57,6,628249616,-9
423,0.624252,6.4831,0.799707,6.562,628249619,550,6.562,68,7,628249619,7
424,0.628624,6.51658,-0.80385,6.596,628249621,551,6.596,37,8,628249621,-7
425,0.627629,6.49441,1.03341,6.606,628249623,552,6.606,73,9,628249623,9
426,0.635142,6.57216,-0.577668,6.628,628249626,552,6.628,54,10,628249626,-5
427,0.627363,6.47985,1.26545,6.632,628249628,553,6.632,62,11,628249628,11
428,0.635909,6.55619,-0.345208,6.596,628249630,554,6.596,77,12,628249630,-3
429,0.626855,6.45113,1.49637,6.652,628249632,555,6.652,47,13,628249632,13
430,0.637233,6.54606,-0.114802,6.578,628249635,556,6.578,52,14,628249635,-1
431,0.627967,6.45087,1.73668,6.71,628249637,556,6.71,49,15,628249637,15
432,0.554385,5.6137,-1.5115,5.84,628249658,564,5.84,19,0,628249658,-15
433,0.645743,6.52714,0.114488,6.56,628249660,565,6.56,91,1,628249660,1
434,0.645005,6.50809,-1.50987,6.712,628249662,566,6.712,15,2,628249662,-13
435,0.64585,6.50505,0.342591,6.546,628249665,567,6.546,56,3,628249665,3
436,0.647268,6.51933,-1.27346,6.674,628249667,567,6.674,63,4,628249667,-11
437,0.644422,6.47916,0.56965,6.536,628249669,568,6.536,95,5,628249669,5
438,0.650029,6.52397,-1.03841,6.638,628249672,569,6.638,51,6,628249672,-9
439,0.645498,6.46706,0.798,6.548,628249674,570,6.548,66,7,628249674,7
440,0.650379,6.50447,-0.802631,6.586,628249676,571,6.586,60,8,628249676,-7
441,0.646948,6.45877,1.02809,6.572,628249679,572,6.572,66,9,628249679,9
442,0.655101,6.54016,-0.575054,6.598,628249681,572,6.598,56,10,628249681,-5
443,0.648018,6.45809,1.26163,6.612,628249683,573,6.612,62,11,628249683,11
444,0.656793,6.53406,-0.344161,6.576,628249685,574,6.576,77,12,628249685,-3
445,0.648198,6.43726,1.49367,6.64,628249688,575,6.64,47,13,628249688,13
446,0.656868,6.51196,-0.114243,6.546,628249690,576,6.546,43,14,628249690,-1
447,0.64796,6.42365,1.72995,6.684,628249692,576,6.684,51,15,628249692,15
448,0.57339,5.61567,-1.51254,5.844,628249713,583,5.844,19,0,628249713,-15
449,0.664739,6.4991,0.114034,6.534,628249715,584,6.534,97,1,628249715,1
450,0.666583,6.50591,-1.50987,6.712,628249718,585,6.712,15,2,628249718,-13
451,0.665062,6.49106,0.341963,6.534,628249720,585,6.534,48,3,628249720,3
452,0.66748,6.50347,-1.27079,6.66,628249722,586,6.66,82,4,628249722,-11
453,0.663255,6.45122,0.567384,6.51,628249725,587,6.51,86,5,628249725,5
454,0.669029,6.49624,-1.03434,6.612,628249727,588,6.612,55,6,628249727,-9
455,0.664699,6.44316,0.795319,6.526,628249729,589,6.526,66,7,628249729,7
456,0.669293,6.47661,-0.799463,6.56,628249731,590,6.56,59,8,628249731,-7
457,0.665205,6.43705,1.02496,6.552,628249734,590,6.552,63,9,628249734,9
458,0.674939,6.52012,-0.573485,6.58,628249736,591,6.58,58,10,628249736,-5
459,0.666596,6.42857,1.25629,6.584,628249738,592,6.584,58,11,628249738,11
460,0.6766,6.51397,-0.343219,6.558,628249741,593,6.558,71,12,628249741,-3
461,0.66692,6.40988,1.48783,6.614,628249743,594,6.614,45,13,628249743,13
462,0.6768,6.49383,-0.113964,6.53,628249745,595,6.53,49,14,628249745,-1
463,0.666254,6.39264,1.72218,6.654,628249748,595,6.654,45,15,628249748,15
464,0.591974,5.60403,-1.50995,5.834,628249768,603,5.834,16,0,628249768,-15
465,0.683844,6.46293,0.113441,6.5,628249771,604,6.5,92,1,628249771,1
466,0.688467,6.49579,-1.50807,6.704,628249773,605,6.704,21,2,628249773,-13
467,0.68674,6.46872,0.340916,6.514,628249775,606,6.514,52,3,628249775,3
468,0.688519,6.48549,-1.26774,6.644,628249778,606,6.644,76,4,628249778,-11
469,0.683242,6.42509,0.565292,6.486,628249780,607,6.486,97,5,628249780,5
470,0.686889,6.44868,-1.02715,6.566,628249782,608,6.566,51,6,628249782,-9
471,0.683185,6.4033,0.790688,6.488,628249784,609,6.488,66,7,628249784,7
472,0.689154,6.44858,-0.796294,6.534,628249787,610,6.534,56,8,628249787,-7
473,0.687111,6.41886,1.02246,6.536,628249789,611,6.536,63,9,628249789,9
474,0.694301,6.48603,-0.570696,6.548,628249791,611,6.548,47,10,628249791,-5
475,0.684845,6.38716,1.24865,6.544,628249794,612,6.544,56,11,628249794,11
476,0.695282,6.47384,-0.34123,6.52,628249796,613,6.52,77,12,628249796,-3
477,0.686998,6.3862,1.48288,6.592,628249798,614,6.592,42,13,628249798,13
478,0.698607,6.48348,-0.113825,6.522,628249801,615,6.522,49,14,628249801,-1
479,0.688229,6.37672,1.71856,6.64,628249803,616,6.64,40,15,628249803,15
480,0.612161,5.60769,-1.5115,5.84,628249824,623,5.84,19,0,628249824,-15
481,0.704661,6.4446,0.113161,6.484,628249826,624,6.484,96,1,628249826,1
482,0.708592,6.47011,-1.50267,6.68,628249828,625,6.68,21,2,628249828,-13
483,0.70536,6.4406,0.339556,6.488,628249831,625,6.488,50,3,628249831,3
484,0.708799,6.46158,-1.26354,6.622,628249833,626,6.622,70,4,628249833,-11
485,0.703925,6.40683,0.563898,6.47,628249835,627,6.47,88,5,628249835,5
486,0.707882,6.4325,-1.02496,6.552,628249837,628,6.552,55,6,628249837,-9
487,0.703575,6.38312,0.788495,6.47,628249840,629,6.47,70,7,628249840,7
488,0.70861,6.41851,-0.792882,6.506,628249842,630,6.506,57,8,628249842,-7
489,0.707993,6.40268,1.02027,6.522,628249844,631,6.522,67,9,628249844,9
490,0.715624,6.47168,-0.56965,6.536,628249847,631,6.536,47,10,628249847,-5
491,0.705408,6.36912,1.2456,6.528,628249849,632,6.528,58,11,628249849,11
492,0.715233,6.44755,-0.339974,6.496,628249851,633,6.496,74,12,628249851,-3
493,0.706273,6.35665,1.47658,6.564,628249854,634,6.564,41,13,628249854,13
494,0.719023,6.46112,-0.113476,6.502,628249856,635,6.502,49,14,628249856,-1
495,0.708089,6.36288,1.71545,6.628,628249858,635,6.628,40,15,628249858,15
496,0.632165,5.60936,-1.51254,5.844,628249879,643,5.844,19,0,628249879,-15
497,0.725358,6.42621,0.112882,6.468,628249881,644,6.468,94,1,628249881,1
498,0.728545,6.44436,-1.49727,6.656,628249883,645,6.656,45,2,628249883,-13
499,0.724248,6.40634,0.337881,6.456,628249886,645,6.456,50,3,628249886,3
500,0.727816,6.42785,-1.25743,6.59,628249888,646,6.59,75,4,628249888,-11
501,0.724039,6.38453,0.562155,6.45,628249890,647,6.45,90,5,628249890,5
502,0.729663,6.4241,-1.02402,6.546,628249893,648,6.546,46,6,628249893,-9
503,0.723384,6.35892,0.785814,6.448,628249895,649,6.448,70,7,628249895,7
504,0.72719,6.38247,-0.788738,6.472,628249897,650,6.472,61,8,628249897,-7
505,0.727203,6.37269,1.01589,6.494,628249900,651,6.494,70,9,628249900,9
506,0.736403,6.45331,-0.568255,6.52,628249902,651,6.52,60,10,628249902,-5
507,0.725406,6.34711,1.24178,6.508,628249904,652,6.508,60,11,628249904,11
508,0.735464,6.42517,-0.338928,6.476,628249907,653,6.476,71,12,628249907,-3
509,0.724906,6.32317,1.46938,6.532,628249909,654,6.532,47,13,628249909,13
510,0.73701,6.41884,-0.112777,6.462,628249911,655,6.462,48,14,628249911,-1
511,0.727651,6.33734,1.70924,6.604,628249913,655,6.604,39,15,628249913,15
512,0.651156,5.59357,-1.50892,5.83,628249934,664,5.83,16,0,628249934,-15
513,0.74659,6.40364,0.112533,6.448,628249936,665,6.448,94,1,628249936,1
514,0.75103,6.43196,-1.49502,6.646,628249939,666,6.646,43,2,628249939,-13
515,0.747217,6.38963,0.337148,6.442,628249941,667,6.442,54,3,628249941,3
516,0.747721,6.39394,-1.25133,6.558,628249943,667,6.558,75,4,628249943,-11
517,0.743727,6.35017,0.559366,6.418,628249946,668,6.418,97,5,628249946,5
518,0.750442,6.39784,-1.02027,6.522,628249948,669,6.522,46,6,628249948,-9
519,0.745064,6.34243,0.784107,6.434,628249950,670,6.434,71,7,628249950,7
520,0.74965,6.37187,-0.787763,6.464,628249953,671,6.464,67,8,628249953,-7
521,0.746443,6.34461,1.01182,6.468,628249955,671,6.468,75,9,628249955,9
522,0.755621,6.41297,-0.564944,6.482,628249957,672,6.482,60,10,628249957,-5
523,0.747054,6.33076,1.23911,6.494,628249960,673,6.494,61,11,628249960,11
524,0.757602,6.41053,-0.3383,6.464,628249962,674,6.464,74,12,628249962,-3
525,0.746244,6.30499,1.46578,6.516,628249964,675,6.516,47,13,628249964,13
526,0.757,6.38631,-0.112254,6.432,628249966,676,6.432,39,14,628249966,-1
527,0.749702,6.31531,1.70406,6.584,628249969,677,6.584,39,15,628249969,15
528,0.669757,5.58359,-1.50684,5.822,628249989,684,5.822,16,0,628249989,-15
529,0.765838,6.37519,0.112079,6.422,628249992,685,6.422,90,1,628249992,1
530,0.770917,6.40802,-1.49008,6.624,628249994,686,6.624,41,2,628249994,-13
531,0.766732,6.37324,0.336416,6.428,628249996,686,6.428,56,3,628249996,3
532,0.768627,6.3796,-1.24904,6.546,628249999,687,6.546,75,4,628249999,-11
533,0.763502,6.32776,0.557622,6.398,628250001,688,6.398,97,5,628250001,5
534,0.768978,6.36381,-1.01526,6.49,628250003,689,6.49,53,6,628250003,-9
535,0.765053,6.32205,0.781914,6.416,628250006,690,6.416,74,7,628250006,7
536,0.769261,6.34754,-0.785082,6.442,628250008,691,6.442,63,8,628250008,-7
537,0.768026,6.3281,1.00963,6.454,628250010,692,6.454,70,9,628250010,9
538,0.775361,6.38854,-0.563026,6.46,628250013,692,6.46,65,10,628250013,-5
539,0.766543,6.30668,1.23492,6.472,628250015,693,6.472,62,11,628250015,11
540,0.778526,6.39595,-0.337672,6.452,628250017,694,6.452,74,12,628250017,-3
541,0.766834,6.29074,1.46308,6.504,628250019,695,6.504,50,13,628250019,13
542,0.776138,6.35783,-0.1118,6.406,628250022,696,6.406,52,14,628250022,-1
543,0.767288,6.27622,1.69423,6.546,628250024,697,6.546,36,15,628250024,15
544,0.690664,5.59273,-1.50995,5.834,628250045,704,5.834,16,0,628250045,-15
545,0.784896,6.34668,0.111626,6.396,628250047,705,6.396,94,1,628250047,1
546,0.789927,6.37822,-1.48378,6.596,628250049,706,6.596,39,2,628250049,-13
547,0.786765,6.35268,0.335473,6.41,628250052,706,6.41,46,3,628250052,3
548,0.788475,6.35739,-1.24522,6.526,628250054,707,6.526,70,4,628250054,-11
549,0.783866,6.31121,0.556402,6.384,628250056,708,6.384,91,5,628250056,5
550,0.788505,6.33952,-1.01182,6.468,628250059,709,6.468,61,6,628250059,-9
551,0.782945,6.28586,0.77777,6.382,628250061,710,6.382,71,7,628250061,7
552,0.78871,6.32315,-0.782401,6.42,628250063,711,6.42,61,8,628250063,-7
553,0.786562,6.30592,1.0065,6.434,628250066,711,6.434,78,9,628250066,9
554,0.796668,6.37788,-0.562329,6.452,628250068,712,6.452,74,10,628250068,-5
555,0.783435,6.26305,1.2269,6.43,628250070,713,6.43,61,11,628250070,11
556,0.796379,6.35752,-0.335788,6.416,628250072,714,6.416,74,12,628250072,-3
557,0.78709,6.27449,1.45993,6.49,628250075,715,6.49,55,13,628250075,13
558,0.796581,6.34119,-0.111556,6.392,628250077,716,6.392,39,14,628250077,-1
559,0.787744,6.26201,1.69112,6.534,628250079,717,6.534,36,15,628250079,15
560,0.709208,5.58262,-1.50788,5.826,628250100,724,5.826,16,0,628250100,-15
561,0.805027,6.32803,0.111346,6.38,628250102,725,6.38,94,1,628250102,1
562,0.809231,6.35222,-1.47838,6.572,628250105,726,6.572,46,2,628250105,-13
563,0.804644,6.31622,0.333694,6.376,628250107,726,6.376,56,3,628250107,3
564,0.80768,6.33123,-1.24064,6.502,628250109,727,6.502,72,4,628250109,-11
565,0.803872,6.29263,0.555008,6.368,628250112,728,6.368,100,5,628250112,5
566,0.808374,6.31909,-1.009,6.45,628250114,729,6.45,59,6,628250114,-9
567,0.801603,6.25749,0.774602,6.356,628250116,730,6.356,70,7,628250116,7
568,0.807241,6.29279,-0.778989,6.392,628250119,731,6.392,65,8,628250119,-7
569,0.804296,6.26983,1.00118,6.4,628250121,731,6.4,67,9,628250121,9
570,0.816134,6.35333,-0.560411,6.43,628250123,732,6.43,85,10,628250123,-5
571,0.80429,6.25249,1.22538,6.422,628250125,733,6.422,61,11,628250125,11
572,0.816014,6.33489,-0.334741,6.396,628250128,734,6.396,71,12,628250128,-3
573,0.805247,6.24271,1.45318,6.46,628250130,735,6.46,55,13,628250130,13
574,0.81743,6.32845,-0.111381,6.382,628250132,736,6.382,43,14,628250132,-1
575,0.807616,6.24389,1.68698,6.518,628250135,737,6.518,33,15,628250135,15
576,0.729238,5.59952,-1.51306,5.846,628250155,742,5.846,14,0,628250155,-15
577,0.822834,6.3096,0.111067,6.364,628250158,743,6.364,94,1,628250158,1
578,0.826408,6.32839,-1.47343,6.55,628250160,744,6.55,35,2,628250160,-13
579,0.819052,6.27207,0.331496,6.334,628250162,744,6.334,45,3,628250162,3
580,0.826293,6.31893,-1.23873,6.492,628250165,745,6.492,58,4,628250165,-11
581,0.820533,6.26637,0.552916,6.344,628250167,746,6.344,93,5,628250167,5
582,0.826167,6.30085,-1.0065,6.434,628250169,747,6.434,56,6,628250169,-9
583,0.818415,6.23329,0.77192,6.334,628250171,748,6.334,68,7,628250171,7
584,0.823902,6.2666,-0.776064,6.368,628250174,749,6.368,72,8,628250174,-7
585,0.821157,6.24573,0.997739,6.378,628250176,749,6.378,70,9,628250176,9
586,0.834009,6.33493,-0.559017,6.414,628250178,750,6.414,92,10,628250178,-5
587,0.821107,6.22852,1.22118,6.4,628250181,751,6.4,60,11,628250181,11
588,0.833559,6.31448,-0.333799,6.378,628250183,752,6.378,63,12,628250183,-3
589,0.821536,6.21503,1.44734,6.434,628250185,753,6.434,52,13,628250185,13
590,0.83206,6.28621,-0.110683,6.342,628250188,754,6.342,46,14,628250188,-1
591,0.823603,6.22232,1.68181,6.498,628250190,754,6.498,33,15,628250190,15
592,0.745193,5.57013,-1.50581,5.818,628250211,762,5.818,16,0,628250211,-15
593,0.842199,6.28687,0.110718,6.344,628250213,763,6.344,86,1,628250213,1
594,0.846938,6.31388,-1.47073,6.538,628250215,764,6.538,26,2,628250215,-13
595,0.839879,6.26125,0.331077,6.326,628250218,764,6.326,46,3,628250218,3
596,0.843903,6.28293,-1.23224,6.458,628250220,765,6.458,78,4,628250220,-11
597,0.838949,6.23779,0.55065,6.318,628250222,766,6.318,100,5,628250222,5
598,0.84552,6.27835,-1.00337,6.414,628250224,767,6.414,46,6,628250224,-9
599,0.838046,6.21466,0.769971,6.318,628250227,768,6.318,70,7,628250227,7
600,0.842849,6.24205,-0.773383,6.346,628250229,769,6.346,58,8,628250229,-7
601,0.83846,6.20954,0.99242,6.344,628250231,769,6.344,63,9,628250231,9
602,0.850778,6.29249,-0.555531,6.374,628250234,770,6.374,60,10,628250234,-5
603,0.841263,6.21395,1.21889,6.388,628250236,771,6.388,60,11,628250236,11
604,0.852645,6.28976,-0.332647,6.356,628250238,772,6.356,73,12,628250238,-3
605,0.841652,6.20054,1.44464,6.422,628250241,773,6.422,55,13,628250241,13
606,0.852382,6.27137,-0.110474,6.33,628250243,774,6.33,46,14,628250243,-1
607,0.843277,6.19628,1.67559,6.474,628250245,775,6.474,33,15,628250245,15
608,0.764467,5.55192,-1.50167,5.802,628250266,784,5.802,16,0,628250266,-15
609,0.862509,6.25586,0.110229,6.316,628250268,785,6.316,96,1,628250268,1
610,0.869577,6.299,-1.46803,6.526,628250271,786,6.526,26,2,628250271,-13
611,0.861729,6.24215,0.33024,6.31,628250273,786,6.31,52,3,628250273,3
612,0.866139,6.26603,-1.22957,6.444,628250275,787,6.444,84,4,628250275,-11
