,X,Y,Z,azimuth,dis,laser_id,reflectivity
0,6.166597695153517,-7.05894939670295,0.4912252852962708,13886,4693,3,62
1,6.797784523922278,-7.781473567145558,0.9039793637787105,13886,5186,5,62
2,8.363589117082931,-9.573861515030154,1.5609025503331289,13886,6404,7,62
3,11.046622387188586,-12.645149284983301,2.6593859056839246,13886,8500,9,62
4,23.471452186106863,-26.867942654841293,6.934762127965144,13886,18172,11,62
5,4.334908395664949,-4.962201284573967,-0.11501135842169834,13886,3295,14,62
6,5.0364333298122475,-5.767273259573269,0.13365052849671713,13887,3829,1,62
7,6.095737545530868,-6.980293759795989,0.48567767393451866,13887,4640,3,62
8,6.791184163383672,-7.776657062941841,0.9032821178367293,13887,5182,5,62
9,8.348860699555354,-9.560368996732604,1.558465163465026,13887,6394,7,62
10,11.008033620964817,-12.60541613186421,2.650625575641672,13887,8472,9,62
11,23.358287468809383,-26.747822891028264,6.902706216741885,13887,18088,11,62
12,4.312996836890666,-4.938858453418843,-0.11445288141570527,13887,3279,14,62
13,23.4853273067571,-26.893297557784884,9.566987183169577,13887,18482,15,62
14,4.968349137322214,-5.768088509920507,0.13288262261347666,13926,3807,1,102
15,5.995944696187012,-6.961092860481908,0.4814907974350833,13926,4600,3,102
16,6.757597543944705,-7.845346546821517,0.905896790119159,13926,5197,5,102
17,8.26934163971487,-9.600431285784085,1.5557840379101127,13926,6383,7,102
18,10.891036480277998,-12.64413201381312,2.643116721319741,13926,8448,9,102
19,13.822382115600659,-16.047327041049734,4.1168948842443305,13926,10788,11,102
20,12.826117549988274,-14.890696934163373,4.537262766115758,13926,10085,13,102
21,4.263618763233956,-4.949919926953059,-0.11403402366121046,13926,3267,14,102
22,4.959513589561268,-5.759863434025233,0.13267319373622927,13927,3801,1,102
23,5.968665622948581,-6.931869073593204,0.47939735918536547,13927,4580,3,102
24,6.793928884950967,-7.890310582102595,0.9109518231985232,13927,5226,5,102
25,8.263780132387708,-9.597361546008958,1.5550528218496817,13927,6380,7,102
26,10.848872854731644,-12.599627953007706,2.6334177844872464,13927,8417,9,102
27,39.75627549147467,-46.17201129529229,11.843514343022136,13927,31035,11,102
28,12.784100582368087,-14.847156309092108,4.523315800746437,13927,10054,13,102
29,4.267973941450909,-4.956725412443181,-0.11417364291270873,13927,3271,14,102
30,4.904659489766918,-5.775197665885848,0.13225433598173444,13966,3789,1,142
31,5.923929720460771,-6.975380281925072,0.4796067030103372,13966,4582,3,142
32,6.771017493431468,-7.972819419028817,0.9151352988504108,13966,5250,5,142
33,8.198262029767845,-9.653388545610506,1.5550528218496817,13966,6380,7,142
34,10.743678670619257,-12.650596460578454,2.62872475053604,13966,8402,9,142
35,14.987226866571085,-17.647340819176065,4.500420964951186,13966,11793,11,142
36,12.695358443063068,-14.948683920042384,4.5278148218333145,13966,10064,13,142
37,4.200480349510069,-4.946032310847078,-0.11326611777797,13966,3245,14,142
38,7.548200290871874,-8.887946001640522,3.1244635124776305,13966,6036,15,142
39,4.895886367491422,-5.766907040963935,0.13204490710448705,13967,3783,1,142
40,5.878763655753269,-6.924646728657108,0.47604785798581706,13967,4548,3,142
41,6.800572731938478,-8.0104536393679,0.9193187745022984,13967,5274,5,142
42,8.188868691078403,-9.64573949789326,1.5535903897288201,13967,6374,7,142
43,10.73379990876255,-12.643436065256932,2.626847536955557,13967,8396,9,142
44,14.778309934842769,-17.407499525047207,4.438598850449186,13967,11631,11,142
45,7.606316623477018,-8.959546361817699,2.7133596174956995,13967,6031,13,142
46,4.209970487298334,-4.958960772999124,-0.11354535628096653,13967,3253,14,142
47,7.52664456576051,-8.865699953603604,3.11618130303435,13967,6020,15,142
48,4.846248964654716,-5.78783282249592,0.1317656686014905,14006,3775,1,182
49,5.844315361559873,-6.979814805503571,0.47709457711067593,14006,4558,3,182
50,6.816239814306365,-8.14057569286614,0.9289059062045407,14006,5329,5,182
51,8.11027903216682,-9.686035431594878,1.551153002860717,14006,6364,7,182
52,10.606909580065473,-12.667739495121735,2.616835731192982,14006,8364,9,182
53,7.601351584949463,-9.078227825184886,2.3015381022318833,14006,6031,11,182
54,7.537648816153227,-9.002148164644995,2.7106602048435735,14006,6025,13,182
55,4.176118644244183,-4.987502032206418,-0.11354535628096653,14006,3253,14,182
56,7.473565083060551,-8.925613521772332,3.1192871315755797,14006,6026,15,182
57,4.8324036539880755,-5.773344316493363,0.13141662047274486,14007,3765,1,182
58,5.822585973999013,-6.956329819951775,0.4754198265109017,14007,4542,3,182
59,6.859577527492964,-8.195239008896507,0.9350068081968768,14007,5364,5,182
60,8.089476367492837,-9.664617394105504,1.5474969225585626,14007,6349,7,182
61,7.6974084741165,-9.196208066992329,1.899427274518483,14007,6071,9,182
62,7.599767019524351,-9.079554373036421,2.3015381022318833,14007,6031,11,182
63,7.539829933853427,-9.007946647837425,2.7120099111696367,14007,6028,13,182
64,4.147010944498134,-4.954495481166017,-0.11277745039772605,14007,3231,14,182
65,4.77771762624738,-5.787597936105091,0.13099776271825003,14046,3753,1,222
66,5.731870605761971,-6.943433053825218,0.47186098148638156,14046,4508,3,222
67,6.846761034836118,-8.293981171370822,0.9409333987037175,14046,5398,5,222
68,7.692403835914571,-9.31836999320413,1.4836373866142654,14046,6087,7,222
69,7.609482878046557,-9.217921787144343,1.8931698959168741,14046,6051,9,222
70,7.536539033245784,-9.129559586058777,2.3011564842411305,14046,6030,11,222
71,4.110644874807565,-4.979524043613999,-0.11270764077197692,14046,3229,14,222
72,4.769070804500773,-5.779177629506593,0.13078833384100264,14047,3747,1,222
73,5.717946463223298,-6.929028660214155,0.4708142623615227,14047,4498,3,222
74,6.906183131973572,-8.368938247658383,0.9493003500074927,14047,5446,5,222
75,7.686986928908078,-9.315119174982666,1.4829061705538347,14047,6084,7,222
76,7.6204468513668555,-9.234485663056411,1.8962985852176786,14047,6061,9,222
77,14.291404941082977,-17.318377335010556,4.364564960243086,14047,11437,11,222
78,16.951703774679416,-20.54213729521362,6.148812119435206,14047,13667,13,222
79,4.091956935273548,-4.958648539862209,-0.11221897339173298,14047,3215,14,222
80,4.709427131799006,-5.786689923839372,0.13022985683500957,14086,3731,1,6
81,5.678214191610439,-6.97708318409463,0.47144229383643804,14086,4504,3,6
82,6.875468276581888,-8.448204396056827,0.9529608912028945,14086,5467,5,6
83,7.699837853704071,-9.46114524681172,1.4977742304492625,14086,6145,7,6
84,10.35668664986967,-12.725737675501284,2.5986893332483154,14086,8306,9,6
85,14.341729013375112,-17.622342686175042,4.416465006985506,14086,11573,11,6
86,16.714310035836693,-20.537642214533243,6.113269852848876,14086,13588,13,6
87,4.063158921806754,-4.992590422095668,-0.11235859264323124,14086,3219,14,6
88,4.695797373334719,-5.771999827106076,0.1298808087062639,14087,3721,1,6
89,5.656829424574764,-6.953285217549079,0.46976754323666386,14087,4488,3,6
90,6.921773407655504,-8.508134345644214,0.9595847276517164,14087,5505,5,6
91,7.932451852494126,-9.750444297516266,1.5433533648827875,14087,6332,7,6
92,10.339505934544418,-12.709157087025492,2.59493490608735,14087,8294,9,6
93,14.16271872187526,-17.408589748403738,4.362275252298567,14087,11431,11,6
94,44.57464218498075,-54.79044484458097,16.306701929386772,14087,36245,13,6
95,4.047143825929708,-4.974685150639394,-0.11193973488873644,14087,3207,14,6
96,4.656400137026155,-5.803829144576244,0.1298808087062639,14126,3721,1,46
97,5.599370356795874,-6.979165860261126,0.4689301679367767,14126,4480,3,46
98,6.941002819799663,-8.651403073763138,0.970392039752426,14126,5567,5,46
99,7.848507993208958,-9.782535454849786,1.5399410232674435,14126,6318,7,46
100,10.2280352740723,-12.748425278873588,2.5886775274857405,14126,8274,9,46
101,13.874351026442671,-17.293265286427207,4.309611969574641,14126,11293,11,46
102,4.023199795898707,-5.014595726904763,-0.11221897339173298,14126,3215,14,46
103,4.655387106832305,-5.8046417513115625,0.1298808087062639,14127,3721,1,46
104,5.585656301889997,-6.96456235204226,0.4678834488119178,14127,4470,3,46
105,6.979382065727406,-8.702350976918616,0.9759700072882762,14127,5599,5,46
106,7.85301037608744,-9.791648010456646,1.541159716701495,14127,6323,7,46
107,10.161543464902296,-12.670078363101789,2.5724083431215563,14127,8222,9,46
108,14.206661871580296,-17.713797103041117,4.413793681050235,14127,11566,11,46
109,3.997302286033114,-4.984098466928364,-0.11152087713424165,14127,3195,14,46
110,44.556238005669655,-55.555637688971565,19.08221055731865,14127,36864,15,46
111,4.600883047155273,-5.817373873979132,0.1294619509517691,14166,3709,1,86
112,5.520775652714646,-6.980489553208674,0.46641804203711545,14166,4456,3,86
113,6.9447044633041575,-8.780910510714062,0.9794562369981824,14166,5619,5,86
114,7.789873551203353,-9.84954549244426,1.541890932761926,14166,6326,7,86
115,10.051784038924348,-12.709513642402634,2.5664638334500274,14166,8203,9,86
116,14.097938290198156,-17.82548633508027,4.417609860957765,14166,11576,11,86
117,3.948398689429829,-4.992370191662329,-0.11110201937974684,14166,3183,14,86
118,42.381881352488655,-53.587810597031705,18.306788698191497,14166,35366,15,86
119,4.582504982694072,-5.7962154873424785,0.12897328357152515,14167,3695,1,86
120,5.492306287504126,-6.946984429931642,0.46411525996242586,14167,4434,3,86
121,6.915987286355089,-8.74773792299687,0.9756213843172856,14167,5597,5,86
122,7.778305289720694,-9.838447258829062,1.5399410232674435,14167,6318,7,86
123,10.038539680051192,-12.697321526884021,2.5636480130793036,14167,8194,9,86
124,14.097262122098252,-17.83102677461669,4.418373096939272,14167,11578,11,86
125,42.95929095523855,-54.3373784644783,15.991770453305364,14167,35545,13,86
126,3.950007677910857,-4.996196570280322,-0.11117182900549596,14167,3185,14,86
127,42.0466406452161,-53.183005936470686,18.165991137655727,14167,35094,15,86
128,4.51343791138757,-5.789423416562889,0.12813556806253557,14206,3671,1,126
129,5.452260714370075,-6.993659040559579,0.4647432914373412,14206,4440,3,126
130,6.848933611104346,-8.78518269334563,0.9745755154043136,14206,5591,5,126
131,7.708716415757555,-9.888033070407122,1.5394535458938228,14206,6316,7,126
132,9.942163607371803,-12.752893898150946,2.5611450616386597,14206,8186,9,126
133,14.005741515368587,-17.965278239636586,4.427913546708099,14206,11603,11,126
134,42.5884358107589,-54.62853204106495,15.991770453305364,14206,35545,13,126
135,3.9159084030970877,-5.022967469831872,-0.11117182900549596,14206,3185,14,126
136,41.82857230880463,-53.65384896400162,18.22914298466074,14206,35216,15,126
137,4.505052141751272,-5.780747365437746,0.12792613918528814,14207,3665,1,126
138,5.409297809307279,-6.941048200135938,0.46118444641282097,14207,4406,3,126
139,6.837602456494218,-8.773805750209206,0.9731810235203511,14207,5583,5,126
140,7.699669114080702,-9.879983748348328,1.5379911137729612,14207,6310,7,126
141,9.904724097316425,-12.709443959663469,2.5520718626663266,14207,8157,9,126
142,14.044844087344698,-18.021921367671556,4.441270176384457,14207,11638,11,126
143,42.33932324374792,-54.328545729232964,15.901790031567817,14207,35345,13,126
144,3.9125732516219096,-5.020496279451117,-0.11110201937974684,14207,3183,14,126
145,4.466613973465135,-5.810498645982043,0.12792613918528814,14245,3665,1,165
146,5.350972037666574,-6.960936397068766,0.46013772728796215,14245,4396,3,165
147,6.759834118363737,-8.793687393886065,0.970392039752426,14245,5567,5,165
148,7.631554076683411,-9.927684571072733,1.5375036363993406,14245,6308,7,165
149,9.804563949568106,-12.75449499147422,2.5480045665752806,14245,8144,9,165
150,13.885525256378816,-18.063308398766047,4.428676782689605,14245,11605,11,165
151,14.443212891817764,-18.78878932679105,5.471259543751485,14245,12161,13,165
152,3.8401911679095884,-4.995601973666962,-0.1099850653677607,14245,3151,14,165
153,42.46316369572413,-55.23919385554325,18.669135361335027,14245,36066,15,165
154,4.458289113985339,-5.80176444006717,0.12771671030804074,14246,3659,1,165
155,5.3497570435812705,-6.961870211845295,0.46013772728796215,14246,4396,3,165
156,6.736447352794102,-8.766430284035177,0.9672544330135104,14246,5549,5,165
157,7.621354424985924,-9.917998128323562,1.5357974655916686,14246,6301,7,165
158,9.762618032224873,-12.704517067689446,2.5376798918826253,14246,8111,9,165
159,13.797439318785132,-17.95520450941653,4.401581905346136,14246,11534,11,165
160,3.8417561017752866,-4.999443366912213,-0.11005487499350983,14246,3153,14,165
161,42.68894328517636,-55.55296814624544,18.772662979376033,14246,36266,15,165
162,4.389711813497832,-5.79372349315329,0.12687899479905113,14285,3635,1,205
163,5.302245529347073,-6.998123292601042,0.46013772728796215,14285,4396,3,205
164,6.642930636755127,-8.767615034593415,0.9623737114196415,14285,5521,5,205
165,7.558463936702838,-9.975973809390656,1.5367724203389097,14285,6305,7,205
166,9.665179196975057,-12.756503879563503,2.534864071511901,14285,8102,9,205
167,13.551599289396169,-17.885962110622458,4.3618936343078145,14285,11430,11,205
168,40.966201861213555,-54.06889022162234,15.661092403419882,14285,34810,13,205
169,3.8245439651575333,-5.047791555107695,-0.11054354237375377,14285,3167,14,205
170,42.54315071454803,-56.15021264260035,18.876190597417043,14285,36466,15,205
171,4.400774005195669,-5.81043037823248,0.1272280429277968,14286,3645,1,205
172,5.26967131018237,-6.957652955556032,0.45741625756332904,14286,4370,3,205
173,6.626965086425873,-8.749715211050216,0.9602819735936977,14286,5509,5,205
174,7.527957999821658,-9.939314265304375,1.5309226918554626,14286,6281,7,205
175,9.653411318808159,-12.745593005719975,2.5323611200712572,14286,8094,9,205
