,X,Y,Z,azimuth,dis,laser_id,reflectivity
0,-5.53491123818493,-16.52293642037313,0.3041605393889771,19852,8714,1,140
1,-1.5134289997132866,-4.517920895730911,-1.1000106557414997,19852,2445,2,140
2,-5.476781343784237,-16.349405805703217,0.9036326204906682,19852,8633,3,140
3,-1.607016182994331,-4.7972993740064895,-0.9834295621707119,19852,2577,4,140
4,-5.442543795765455,-16.247199138828226,1.4990787752597203,19852,8600,5,140
5,-3.343681501413497,-9.981630143711275,-1.6672785283987805,19852,5329,6,140
6,-5.413783064396976,-16.161341983156724,2.0927403649531926,19852,8586,7,140
7,-4.08965722754237,-12.208532972601269,-1.580889122651573,19852,6486,8,140
8,-7.248930828641422,-21.63966467447858,3.6145747492195746,19852,11553,9,140
9,-5.529244784139859,-16.50602079952817,-1.5229594487725788,19852,8737,10,140
10,-5.255073874308586,-15.687559885429833,3.215894808076286,19852,8427,11,140
11,-5.693746387172886,-16.99709453332403,-0.9394304145608416,19852,8975,12,140
12,-5.120899024387739,-15.28701822919502,3.7220401451735903,19852,8273,13,140
13,-5.591441775274493,-16.691692599098538,-0.30726706773481355,19852,8803,14,140
14,-6.344882327575894,-18.940879588100604,5.352377852720129,19852,10340,15,140
15,-1.5766099498733328,-4.7038040872014975,-1.3292946156465466,19853,2568,0,140
16,-5.526991356749647,-16.48973770328866,0.30356715757010944,19853,8697,1,140
17,-1.486348468817856,-4.434509628201209,-1.079765060850552,19853,2400,2,140
18,-5.492964125953452,-16.388217712685943,0.9058307306528718,19853,8654,3,140
19,-1.611596992226896,-4.808187668463942,-0.9857192701152305,19853,2583,4,140
20,-5.462475342579681,-16.297254653713196,1.5037851853680941,19853,8627,5,140
21,-3.3127791701644775,-9.883652073785015,-1.6510093440345965,19853,5277,6,140
22,-5.43111355458704,-16.203686991937637,2.0983463547498293,19853,8609,7,140
23,-4.091157091589843,-12.205936826892273,-1.580645383964763,19853,6485,8,140
24,-7.220063148770448,-21.54100483240505,3.5983055648553903,19853,11501,9,140
25,-5.554920155378641,-16.573063066770125,-1.52923466225041,19853,8773,10,140
26,-6.976723796779385,-20.8150036812868,4.267252372601048,19853,11182,11,140
27,-5.609119942344656,-16.734767729027695,-0.9249856906377892,19853,8837,12,140
28,-5.575289774952816,-16.633835675629687,-0.3062199233485765,19853,8773,14,140
29,-6.348188038041378,-18.93977190874746,5.352377852720129,19853,10340,15,140
30,-1.6246759997676175,-4.742589096181336,-1.3432708440820826,19891,2595,0,179
31,-5.6362330801974325,-16.45271891349673,0.30356715757010944,19891,8697,1,179
32,-1.5138316871842687,-4.419023641711217,-1.078415354524489,19891,2397,2,179
33,-5.619657046610674,-16.404331840530958,0.9087615442024767,19891,8682,3,179
34,-1.6758995015297213,-4.892115537736407,-1.005181787643638,19891,2634,4,179
35,-6.526075839446483,-19.050257479914947,1.7617661839011625,19891,10107,5,179
