"intensity","laser_id","azimuth","distance_m","adjustedtime","timestamp","vertical_angle","Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2"
42,0,7,29.588,232531448,232531448,-15,0.03491682186722755,28.57979202270508,-7.657938003540039
27,2,9,29.504,232531453,232531453,-13,0.04515694081783295,28.74777984619141,-6.636955738067627
25,4,10,48.642,232531458,232531458,-11,0.0833364799618721,47.74823760986328,-9.281331062316895
15,6,12,50.586,232531462,232531462,-9,0.1046426072716713,49.96309280395508,-7.913393974304199
36,0,27,29.47,232531504,232531504,-15,0.1341415792703629,28.46551895141602,-7.627397060394287
27,2,29,29.528,232531508,232531508,-13,0.145623505115509,28.77083015441895,-6.642354965209961
25,4,30,48.502,232531513,232531513,-11,0.2492888569831848,47.6102294921875,-9.254617691040039
16,6,32,50.618,232531517,232531517,-9,0.2792222201824188,49.9940299987793,-7.918399810791016
30,0,46,28.868,232531559,232531559,-15,0.2238674759864807,27.88344764709473,-7.471588134765625
13,2,48,48.032,232531564,232531564,-13,0.3920740783214569,46.79930114746094,-10.80484867095947
12,4,49,48.43,232531568,232531568,-11,0.4065642654895782,47.53846740722656,-9.240880012512207
29,0,66,28.308,232531614,232531614,-15,0.3149667084217072,27.34161376953125,-7.32664966583252
13,2,68,48.316,232531619,232531619,-13,0.5587158203125,47.07434844970703,-10.86873531341553
23,0,87,27.71,232531670,232531670,-15,0.4064061045646667,26.76271820068359,-7.171875953674316
13,2,89,48.512,232531674,232531674,-13,0.7342146039009094,47.262939453125,-10.91282558441162
25,4,90,48.366,232531679,232531679,-11,0.7457422614097595,47.47152328491211,-9.228668212890625
22,0,107,27.138,232531725,232531725,-15,0.4895054399967194,26.20872497558594,-7.023831367492676
27,2,109,48.54,232531729,232531729,-13,0.899707555770874,47.2873649597168,-10.91912460327148
12,4,110,48.802,232531734,232531734,-11,0.9196605682373047,47.89654159545898,-9.311861038208008
21,0,127,26.6,232531781,232531781,-15,0.5694701075553894,25.68731498718262,-6.884586811065674
27,2,129,48.596,232531786,232531786,-13,1.065994143486023,47.33848571777344,-10.93172168731689
13,4,130,49.118,232531790,232531790,-11,1.09388256072998,48.20315551757813,-9.372156143188477
31,0,148,26.066,232531836,232531836,-15,0.6502928137779236,25.16942405700684,-6.746376991271973
27,2,149,48.596,232531841,232531841,-13,1.231229901313782,47.33447647094727,-10.93172168731689
26,4,151,48.976,232531846,232531846,-11,1.266875505447388,48.05947875976563,-9.345061302185059
30,0,167,25.55,232531892,232531892,-15,0.7192287445068359,24.66892242431641,-6.612826824188232
14,2,169,48.852,232531896,232531896,-13,1.403806924819946,47.57921981811523,-10.98930931091309
26,4,170,48.946,232531901,232531901,-11,1.425365805625916,48.02557754516602,-9.339337348937988
35,0,188,25.1,232531947,232531947,-15,0.7953802347183228,24.23168754577637,-6.496357917785645
14,2,189,49.128,232531951,232531951,-13,1.578750252723694,47.84281158447266,-11.05139541625977
13,4,191,49.01,232531956,232531956,-11,1.603472709655762,48.08282089233398,-9.35154914855957
29,0,208,24.642,232532002,232532002,-15,0.8639031052589417,23.78666114807129,-6.377819061279297
14,2,210,49.068,232532007,232532007,-13,1.751950025558472,47.77828216552734,-11.03789806365967
26,4,211,49.262,232532011,232532011,-11,1.780411005020142,48.32413101196289,-9.399632453918457
28,0,229,24.148,232532057,232532057,-15,0.9320133924484253,23.30654907226563,-6.249962329864502
14,2,230,49.128,232532062,232532062,-13,1.921062827110291,47.83028793334961,-11.05139541625977
26,4,232,49.348,232532067,232532067,-11,1.960933208465576,48.40163040161133,-9.416042327880859
1,5,233,15.892,232532069,232532069,5,0.6436301469802856,15.81843757629395,1.385079026222229
37,0,248,23.638,232532113,232532113,-15,0.987979531288147,22.8111686706543,-6.117964744567871
13,4,251,49.654,232532122,232532122,-11,2.134582757949829,48.69495391845703,-9.474430084228516
42,0,269,22.398,232532168,232532168,-15,1.015367150306702,21.6109676361084,-5.7970290184021
38,2,270,22.476,232532173,232532173,-13,1.031628489494324,21.87562942504883,-5.055999755859375
26,4,272,49.628,232532177,232532177,-11,2.311833143234253,48.66130828857422,-9.46946907043457
3,5,273,15.334,232532180,232532180,5,0.7275709509849548,15.25831317901611,1.336446166038513
100,0,289,22.36,232532223,232532223,-15,1.08894670009613,21.57063293457031,-5.787193775177002
46,2,291,22.502,232532228,232532228,-13,1.113085865974426,21.89700317382813,-5.061848640441895
9,4,292,25.714,232532233,232532233,-11,1.285844445228577,25.20878791809082,-4.906462669372559
55,0,309,22.364,232532279,232532279,-15,1.164443850517273,21.57055854797363,-5.788228988647461
12,2,311,22.52,232532283,232532283,-13,1.190465450286865,21.91049766540527,-5.065897941589355
18,4,313,25.752,232532288,232532288,-11,1.380267381668091,25.24115180969238,-4.913713455200195
1,5,314,14.86,232532290,232532290,5,0.8108726143836975,14.78122806549072,1.295134305953979
16,0,328,21.506,232532334,232532334,-15,1.188549876213074,20.73917198181152,-5.566162586212158
28,2,330,21.29,232532339,232532339,-13,1.194127678871155,20.70993995666504,-4.789207935333252
21,4,331,25.958,232532343,232532343,-11,1.471233367919922,25.43857002258301,-4.953020095825195
36,0,349,21.272,232532389,232532389,-15,1.250795483589172,20.50906753540039,-5.505598545074463
96,2,350,21.14,232532394,232532394,-13,1.257488965988159,20.55976295471191,-4.755465507507324
27,4,352,26.008,232532398,232532398,-11,1.567474007606506,25.48199462890625,-4.962560176849365
92,0,368,21.148,232532445,232532445,-15,1.311111450195313,20.38528060913086,-5.473505020141602
100,2,370,21.152,232532449,232532449,-13,1.330002903938293,20.56691741943359,-4.758164882659912
27,4,371,25.896,232532454,232532454,-11,1.644852757453918,25.36694526672363,-4.941189765930176
100,0,389,21.166,232532500,232532500,-15,1.386998057365417,20.39768409729004,-5.478163719177246
44,2,390,21.202,232532504,232532504,-13,1.405100226402283,20.61075401306152,-4.769412040710449
30,4,392,25.864,232532509,232532509,-11,1.735668778419495,25.32940864562988,-4.935083866119385
56,0,410,21.178,232532555,232532555,-15,1.462578654289246,20.40402412414551,-5.481269836425781
92,2,412,21.214,232532560,232532560,-13,1.485069394111633,20.61686897277832,-4.772111892700195
33,4,413,25.91,232532564,232532564,-11,1.831745982170105,25.3679141998291,-4.94386100769043
16,0,431,21.166,232532610,232532610,-15,1.536482214927673,20.3869686126709,-5.478163719177246
100,2,432,21.226,232532615,232532615,-13,1.557907462120056,20.62321853637695,-4.774811267852783
18,4,434,26.178,232532620,232532620,-11,1.944620013237,25.62335205078125,-4.994997978210449
16,0,451,21.186,232532666,232532666,-15,1.609155774116516,20.4007396697998,-5.483340263366699
100,2,453,21.244,232532670,232532670,-13,1.634870052337646,20.63485527038574,-4.778860092163086
25,4,454,26.336,232532675,232532675,-11,2.046327114105225,25.77101707458496,-5.025145530700684
3,0,472,17.146,232532721,232532721,-15,1.362807869911194,16.5055980682373,-4.437711238861084
16,2,473,21.24,232532726,232532726,-13,1.706567764282227,20.62513732910156,-4.777960300445557
42,4,475,25.986,232532730,232532730,-11,2.112318515777588,25.42095565795898,-4.958362579345703
23,0,490,16.824,232532776,232532776,-15,1.388087868690491,16.19134521484375,-4.354371547698975
36,2,492,23.738,232532781,232532781,-13,1.983703136444092,23.04437446594238,-5.339888095855713
33,4,493,25.926,232532786,232532786,-11,2.187108516693115,25.35551452636719,-4.946914196014404
1,9,498,12.934,232532797,232532797,9,1.108951449394226,12.72653675079346,2.02332329750061
77,0,511,16.75,232532832,232532832,-15,1.441056370735168,16.11495399475098,-4.335218906402588
36,2,512,23.75,232532836,232532836,-13,2.065174341201782,23.04895401000977,-5.342587471008301
12,4,514,25.838,232532841,232532841,-11,2.272287368774414,25.26129150390625,-4.930122852325439
96,0,531,16.754,232532887,232532887,-15,1.49765682220459,16.11367225646973,-4.336254119873047
13,2,533,23.756,232532892,232532892,-13,2.150182247161865,23.04705238342285,-5.343937397003174
25,4,534,26.64,232532896,232532896,-11,2.433719396591187,26.03705406188965,-5.083151817321777
38,0,552,16.77,232532942,232532942,-15,1.55819296836853,16.12345886230469,-4.340395450592041
40,2,553,18.396,232532947,232532947,-13,1.727330088615417,17.84108924865723,-4.138199806213379
21,4,555,25.846,232532951,232532951,-11,2.453753232955933,25.25220108032227,-4.931649208068848
1,11,561,12.452,232532968,232532968,11,1.194900512695313,12.16467666625977,2.375953674316406
23,0,572,16.812,232532998,232532998,-15,1.618508219718933,16.15828704833984,-4.351265907287598
39,2,574,18.148,232533002,232533002,-13,1.768541574478149,17.59420585632324,-4.082411766052246
21,4,575,25.922,232533007,232533007,-11,2.549359321594238,25.31771087646484,-4.946150779724121
26,0,593,18.264,232533053,232533053,-15,1.822619915008545,17.54726600646973,-4.727070808410645
39,2,594,17.896,232533057,232533057,-13,1.804535627365112,17.34370231628418,-4.025723934173584
33,4,596,26.002,232533062,232533062,-11,2.650290489196777,25.38630104064941,-4.96141529083252
11,0,612,16.776,232533108,232533108,-15,1.727566719055176,16.11202049255371,-4.341948509216309
40,2,614,17.682,232533113,232533113,-13,1.842763066291809,17.12997817993164,-3.977584600448608
27,4,615,26.004,232533117,232533117,-11,2.734670162200928,25.37932586669922,-4.96179723739624
0,11,621,12.138,232533133,232533133,11,1.288878679275513,11.84507465362549,2.316039562225342
23,0,633,16.206,232533163,232533163,-15,1.725904822349548,15.55835819244385,-4.194421291351318
43,2,634,17.474,232533168,232533168,-13,1.880166292190552,16.92201232910156,-3.930794715881348
30,4,636,26.156,232533173,232533173,-11,2.844200134277344,25.51742172241211,-4.990799903869629
7,0,651,16.206,232533219,232533219,-15,1.774774312973022,15.55285930633545,-4.194421291351318
66,2,653,16.706,232533223,232533223,-13,1.851170301437378,16.17222213745117,-3.758032321929932
21,4,654,26.278,232533228,232533228,-11,2.937991380691528,25.62733840942383,-5.014078617095947
4,11,660,11.7,232533244,232533244,11,1.320057511329651,11.4089241027832,2.232465267181396
2,13,662,11.718,232533249,232533249,13,1.316273331642151,11.34154224395752,2.635976552963257
7,0,672,16.206,232533274,232533274,-15,1.831766486167908,15.54625034332275,-4.194421291351318
54,2,673,16.83,232533278,232533278,-13,1.921769738197327,16.28565216064453,-3.785926342010498
21,4,675,26.182,232533283,232533283,-11,3.020824193954468,25.5228157043457,-4.995760917663574
7,0,693,16.43,232533329,232533329,-15,1.914840221405029,15.75421905517578,-4.252397060394287
48,2,695,16.792,232533334,232533334,-13,1.979807615280151,16.24139976501465,-3.777378082275391
6,4,696,25.872,232533338,232533338,-11,3.077475309371948,25.20951080322266,-4.936610221862793
23,0,714,16.772,232533384,232533384,-15,2.013629674911499,16.07487869262695,-4.340912818908691
28,2,715,16.6,232533389,232533389,-13,2.013203382492065,16.04876518249512,-3.734187602996826
10,4,717,17.058,232533394,232533394,-11,2.089955806732178,16.61365699768066,-3.254819869995117
5,11,723,11.302,232533410,232533410,11,1.396253824234009,11.00613880157471,2.15652322769165
2,13,725,11.324,232533414,232533414,13,1.392449975013733,10.9455509185791,2.547345638275146
31,0,734,16.582,232533440,232533440,-15,2.046282291412354,15.8857307434082,-4.29173755645752
24,2,736,16.408,232533444,232533444,-13,2.048046112060547,15.85574054718018,-3.690996885299683
30,4,737,16.788,232533449,232533449,-11,2.113937377929688,16.34341049194336,-3.203301429748535
34,0,755,16.416,232533495,232533495,-15,2.083425045013428,15.71917057037354,-4.248773574829102
30,2,756,16.202,232533500,232533500,-13,2.076972723007202,15.64951992034912,-3.644656896591187
43,4,758,16.936,232533504,232533504,-11,2.192988634109497,16.47956466674805,-3.231541156768799
31,0,774,16.23,232533550,232533550,-15,2.111343622207642,15.53415012359619,-4.20063304901123
27,2,776,16.014,232533555,232533555,-13,2.106853246688843,15.46067047119141,-3.602366209030151
22,4,777,16.98,232533560,232533560,-11,2.253464221954346,16.51499557495117,-3.239936828613281
1,13,785,11.002,232533580,232533580,13,1.464141488075256,10.61956214904785,2.474911451339722
1,15,787,11.094,232533585,232533585,15,1.467295289039612,10.61505031585693,2.871338367462158
26,0,794,15.5,232533606,232533606,-15,2.068151712417603,14.82831954956055,-4.011695384979248
21,2,796,15.782,232533610,232533610,-13,2.129503965377808,15.22934627532959,-3.550177574157715
21,4,798,18.29,232533615,232533615,-11,2.492502212524414,17.78010559082031,-3.489896535873413
38,0,813,15.544,232533661,232533661,-15,2.123323440551758,14.86345291137695,-4.023083209991455
21,2,815,15.45,232533666,232533666,-13,2.134134769439697,14.90197658538818,-3.475493907928467
