"intensity","laser_id","azimuth","distance_m","adjustedtime","timestamp","vertical_angle","Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2"
2,1,16,16.286,427830196,427830196,1,0.04547210410237312,16.28345680236816,0.2842299044132233
2,3,17,16.534,427830200,427830200,3,0.04899006336927414,16.51126861572266,0.8653227090835571
1,4,18,19.428,427830203,427830203,-11,0.05991338193416595,19.07095909118652,-3.707037210464478
67,5,19,16.33,427830205,427830205,5,0.05394616723060608,16.26777076721191,1.423253297805786
3,6,20,19.442,427830207,427830207,-9,0.06702971458435059,19.2025203704834,-3.041398763656616
39,7,21,16.632,427830209,427830209,7,0.06050494685769081,16.5079174041748,2.026930809020996
30,8,22,15.364,427830212,427830212,-7,0.05855365097522736,15.24936676025391,-1.872400641441345
2,9,22,20.736,427830214,427830214,9,0.07864007353782654,20.48055458068848,3.24382495880127
69,10,23,15.298,427830216,427830216,-5,0.06117625907063484,15.23966407775879,-1.333308577537537
10,11,24,7.944,427830219,427830219,11,0.03266428411006927,7.797977924346924,1.515786647796631
4,12,25,15.978,427830221,427830221,-3,0.06962141394615173,15.95595073699951,-0.8362239003181458
2,14,27,16.142,427830226,427830226,-1,0.07605551928281784,16.13936233520508,-0.2817167341709137
21,15,27,18.228,427830228,427830228,15,0.08297023177146912,17.6067008972168,4.717753410339355
2,1,36,16.422,427830251,427830251,1,0.1031660735607147,16.41917419433594,0.2866034209728241
1,4,38,19.352,427830258,427830258,-11,0.1259883046150208,18.99603080749512,-3.692535638809204
63,5,39,16.432,427830260,427830260,5,0.111422598361969,16.36909294128418,1.432143211364746
3,6,40,19.482,427830262,427830262,-9,0.1343344151973724,19.24167442321777,-3.047656297683716
16,8,42,15.392,427830267,427830267,-7,0.1119872406125069,15.27686023712158,-1.875812888145447
2,9,42,20.812,427830269,427830269,9,0.1506803184747696,20.55521774291992,3.255714178085327
67,10,43,15.382,427830272,427830272,-5,0.1150002479553223,15.32303524017334,-1.340629577636719
7,11,44,7.958,427830274,427830274,11,0.05998964607715607,7.811558723449707,1.518458008766174
4,12,45,16.062,427830276,427830276,-3,0.1259764730930328,16.03949356079102,-0.8406201004981995
2,14,47,16.23,427830281,427830281,-1,0.1331136971712112,16.22698211669922,-0.2832525670528412
15,15,48,18.354,427830283,427830283,15,0.1485210508108139,17.72797966003418,4.750364780426025
2,1,56,19.886,427830306,427830306,1,0.1943299621343613,19.88202095031738,0.3470585644245148
2,3,58,19.014,427830311,427830311,3,0.1922099441289902,18.98696899414063,0.9951158761978149
66,5,59,16.518,427830315,427830315,5,0.1694429069757462,16.45427131652832,1.439638614654541
3,6,60,19.326,427830318,427830318,-9,0.1998860985040665,19.0870189666748,-3.023252487182617
2,7,61,20.074,427830320,427830320,7,0.2121209800243378,19.92324256896973,2.446405172348022
13,8,62,15.41,427830322,427830322,-7,0.1655060648918152,15.29424095153809,-1.87800657749176
1,9,62,17.7,427830325,427830325,9,0.1891706585884094,17.48106002807617,2.768890142440796
74,10,63,15.456,427830327,427830327,-5,0.1692974865436554,15.39625453948975,-1.347079157829285
3,11,64,7.956,427830329,427830329,11,0.08723478019237518,7.809338569641113,1.518076419830322
4,12,65,16.102,427830332,427830332,-3,0.1824171394109726,16.07889747619629,-0.8427135944366455
2,14,67,16.338,427830336,427830336,-1,0.1910183131694794,16.33439445495605,-0.285137414932251
10,15,67,18.458,427830339,427830339,15,0.208483025431633,17.82784080505371,4.777281761169434
2,1,76,19.786,427830362,427830362,1,0.2624037861824036,19.78124618530273,0.3453133106231689
2,3,78,18.986,427830366,427830366,3,0.2581050097942352,18.95822334289551,0.9936504364013672
1,4,78,19.284,427830368,427830368,-11,0.2576927840709686,18.92794418334961,-3.679560661315918
66,5,79,16.606,427830371,427830371,5,0.2280866950750351,16.54123687744141,1.447308301925659
6,6,80,19.262,427830373,427830373,-9,0.2656284272670746,19.02299880981445,-3.013240575790405
1,7,81,17.474,427830375,427830375,7,0.2451833486557007,17.34201812744141,2.129544973373413
14,8,82,15.436,427830378,427830378,-7,0.2192612439393997,15.31937313079834,-1.88117516040802
2,9,83,20.636,427830380,427830380,9,0.2952471375465393,20.37979888916016,3.228181600570679
60,10,83,15.54,427830382,427830382,-5,0.2242515832185745,15.47924137115479,-1.354400277137756
1,11,84,7.96,427830385,427830385,11,0.1145514920353889,7.812912464141846,1.518839597702026
4,12,85,16.23,427830387,427830387,-3,0.2404381036758423,16.20597457885742,-0.8494125604629517
2,14,87,19.602,427830392,427830392,-1,0.2975871562957764,19.59675598144531,-0.3421020805835724
5,15,88,18.596,427830394,427830394,15,0.2758711576461792,17.96023750305176,4.81299877166748
2,1,96,19.726,427830417,427830417,1,0.3304465115070343,19.7202262878418,0.3442661762237549
3,2,97,19.294,427830419,427830419,-13,0.3182545006275177,18.79680252075195,-4.340205669403076
1,4,98,19.232,427830424,427830424,-11,0.3228890299797058,18.87589263916016,-3.669638633728027
63,5,99,16.712,427830426,427830426,5,0.2876494824886322,16.64591979980469,1.456546783447266
6,6,100,19.236,427830428,427830428,-9,0.3315812945365906,18.99627876281738,-3.009173393249512
27,8,102,15.486,427830433,427830433,-7,0.2736179232597351,15.36813449859619,-1.887268662452698
2,9,102,20.584,427830435,427830435,9,0.3619130849838257,20.32735443115234,3.220046997070313
69,10,103,15.634,427830438,427830438,-5,0.2799661457538605,15.57199096679688,-1.362592935562134
2,11,104,20.72,427830440,427830440,11,0.3691672682762146,20.33596420288086,3.953562498092651
5,12,105,19.43,427830442,427830442,-3,0.3555654585361481,19.40011405944824,-1.016887664794922
12,13,106,18.598,427830445,427830445,13,0.3352344334125519,18.11823272705078,4.183639526367188
2,14,107,19.586,427830447,427830447,-1,0.3656920492649078,19.5796012878418,-0.3418228328227997
3,15,107,18.726,427830449,427830449,15,0.3377728164196014,18.08477210998535,4.846645355224609
2,1,116,19.734,427830472,427830472,1,0.3994428515434265,19.72695159912109,0.3444058001041412
3,2,117,19.194,427830474,427830474,-13,0.3818760812282562,18.69816017150879,-4.317710399627686
1,4,118,19.216,427830479,427830479,-11,0.3884527981281281,18.85894775390625,-3.666585683822632
63,5,119,16.824,427830481,427830481,5,0.3480699956417084,16.7563648223877,1.466308236122131
6,6,120,19.188,427830484,427830484,-9,0.3968957960605621,18.94760704040527,-3.001664400100708
45,8,122,15.546,427830488,427830488,-7,0.32852903008461,15.4266242980957,-1.894580841064453
2,9,123,20.556,427830491,427830491,9,0.4358204901218414,20.29824256896973,3.215666770935059
58,10,123,15.73,427830493,427830493,-5,0.3363737165927887,15.66653156280518,-1.370959877967834
2,11,124,20.73,427830495,427830495,11,0.4403631985187531,20.3443660736084,3.955470561981201
30,13,126,18.612,427830500,427830500,13,0.3987767994403839,18.13059043884277,4.186789035797119
2,14,127,19.538,427830502,427830502,-1,0.4329716563224792,19.53022575378418,-0.340985119342804
7,15,128,18.864,427830504,427830504,15,0.4070322215557098,18.21667861938477,4.882362365722656
3,0,133,9.044,427830525,427830525,-15,0.202765628695488,8.733479499816895,-2.340759515762329
2,1,134,19.666,427830527,427830527,1,0.4598248600959778,19.65762710571289,0.3432190120220184
2,2,135,15.706,427830530,427830530,-13,0.3605458438396454,15.29920864105225,-3.533081293106079
1,4,136,19.136,427830534,427830534,-11,0.4458340406417847,18.77912712097168,-3.651320934295654
64,5,137,16.928,427830537,427830537,5,0.4031869173049927,16.85876274108887,1.475372433662415
6,6,138,19.138,427830539,427830539,-9,0.4552300572395325,18.89689636230469,-2.993842840194702
2,7,139,20.27,427830541,427830541,7,0.4880384206771851,20.11298942565918,2.470291614532471
58,8,140,15.642,427830544,427830544,-7,0.3793195188045502,15.52077198028564,-1.906280279159546
2,9,140,18.092,427830546,427830546,9,0.4365848898887634,17.86392402648926,2.830212354660034
72,10,141,15.834,427830548,427830548,-5,0.3881392180919647,15.76897048950195,-1.380024075508118
6,11,142,18.406,427830550,427830550,11,0.4477413892745972,18.06228065490723,3.512030363082886
22,13,144,18.616,427830555,427830555,13,0.4558316171169281,18.13314437866211,4.187688827514648
2,14,145,19.502,427830557,427830557,-1,0.4934146106243134,19.4927864074707,-0.3403568267822266
13,15,145,18.988,427830560,427830560,15,0.4641111493110657,18.33512687683105,4.914455890655518
2,1,154,19.618,427830583,427830583,1,0.5271502137184143,19.6079273223877,0.3423812985420227
3,2,155,19.194,427830585,427830585,-13,0.505877673625946,18.69521522521973,-4.317710399627686
1,4,156,19.136,427830590,427830590,-11,0.5113826990127563,18.77745628356934,-3.651320934295654
60,5,157,17.026,427830592,427830592,5,0.4647073447704315,16.95484352111816,1.483913660049438
3,6,158,19.142,427830594,427830594,-9,0.5212987065315247,18.89914131164551,-2.994468450546265
1,7,159,17.814,427830597,427830597,7,0.4906038045883179,17.67440986633301,2.170980453491211
43,8,160,15.716,427830599,427830599,-7,0.4355455935001373,15.5927734375,-1.915298581123352
6,9,161,18.128,427830601,427830601,9,0.5030555129051208,17.89774513244629,2.835844039916992
65,10,161,15.912,427830603,427830603,-5,0.4453639686107635,15.84519195556641,-1.38682222366333
47,11,162,18.39,427830606,427830606,11,0.5103437900543213,18.04490852355957,3.50897741317749
5,12,163,19.35,427830608,427830608,-3,0.5496569871902466,19.3156623840332,-1.012700796127319
21,13,164,18.626,427830610,427830610,13,0.5194041728973389,18.14118194580078,4.189938545227051
15,15,166,19.094,427830615,427830615,15,0.5342756509780884,18.43564796447754,4.941890716552734
2,1,174,19.554,427830638,427830638,1,0.5936484336853027,19.54200744628906,0.3412643671035767
