"intensity","laser_id","azimuth","distance_m","adjustedtime","timestamp","vertical_angle","Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2"
37,1,31,71.53400000000001,332930748,332930748,1,0.3869753479957581,71.52205657958984,1.248440384864807
17,4,33,58.916,332930755,332930755,-11,0.3330954909324646,57.83258819580078,-11.24170303344727
1,5,34,12.096,332930757,332930757,5,0.07150554656982422,12.04975891113281,1.054235816001892
21,6,35,59.186,332930760,332930760,-9,0.3570932447910309,58.45623016357422,-9.258729934692383
59,10,38,16.54,332930769,332930769,-5,0.1092792004346848,16.47669792175293,-1.441555976867676
8,4,53,39.936,332930810,332930810,-11,0.3626253604888916,39.20058441162109,-7.620148181915283
21,6,55,59.422,332930815,332930815,-9,0.5633789300918579,58.68771362304688,-9.295648574829102
23,8,57,63.662,332930819,332930819,-7,0.6286024451255798,63.18434524536133,-7.758446216583252
18,10,58,63.334,332930824,332930824,-5,0.6386737823486328,63.08976364135742,-5.519921779632568
2,13,61,11.45,332930831,332930831,13,0.1187759265303612,11.15590476989746,2.575689554214478
8,0,70,34.454,332930856,332930856,-15,0.4065818786621094,33.27752304077148,-8.917351722717285
26,2,72,60.328,332930861,332930861,-13,0.7386544346809387,58.77715682983398,-13.5708475112915
17,4,73,58.96,332930866,332930866,-11,0.7373819947242737,57.87203979492188,-11.25009822845459
21,6,75,59.802,332930870,332930870,-9,0.7731466293334961,59.06067657470703,-9.355093955993652
18,10,78,63.506,332930879,332930879,-5,0.8612267971038818,63.25848007202148,-5.534912586212158
8,0,90,34.254,332930912,332930912,-15,0.5197052359580994,33.08274078369141,-8.86558723449707
17,4,93,59.128,332930921,332930921,-11,0.9420652985572815,58.03400802612305,-11.28215408325195
1,5,94,11.228,332930923,332930923,5,0.1834984421730042,11.18376922607422,0.9785847067832947
21,6,95,59.774,332930925,332930925,-9,0.978843629360199,59.02996826171875,-9.350713729858398
39,14,102,69.51600000000001,332930944,332930944,-1,1.237294912338257,69.49440002441406,-1.213221430778503
2,1,111,11.394,332930969,332930969,1,0.2206902951002121,11.39012718200684,0.1988527178764343
17,4,113,59.116,332930976,332930976,-11,1.144403696060181,58.01858901977539,-11.27986431121826
21,6,115,59.802,332930981,332930981,-9,1.185445785522461,59.05384063720703,-9.355093955993652
29,8,117,66.206,332930985,332930985,-7,1.341779351234436,65.69880676269531,-8.0684814453125
36,1,131,70.566,332931025,332931025,1,1.613021612167358,70.53681182861328,1.231546521186829
25,2,132,60.104,332931027,332931027,-13,1.349087715148926,58.54799652099609,-13.52045822143555
22,6,135,60.374,332931036,332931036,-9,1.404885172843933,59.61414337158203,-9.444574356079102
22,10,138,69.126,332931045,332931045,-5,1.658441305160522,68.84297943115234,-6.024727821350098
8,0,148,33.954,332931078,332931078,-15,0.8470820784568787,32.78610610961914,-8.787941932678223
24,6,153,61.114,332931091,332931091,-9,1.611676335334778,60.34006500244141,-9.560336112976074
47,14,160,72.788,332931110,332931110,-1,2.032050609588623,72.74854278564453,-1.270325779914856
8,0,168,33.854,332931133,332931133,-15,0.9586899876594543,32.68639755249023,-8.762060165405273
15,4,171,38.43,332931142,332931142,-11,1.12570858001709,37.70713424682617,-7.332789897918701
24,6,173,61.126,332931147,332931147,-9,1.82265043258667,60.34592056274414,-9.562212944030762
23,10,176,70.746,332931156,332931156,-5,2.164551019668579,70.44354248046875,-6.165920257568359
36,14,180,68.32000000000001,332931165,332931165,-1,2.145656108856201,68.27588653564453,-1.19234836101532
1,15,180,10.546,332931167,332931167,15,0.3199705183506012,10.18162727355957,2.72950553894043
8,0,188,33.646,332931188,332931188,-15,1.066189765930176,32.48204803466797,-8.708225250244141
