"intensity","laser_id","azimuth","distance_m","adjustedtime","timestamp","vertical_angle","Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2"
8,0,31,35.062,308130818,308130818,-15,0.1832387894392014,33.86679458618164,-9.074713706970215
3,1,32,22.59,308130820,308130820,1,0.1261464953422546,22.58620643615723,0.3942498564720154
26,2,33,60.692,308130823,308130823,-13,0.3405997157096863,59.1354866027832,-13.65272903442383
17,4,34,59.412,308130827,308130827,-11,0.3460783958435059,58.31940841674805,-11.33634376525879
21,6,36,59.252,308130832,308130832,-9,0.3677053451538086,58.52135467529297,-9.269055366516113
23,8,38,63.724,308130836,308130836,-7,0.4194802641868591,63.24761962890625,-7.766002178192139
42,10,39,16.546,308130841,308130841,-5,0.112195611000061,16.48265647888184,-1.442078948020935
8,4,54,39.904,308130882,308130882,-11,0.3691711127758026,39.16911315917969,-7.614042282104492
21,6,56,59.28,308130887,308130887,-9,0.5722510814666748,58.54736709594727,-9.273434638977051
25,8,58,64.47200000000001,308130892,308130892,-7,0.6477684378623962,63.98815536499023,-7.857160091400146
18,10,59,63.35,308130896,308130896,-5,0.6498491168022156,63.10558700561523,-5.521316528320313
3,13,62,11.402,308130903,308130903,13,0.1202169060707092,11.10911750793457,2.564891815185547
37,1,72,71.374,308130931,308130931,1,0.8967519402503967,71.35749816894531,1.24564802646637
17,4,74,59.06,308130938,308130938,-11,0.7487503290176392,57.97006607055664,-11.26917934417725
21,6,76,59.842,308130942,308130942,-9,0.7839787006378174,59.10004425048828,-9.361351013183594
18,10,79,63.538,308130952,308130952,-5,0.8727070093154907,63.29020309448242,-5.537701606750488
8,0,91,34.662,308130984,308130984,-15,0.5317382216453552,33.47669982910156,-8.971185684204102
17,4,94,59.056,308130993,308130993,-11,0.9510346651077271,57.96317291259766,-11.26841640472412
21,6,96,59.754,308130998,308130998,-9,0.9888153076171875,59.01004409790039,-9.34758472442627
19,10,99,64.36199999999999,308131007,308131007,-5,1.107808589935303,64.10751342773438,-5.609518051147461
39,14,103,69.52200000000001,308131016,308131016,-1,1.249531745910645,69.50018310546875,-1.213326215744019
2,1,112,11.334,308131041,308131041,1,0.2215056419372559,11.33010864257813,0.1978055685758591
17,4,114,59.14,308131048,308131048,-11,1.154998660087585,58.04194259643555,-11.28444385528564
22,6,116,60.114,308131053,308131053,-9,1.201991081237793,59.36172866821289,-9.403901100158691
36,1,132,70.498,308131097,308131097,1,1.623766303062439,70.46855926513672,1.230359792709351
25,2,133,60.14,308131099,308131099,-13,1.360120415687561,58.58282852172852,-13.52855682373047
22,6,136,60.282,308131108,308131108,-9,1.413133144378662,59.52305603027344,-9.430182456970215
8,0,150,34.262,308131150,308131150,-15,0.8663143515586853,33.08320999145508,-8.867657661437988
25,8,157,64.672,308131168,308131168,-7,1.758691549301147,64.16584777832031,-7.881534099578857
36,14,162,68.32600000000001,308131182,308131182,-1,1.931320548057556,68.28829193115234,-1.192453145980835
1,15,162,10.59,308131184,308131184,15,0.2891840040683746,10.22506618499756,2.740893602371216
8,0,170,34.062,308131205,308131205,-15,0.9760599136352539,32.88688278198242,-8.81589412689209
15,4,173,38.406,308131214,308131214,-11,1.138159513473511,37.68318939208984,-7.328210353851318
24,6,175,61.114,308131219,308131219,-9,1.843353033065796,60.33343124389648,-9.560336112976074
26,8,177,64.97200000000001,308131223,308131223,-7,1.991858601570129,64.45693969726563,-7.918095111846924
1,15,183,10.59,308131240,308131240,15,0.3266587853431702,10.22393703460693,2.740893602371216
8,0,190,33.962,308131260,308131260,-15,1.087648153305054,32.78673553466797,-8.790012359619141
9,2,192,38.468,308131265,308131265,-13,1.25580108165741,37.46102523803711,-8.653417587280273
7,4,193,39.104,308131270,308131270,-11,1.29276716709137,38.36377334594727,-7.461394786834717
25,8,197,64.672,308131279,308131279,-7,2.206607103347778,64.15200805664063,-7.881534099578857
19,10,198,65.062,308131283,308131283,-5,2.239379644393921,64.77571868896484,-5.67052698135376
8,0,210,33.814,308131316,308131316,-15,1.196850061416626,32.6398811340332,-8.751707077026367
9,2,212,39.412,308131320,308131320,-13,1.42058277130127,38.37558746337891,-8.865771293640137
19,4,213,60.512,308131325,308131325,-11,2.207725286483765,59.35918426513672,-11.54623413085938
