intensity,laser_id,azimuth,distance_m,adjustedtime,timestamp,vertical_angle,Points_m_XYZ:0,Points_m_XYZ:1,Points_m_XYZ:2,,
100,5,1172,0.8200000000000001,652385736,652385736,5,0.1659320294857025,0.7998493313789368,0.07146771252155304,,3162
100,7,1174,0.84,652385741,652385741,7,0.1696415543556213,0.8162977695465088,0.1023702472448349,,3167
100,9,1175,842,652385745,652385745,9,0.1693553179502487,0.8142070770263672,0.1317178159952164,,3171
100,11,1177,0.87,652385750,652385750,11,0.174205094575882,0.8360593914985657,0.1660038232803345,,3176
11,12,1178,0.8,652385752,652385752,-3,0.1630996465682983,0.7820776700973511,-0.04186876490712166,,3178
89,13,1179,854,652385755,652385755,13,0.1700214594602585,0.8145570158958435,0.1921081990003586,,3181
100,14,1180,0.8200000000000001,652385757,652385757,-1,0.1676612198352814,0.8025490045547485,-0.01431097369641066,,3183
100,15,1180,852,652385759,652385759,15,0.1682938784360886,0.8055773377418518,0.2205138206481934,,3185
54,1,1189,0.8240000000000001,652385782,652385782,1,0.1697456687688828,0.8061982393264771,0.01438078284263611,,3208
53,3,1191,834,652385787,652385787,3,0.171880841255188,0.8149281144142151,0.04364818707108498,,3213
100,5,1192,0.8200000000000001,652385791,652385791,5,0.1687230169773102,0.7992652058601379,0.07146771252155304,,3217
100,7,1194,838,652385796,652385796,7,0.1720792353153229,0.8137584924697876,0.1021265089511871,,3222
100,9,1196,842,652385801,652385801,9,0.1723383963108063,0.8135809302330017,0.1317178159952164,,3227
100,11,1197,846,652385805,652385805,11,0.172236293554306,0.8123994469642639,0.1614244133234024,,3231
5,12,1198,802,652385808,652385808,-3,0.1662431955337524,0.783457338809967,-0.04197343811392784,,3234
77,13,1199,858,652385810,652385810,13,0.1736734211444855,0.8177710175514221,0.1930080056190491,,3236
100,14,1200,0.8320000000000001,652385812,652385812,-1,0.172956183552742,0.8136948347091675,-0.01452040206640959,,3238
100,15,1200,856,652385814,652385814,15,0.1719081401824951,0.8087642192840576,0.2215491086244583,,3240
54,1,1209,0.8160000000000001,652385838,652385838,1,0.1708834618330002,0.7977794408798218,0.01424116361886263,,3264
56,3,1211,0.84,652385842,652385842,3,0.1759814321994781,0.8201816082000732,0.04396220296621323,,3268
100,5,1212,0.8180000000000001,652385847,652385847,5,0.171093612909317,0.7967234253883362,0.07129339873790741,,3273
100,7,1214,0.8280000000000001,652385851,652385851,7,0.1728314012289047,0.8034493923187256,0.1009078174829483,,3277
100,9,1216,0.85,652385856,652385856,9,0.176841676235199,0.820698618888855,0.1329692900180817,,3282
100,11,1217,844,652385861,652385861,11,0.1746571660041809,0.8098741173744202,0.161042794585228,,3287
5,12,1218,0.8140000000000001,652385863,652385863,-3,0.1715052872896194,0.7945860624313354,-0.04260146990418434,,3289
89,13,1219,854,652385865,652385865,13,0.1757039576768875,0.8133502006530762,0.1921081990003586,,3291
100,14,1220,0.8300000000000001,652385867,652385867,-1,0.1753728687763214,0.8111316561698914,-0.01448549702763557,,3293
100,15,1221,854,652385870,652385870,15,0.1744626760482788,0.8062405586242676,0.2210314571857452,,3296
55,1,1229,0.8180000000000001,652385893,652385893,1,0.1740928441286087,0.7991319298744202,0.01427606865763664,,3319
55,3,1231,0.8140000000000001,652385897,652385897,3,0.1733077019453049,0.7941949367523193,0.04260146990418434,,3323
100,5,1232,0.8240000000000001,652385902,652385902,5,0.1751490086317062,0.8019608855247498,0.0718163326382637,,3328
100,7,1234,0.8180000000000001,652385907,652385907,7,0.173513725399971,0.7931450605392456,0.09968912601470947,,3333
100,9,1236,846,652385911,652385911,9,0.1788596957921982,0.8162171244621277,0.1323435604572296,,3337
100,11,1237,842,652385916,652385916,11,0.1770625114440918,0.8073418736457825,0.1606611758470535,,3342
3,12,1238,0.89,652385918,652385918,-3,0.1905495077371597,0.86811363697052,-0.04657899960875511,,3344
91,13,1239,842,652385920,652385920,13,0.1760332137346268,0.8013117909431458,0.1894087940454483,,3346
100,14,1240,834,652385923,652385923,-1,0.1790619939565659,0.8144206404685974,-0.0145553071051836,,3349
100,15,1240,856,652385925,652385925,15,0.1775501519441605,0.8075444102287292,0.2215491086244583,,3351
54,1,1249,0.8320000000000001,652385948,652385948,1,0.1799085885286331,0.8121860027313232,0.01452040206640959,,3374
53,3,1251,0.8100000000000001,652385953,652385953,3,0.1752136498689651,0.7896854281425476,0.04239212349057198,,3379
100,5,1252,0.8120000000000001,652385957,652385957,5,0.175355851650238,0.7896745204925537,0.07077046483755112,,3383
100,7,1254,0.8260000000000001,652385962,652385962,7,0.1780052781105042,0.8002855181694031,0.1006640791893005,,3388
100,9,1256,0.8320000000000001,652385967,652385967,9,0.1787007451057434,0.8020910620689392,0.130153477191925,,3393
100,11,1257,844,652385971,652385971,11,0.1803068518638611,0.8086350560188293,0.161042794585228,,3397
89,13,1259,834,652385976,652385976,13,0.1771301478147507,0.7930849194526672,0.1876091808080673,,3402
100,14,1260,0.8180000000000001,652385978,652385978,-1,0.178413987159729,0.7981783151626587,-0.01427606865763664,,3404
100,15,1260,856,652385980,652385980,15,0.1803679168224335,0.8069196939468384,0.2215491086244583,,3406
54,1,1269,0.8200000000000001,652386003,652386003,1,0.1801068335771561,0.7998479604721069,0.01431097369641066,,3429
50,3,1270,0.8180000000000001,652386008,652386008,3,0.1795877367258072,0.7968936562538147,0.04281081259250641,,3434
100,5,1272,804,652386013,652386013,5,0.1763564646244049,0.7812836766242981,0.07007321715354919,,3439
100,7,1274,0.8260000000000001,652386017,652386017,7,0.1807977110147476,0.799659252166748,0.1006640791893005,,3443
100,9,1275,834,652386022,652386022,9,0.1817955523729324,0.8034207820892334,0.1304663419723511,,3448
100,11,1277,0.85,652386026,652386026,11,0.1844302713871002,0.813744843006134,0.1621876507997513,,3452
91,13,1279,842,652386031,652386031,13,0.181623101234436,0.8000633716583252,0.1894087940454483,,3457
100,14,1280,0.8180000000000001,652386033,652386033,-1,0.1811990737915039,0.7975506782531738,-0.01427606865763664,,3459
100,15,1280,844,652386036,652386036,15,0.1806154996156693,0.7949821352958679,0.2184432744979858,,3462
52,1,1289,0.8080000000000001,652386059,652386059,1,0.1802211701869965,0.7875185608863831,0.01410154439508915,,3485
52,3,1291,0.8200000000000001,652386063,652386063,3,0.1829535216093063,0.7981768250465393,0.04291548579931259,,3489
100,5,1292,798,652386068,652386068,5,0.1777461469173431,0.7748374342918396,0.0695502832531929,,3494
100,7,1294,0.8260000000000001,652386072,652386072,7,0.1835879385471344,0.7990232706069946,0.1006640791893005,,3498
100,9,1296,838,652386077,652386077,9,0.1856250613927841,0.8065991401672363,0.1310920864343643,,3503
95,11,1297,838,652386082,652386082,11,0.1846258491277695,0.8016170859336853,0.1598979383707047,,3508
91,13,1299,838,652386086,652386086,13,0.1835386455059052,0.7956267595291138,0.1885089874267578,,3512
100,14,1300,0.8180000000000001,652386089,652386089,-1,0.1839819401502609,0.7969133257865906,-0.01427606865763664,,3515
100,15,1301,0.84,652386091,652386091,15,0.1826582401990891,0.7905502915382385,0.2174080014228821,,3517
53,1,1309,0.8120000000000001,652386114,652386114,1,0.1838748157024384,0.7907801270484924,0.01417135447263718,,3540
51,3,1310,0.8180000000000001,652386119,652386119,3,0.185146689414978,0.7956205010414124,0.04281081259250641,,3545
100,5,1312,804,652386123,652386123,5,0.1818065196275711,0.7800334095954895,0.07007321715354919,,3549
100,7,1314,0.8080000000000001,652386128,652386128,7,0.182314470410347,0.7809795141220093,0.09847042709589005,,3554
100,9,1316,836,652386132,652386132,9,0.187989741563797,0.8040227890014648,0.1307792067527771,,3558
100,11,1317,0.8280000000000001,652386137,652386137,11,0.1851863265037537,0.7914096713066101,0.1579898446798325,,3563
89,13,1319,842,652386142,652386142,13,0.187204122543335,0.7987759113311768,0.1894087940454483,,3568
100,14,1320,0.8180000000000001,652386144,652386144,-1,0.1867625564336777,0.7962662577629089,-0.01427606865763664,,3570
100,15,1320,0.84,652386146,652386146,15,0.1852788031101227,0.7899401783943176,0.2174080014228821,,3572
51,1,1329,0.8100000000000001,652386169,652386169,1,0.1861743479967117,0.7881873250007629,0.01413644943386316,,3595
51,3,1330,802,652386174,652386174,3,0.1842470318078995,0.7794198393821716,0.04197343811392784,,3600
100,5,1332,0.8080000000000001,652386178,652386178,5,0.1854462772607803,0.7832716107368469,0.07042183727025986,,3604
100,7,1334,804,652386183,652386183,7,0.1841234564781189,0.7764753103256226,0.09798295050859451,,3609
100,9,1336,834,652386188,652386188,9,0.1903387159109116,0.8014397621154785,0.1304663419723511,,3614
100,11,1337,0.8260000000000001,652386192,652386192,11,0.1874937564134598,0.788848340511322,0.157608225941658,,3618
87,13,1339,0.8300000000000001,652386197,652386197,13,0.1872835159301758,0.7867429852485657,0.1867093741893768,,3623
100,14,1340,0.8220000000000001,652386199,652386199,-1,0.1904677599668503,0.7994999885559082,-0.01434587780386209,,3625
100,15,1340,844,652386201,652386201,15,0.188930481672287,0.7930471897125244,0.2184432744979858,,3627
51,1,1348,806,652386224,652386224,1,0.1878547668457031,0.7836763858795166,0.01406663935631514,,3650
51,3,1350,802,652386229,652386229,3,0.186966598033905,0.7787719368934631,0.04197343811392784,,3655
100,5,1351,0.8080000000000001,652386234,652386234,5,0.1880426853895187,0.7826523780822754,0.07042183727025986,,3660
100,7,1353,0.8100000000000001,652386238,652386238,7,0.188090592622757,0.7816504836082458,0.09871416538953781,,3664
100,9,1354,0.8260000000000001,652386243,652386243,9,0.1910056322813034,0.7931559681892395,0.1292148679494858,,3669
100,11,1356,0.8280000000000001,652386248,652386248,11,0.1905689537525177,0.7901307940483093,0.1579898446798325,,3674
93,13,1358,0.8220000000000001,652386252,652386252,13,0.1880611330270767,0.7785405516624451,0.1849097609519958,,3678
100,14,1359,804,652386254,652386254,-1,0.1888890862464905,0.7813705801963806,-0.01403173431754112,,3680
100,15,1360,836,652386257,652386257,15,0.1898805499076843,0.7848721146583557,0.2163727283477783,,3683
54,1,1368,0.8,652386280,652386280,1,0.1891703754663467,0.7771869897842407,0.01396192517131567,,3706
50,3,1369,0.8100000000000001,652386284,652386284,3,0.1914388239383698,0.7859097123146057,0.04239212349057198,,3710
100,5,1371,794,652386289,652386289,5,0.187468022108078,0.7684418559074402,0.06920166313648224,,3715
100,7,1373,0.8100000000000001,652386294,652386294,7,0.1908179074525833,0.7809891700744629,0.09871416538953781,,3720
100,9,1375,0.8100000000000001,652386298,652386298,9,0.1901552677154541,0.7771004438400269,0.1267119199037552,,3724
100,11,1376,834,652386303,652386303,11,0.1947267800569534,0.7951815128326416,0.1591347008943558,,3729
91,13,1378,0.8220000000000001,652386307,652386307,13,0.190777599811554,0.7778793573379517,0.1849097609519958,,3733
100,14,1379,804,652386310,652386310,-1,0.1916154325008392,0.780706524848938,-0.01403173431754112,,3736
100,15,1380,0.8320000000000001,652386312,652386312,15,0.1916974782943726,0.7804523706436157,0.2153374403715134,,3738
51,1,1388,798,652386335,652386335,1,0.191402405500412,0.7745806574821472,0.01392702013254166,,3761
49,3,1389,806,652386340,652386340,3,0.1932220757007599,0.7813589572906494,0.04218278080224991,,3766
100,5,1391,0.78,652386344,652386344,5,0.1867964863777161,0.7542450428009033,0.06798148155212402,,3770
100,7,1393,806,652386349,652386349,7,0.19258713722229,0.7764648795127869,0.09822668880224228,,3775
100,9,1394,0.8140000000000001,652386354,652386354,9,0.1936829388141632,0.780299961566925,0.1273376494646072,,3780
100,11,1396,0.8180000000000001,652386358,652386358,11,0.1937122941017151,0.7792547941207886,0.1560817509889603,,3784
91,13,1398,0.8220000000000001,652386363,652386363,13,0.1934917420148849,0.777208685874939,0.1849097609519958,,3789
100,14,1399,0.8100000000000001,652386365,652386365,-1,0.1957897394895554,0.7858540415763855,-0.01413644943386316,,3791
100,15,1400,0.8200000000000001,652386367,652386367,15,0.1916164606809616,0.7685316205024719,0.2122316211462021,,3793
51,1,1408,0.79,652386390,652386390,1,0.192159116268158,0.7661493420600891,0.01378740090876818,,3816
51,3,1409,0.8100000000000001,652386395,652386395,3,0.1969207972288132,0.7845540642738342,0.04239212349057198,,3821
100,5,1411,0.79,652386400,652386400,5,0.1918567270040512,0.7632498145103455,0.06885303556919098,,3826
100,7,1413,806,652386404,652386404,7,0.1952963322401047,0.775787889957428,0.09822668880224228,,3830
100,9,1414,0.8200000000000001,652386409,652386409,9,0.197853222489357,0.7853657007217407,0.1282762587070465,,3835
98,11,1416,804,652386413,652386413,11,0.1930693238973618,0.7652486562728882,0.1534104347229004,,3839
96,13,1418,0.8220000000000001,652386418,652386418,13,0.1962035298347473,0.776528537273407,0.1849097609519958,,3844
100,14,1419,802,652386420,652386420,-1,0.196570873260498,0.7774111032485962,-0.01399683021008968,,3846
100,15,1420,0.8240000000000001,652386423,652386423,15,0.1952457576990128,0.7716037631034851,0.2132668942213058,,3849
48,1,1428,0.79,652386446,652386446,1,0.1948323100805283,0.7654739022254944,0.01378740090876818,,3872
51,3,1429,798,652386450,652386450,3,0.1967003047466278,0.772249162197113,0.04176409170031548,,3876
100,5,1431,794,652386455,652386455,5,0.1955046951770782,0.7664365768432617,0.06920166313648224,,3881
100,7,1433,0.8,652386459,652386459,7,0.1965291798114777,0.7693314552307129,0.09749547392129898,,3885
100,9,1434,0.8220000000000001,652386464,652386464,9,0.201082706451416,0.7865841388702393,0.1285891234874725,,3890
98,11,1436,0.8080000000000001,652386469,652386469,11,0.1967131942510605,0.7683738470077515,0.1541736721992493,,3895
93,13,1438,806,652386473,652386473,13,0.19504114985466,0.760737419128418,0.1813105493783951,,3899
100,14,1439,806,652386476,652386476,-1,0.2002772837877274,0.7805941104888916,-0.01406663935631514,,3902
100,15,1439,0.8280000000000001,652386478,652386478,15,0.1987636238336563,0.7746945023536682,0.2143021672964096,,3904
48,1,1448,794,652386501,652386501,1,0.1985031366348267,0.7686614990234375,0.0138572109863162,,3927
53,3,1449,0.79,652386506,652386506,3,0.1973958164453506,0.7638229131698608,0.04134540632367134,,3932
100,5,1451,796,652386510,652386510,5,0.1986780613660812,0.7676783204078674,0.06937596946954727,,3936
100,7,1453,796,652386515,652386515,7,0.1982173919677734,0.764797568321228,0.09700799733400345,,3941
100,9,1454,0.8100000000000001,652386519,652386519,9,0.2008515894412994,0.774404764175415,0.1267119199037552,,3945
98,11,1456,0.8200000000000001,652386524,652386524,11,0.2023554146289825,0.7790837287902832,0.1564633697271347,,3950
93,13,1458,806,652386529,652386529,13,0.1976954191923141,0.760051965713501,0.1813105493783951,,3955
95,14,1459,788,652386531,652386531,-1,0.1984673291444778,0.7624733448028564,-0.01375249586999416,,3957
100,15,1460,0.8280000000000001,652386533,652386533,15,0.2016016840934753,0.7739608287811279,0.2143021672964096,,3959
48,1,1468,798,652386556,652386556,1,0.2021985948085785,0.7718327045440674,0.01392702013254166,,3982
52,3,1470,796,652386561,652386561,3,0.201714500784874,0.7688899636268616,0.04165942221879959,,3987
100,5,1471,0.77,652386565,652386565,5,0.1947795748710632,0.7419280409812927,0.06710992008447647,,3991
100,7,1473,796,652386570,652386570,7,0.2008858174085617,0.764100968837738,0.09700799733400345,,3996
100,9,1474,0.8100000000000001,652386575,652386575,9,0.2035535424947739,0.7736989259719849,0.1267119199037552,,4001
91,11,1476,0.8160000000000001,652386579,652386579,11,0.2040733397006989,0.7745757102966309,0.155700147151947,,4005
93,13,1478,0.8100000000000001,652386584,652386584,13,0.2013415843248367,0.7631257772445679,0.1822103559970856,,4010
61,14,1479,782,652386586,652386586,-1,0.1995962262153625,0.755975604057312,-0.0136477816849947,,4012
100,15,1479,0.8080000000000001,652386589,652386589,15,0.1992355585098267,0.7546095848083496,0.2091257870197296,,4015
47,1,1488,778,652386612,652386612,1,0.1997564285993576,0.7517958283424377,0.01357797253876925,,4038
52,3,1490,796,652386616,652386616,3,0.2043972015380859,0.7681811451911926,0.04165942221879959,,4042
100,5,1491,772,652386621,652386621,5,0.1978808492422104,0.7431688904762268,0.0672842338681221,,4047
100,7,1493,796,652386625,652386625,7,0.2035518139600754,0.7633951306343079,0.09700799733400345,,4051
100,9,1495,798,652386630,652386630,9,0.20333032310009,0.7614966034889221,0.1248347014188766,,4056
98,11,1496,804,652386635,652386635,11,0.2037350386381149,0.7624783515930176,0.1534104347229004,,4061
93,13,1498,0.8140000000000001,652386639,652386639,13,0.2050115913152695,0.7661833167076111,0.1831101626157761,,4065
58,14,1499,778,652386642,652386642,-1,0.2011994123458862,0.751410961151123,-0.01357797253876925,,4068
100,15,1500,804,652386644,652386644,15,0.2010000050067902,0.7501422166824341,0.2080905139446259,,4070
48,1,1508,782,652386667,652386667,1,0.2034199833869934,0.7549556493759155,0.0136477816849947,,4093
50,3,1510,798,652386671,652386671,3,0.2075977027416229,0.7693912982940674,0.04176409170031548,,4097
100,5,1511,0.77,652386676,652386676,5,0.1999544203281403,0.7405501008033752,0.06710992008447647,,4102
100,7,1513,782,652386681,652386681,7,0.2025884091854095,0.7492659687995911,0.09530182927846909,,4107
100,9,1514,0.8,652386685,652386685,9,0.2063703387975693,0.7627249360084534,0.1251475661993027,,4111
100,11,1516,798,652386690,652386690,11,0.2048550844192505,0.756077766418457,0.1522655785083771,,4116
96,13,1518,0.8140000000000001,652386695,652386695,13,0.2076848149299622,0.7654630541801453,0.1831101626157761,,4121
42,14,1519,788,652386697,652386697,-1,0.2064408957958221,0.7603532075881958,-0.01375249586999416,,4123
100,15,1519,0.8120000000000001,652386699,652386699,15,0.2055111974477768,0.7569289803504944,0.2101610600948334,,4125
48,1,1528,782,652386722,652386722,1,0.2060540318489075,0.7542409896850586,0.0136477816849947,,4148
50,3,1530,782,652386727,652386727,3,0.2060659378767014,0.7532501816749573,0.04092671722173691,,4153
100,5,1531,774,652386731,652386731,5,0.2035903632640839,0.7436910271644592,0.06745854765176773,,4157
100,7,1533,776,652386736,652386736,7,0.2036281526088715,0.742810845375061,0.09457060694694519,,4162
100,9,1535,796,652386741,652386741,9,0.208118662238121,0.7581536173820496,0.1245218366384506,,4167
98,11,1536,804,652386745,652386745,11,0.2090531438589096,0.7610374689102173,0.1534104347229004,,4171
99,13,1538,796,652386750,652386750,13,0.2057039141654968,0.7478228807449341,0.1790610402822495,,4176
39,14,1539,778,652386752,652386752,-1,0.2064402997493744,0.7499880194664001,-0.01357797253876925,,4178
100,15,1540,806,652386754,652386754,15,0.206745058298111,0.7505831718444824,0.2086081504821777,,4180
46,1,1547,788,652386777,652386777,1,0.2101542055606842,0.7593352794647217,0.01375249586999416,,4203
50,3,1549,786,652386782,652386782,3,0.2096294760704041,0.756412148475647,0.04113605991005898,,4208
100,5,1550,778,652386787,652386787,5,0.2071202844381332,0.7468516230583191,0.06780716776847839,,4213
100,7,1552,788,652386791,652386791,7,0.2092772573232651,0.7536078095436096,0.09603304415941238,,4217
100,9,1553,788,652386796,652386796,9,0.2083838731050491,0.7498830556869507,0.1232703551650047,,4222
95,11,1555,806,652386800,652386800,11,0.2121019810438156,0.7622314095497131,0.1537920534610748,,4226
93,13,1557,794,652386805,652386805,13,0.207659587264061,0.7452594041824341,0.1786111444234848,,4231
30,14,1558,0.77,652386807,652386807,-1,0.2067778706550598,0.7415944337844849,-0.01343835331499577,,4233
100,15,1558,0.8200000000000001,652386810,652386810,15,0.2127341032028198,0.7629560828208923,0.2122316211462021,,4236
45,1,1567,784,652386833,652386833,1,0.2117232829332352,0.7547463178634644,0.01368268672376871,,4259
51,3,1569,778,652386837,652386837,3,0.2101080864667892,0.7479844093322754,0.04071737453341484,,4263
100,5,1570,0.77,652386842,652386842,5,0.2075694650411606,0.7384518980979919,0.06710992008447647,,4268
100,7,1572,792,652386847,652386847,7,0.2129822224378586,0.7566943764686584,0.09652052074670792,,4273
100,9,1574,788,652386851,652386851,9,0.2111309319734573,0.7491142153739929,0.1232703551650047,,4277
100,11,1575,798,652386856,652386856,11,0.2126297503709793,0.7539282441139221,0.1522655785083771,,4282
93,13,1577,794,652386860,652386860,13,0.2102597653865814,0.7445299625396729,0.1786111444234848,,4286
22,14,1578,744,652386863,652386863,-1,0.2022957801818848,0.7158517837524414,-0.01298459060490131,,4289
100,15,1579,794,652386865,652386865,15,0.2086952030658722,0.7380048036575317,0.2055023163557053,,4291
46,1,1587,772,652386888,652386888,1,0.2110755890607834,0.7424618601799011,0.0134732574224472,,4314
50,3,1589,794,652386893,652386893,3,0.2170924097299576,0.7626140117645264,0.04155474901199341,,4319
100,5,1590,758,652386897,652386897,5,0.2068708688020706,0.7262258529663086,0.06606405228376389,,4323
100,7,1592,784,652386902,652386902,7,0.2134442776441574,0.7483105063438416,0.09554556757211685,,4328
100,9,1593,794,652386906,652386906,9,0.2152404189109802,0.7541085481643677,0.124208964407444,,4332
100,11,1595,788,652386911,652386911,11,0.2125626653432846,0.7437430620193481,0.1503574848175049,,4337
93,13,1597,802,652386916,652386916,13,0.215002030134201,0.7512856125831604,0.1804107427597046,,4342
5,14,1598,746,652386918,652386918,-1,0.2053438574075699,0.7170637249946594,-0.01301949564367533,,4344
100,15,1598,792,652386920,652386920,15,0.2106095254421234,0.7354515194892883,0.2049846798181534,,4346
43,1,1607,762,652386943,652386943,1,0.2108982801437378,0.7321127653121948,0.01329873409122229,,4369
47,3,1609,0.79,652386948,652386948,3,0.2186460345983505,0.7580134868621826,0.04134540632367134,,4374
100,5,1610,758,652386953,652386953,5,0.2094046175479889,0.7254993319511414,0.06606405228376389,,4379
100,7,1612,0.77,652386957,652386957,7,0.212196946144104,0.7342115640640259,0.09383939206600189,,4383
100,9,1614,794,652386962,652386962,9,0.2180029302835464,0.7533145546913147,0.124208964407444,,4388
100,11,1615,784,652386966,652386966,11,0.2140653431415558,0.7392249703407288,0.149594247341156,,4392
96,13,1617,798,652386971,652386971,13,0.2165378034114838,0.7467872500419617,0.1795109361410141,,4397
4,14,1618,0.79,652386973,652386973,-1,0.2201046198606491,0.7585933208465576,-0.01378740090876818,,4399
100,15,1619,0.79,652386976,652386976,15,0.2127650231122971,0.7328193783760071,0.2044670432806015,,4402
46,1,1627,772,652386999,652386999,1,0.2162537574768066,0.7409701347351074,0.0134732574224472,,4425
49,3,1629,774,652387003,652387003,3,0.2168088406324387,0.7419090270996094,0.04050803184509277,,4429
100,5,1630,774,652387008,652387008,5,0.2164093852043152,0.7400623559951782,0.06745854765176773,,4434
100,7,1632,772,652387012,652387012,7,0.2153163403272629,0.735371470451355,0.09408313035964966,,4438
100,9,1633,792,652387017,652387017,9,0.2199443876743317,0.750691831111908,0.123896099627018,,4443
100,11,1635,788,652387022,652387022,11,0.2177497446537018,0.7422409653663635,0.1503574848175049,,4448
100,13,1637,774,652387026,652387026,13,0.212552472949028,0.7235899567604065,0.1741121113300323,,4452
4,14,1638,0.79,652387029,652387029,-1,0.222751259803772,0.7578204274177551,-0.01378740090876818,,4455
100,15,1638,796,652387031,652387031,15,0.2168283611536026,0.7376701235771179,0.2060199528932571,,4457
45,1,1647,768,652387054,652387054,1,0.217705026268959,0.7363755106925964,0.01340344827622175,,4480
49,3,1649,782,652387059,652387059,3,0.2216649353504181,0.7488081455230713,0.04092671722173691,,4485
100,5,1650,764,652387063,652387063,5,0.2161620259284973,0.7297507524490356,0.06658698618412018,,4489
100,7,1652,772,652387068,652387068,7,0.2178819626569748,0.7346154451370239,0.09408313035964966,,4494
100,9,1653,782,652387072,652387072,9,0.219753310084343,0.7404507994651794,0.1223317533731461,,4498
100,11,1655,796,652387077,652387077,11,0.2225762754678726,0.749004065990448,0.1518839597702026,,4503
100,13,1657,774,652387082,652387082,13,0.2150769829750061,0.7228435873985291,0.1741121113300323,,4508
100,15,1658,796,652387086,652387086,15,0.2194019854068756,0.7369087934494019,0.2060199528932571,,4512
42,1,1667,768,652387109,652387109,1,0.2202741354703903,0.7356110811233521,0.01340344827622175,,4535
48,3,1669,778,652387114,652387114,3,0.2231302112340927,0.7442036271095276,0.04071737453341484,,4540
100,5,1670,0.75,652387118,652387118,5,0.2147002667188644,0.7156332731246948,0.06536680459976196,,4544
100,7,1672,774,652387123,652387123,7,0.2210160195827484,0.7357515692710876,0.09432686865329742,,4549
100,9,1674,784,652387128,652387128,9,0.223034679889679,0.7415320873260498,0.1226446181535721,,4554
100,11,1675,0.79,652387132,652387132,11,0.2234920263290405,0.7425826787948608,0.1507391035556793,,4558
100,13,1677,784,652387137,652387137,13,0.2204102277755737,0.731417715549469,0.176361620426178,,4563
100,15,1678,774,652387141,652387141,15,0.2158380150794983,0.7157928943634033,0.2003259360790253,,4567
40,1,1687,752,652387165,652387165,1,0.2181980460882187,0.7195285558700562,0.01312420982867479,,4591
49,3,1689,774,652387169,652387169,3,0.2245660573244095,0.7395979762077332,0.04050803184509277,,4595
100,5,1690,0.75,652387174,652387174,5,0.217196986079216,0.7148794531822205,0.06536680459976196,,4600
100,7,1692,772,652387178,652387178,7,0.2230051904916763,0.7330764532089233,0.09408313035964966,,4604
100,9,1694,782,652387183,652387183,9,0.2250461876392365,0.7388593554496765,0.1223317533731461,,4609
100,11,1695,782,652387188,652387188,11,0.2237933129072189,0.7342861294746399,0.1492126286029816,,4614
93,13,1697,0.79,652387192,652387192,13,0.2246683388948441,0.7362355589866638,0.1777113378047943,,4618
100,15,1699,774,652387197,652387197,15,0.2184600681066513,0.7149969935417175,0.2003259360790253,,4623
39,1,1707,756,652387220,652387220,1,0.2218823134899139,0.7225857377052307,0.01319401897490025,,4646
48,3,1709,778,652387224,652387224,3,0.2283202558755875,0.742627739906311,0.04071737453341484,,4650
100,5,1710,754,652387229,652387229,5,0.2208627462387085,0.7179255485534668,0.06571543216705322,,4655
100,7,1712,762,652387234,652387234,7,0.2226409465074539,0.7228078842163086,0.09286443889141083,,4660
100,9,1714,792,652387238,652387238,9,0.2305347174406052,0.7475075125694275,0.123896099627018,,4664
100,11,1715,776,652387243,652387243,11,0.2246183454990387,0.7278726100921631,0.1480677872896194,,4669
91,13,1717,786,652387247,652387247,13,0.2260863482952118,0.7317230701446533,0.1768115311861038,,4673
100,15,1718,782,652387252,652387252,15,0.2231123596429825,0.7216512560844421,0.202396497130394,,4678
35,1,1727,752,652387275,652387275,1,0.2232159376144409,0.7179877161979675,0.01312420982867479,,4701
49,3,1729,762,652387280,652387280,3,0.2261622995138168,0.726570188999176,0.03988000005483627,,4706
100,5,1730,758,652387284,652387284,5,0.2245524078607559,0.7209547758102417,0.06606405228376389,,4710
100,7,1732,762,652387289,652387289,7,0.2251626700162888,0.7220262885093689,0.09286443889141083,,4715
100,9,1734,784,652387294,652387294,9,0.2307876199483871,0.7391558289527893,0.1226446181535721,,4720
100,11,1735,0.78,652387298,652387298,11,0.2283286452293396,0.7308319807052612,0.1488310098648071,,4724
100,13,1737,774,652387303,652387303,13,0.2251484841108322,0.7197701930999756,0.1741121113300323,,4729
100,15,1738,778,652387307,652387307,15,0.2244759202003479,0.7171807289123535,0.2013612240552902,,4733
34,1,1746,756,652387330,652387330,1,0.2267956286668777,0.72105872631073,0.01319401897490025,,4756
48,3,1747,762,652387335,652387335,3,0.2284437716007233,0.7258560657501221,0.03988000005483627,,4761
100,5,1749,756,652387340,652387340,5,0.2263431400060654,0.7183058857917786,0.06588973850011826,,4766
100,7,1751,762,652387344,652387344,7,0.2275557518005371,0.7212756872177124,0.09286443889141083,,4770
100,9,1752,778,652387349,652387349,9,0.2313246130943298,0.7327759265899658,0.1217060163617134,,4775
100,11,1754,788,652387353,652387353,11,0.2331175804138184,0.7375586628913879,0.1503574848175049,,4779
100,13,1756,762,652387358,652387358,13,0.2240064293146133,0.7078720331192017,0.1714127063751221,,4784
100,15,1757,778,652387363,652387363,15,0.2268529385328293,0.7164323925971985,0.2013612240552902,,4789
100,1,1766,0.76,652387386,652387386,1,0.2305244952440262,0.724073588848114,0.01326382905244827,,4812
