"intensity","laser_id","azimuth","distance_m","adjustedtime","timestamp","vertical_angle","Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2"
11,0,0,40.344,429529992,429529992,-15,0,38.96931076049805,-10.44179534912109
45,2,2,50.458,429529997,429529997,-13,0.01716173999011517,49.16476058959961,-11.3505802154541
93,4,3,54.654,429530001,429530001,-11,0.02809099480509758,53.64984512329102,-10.42847442626953
11,0,20,40.216,429530047,429530047,-15,0.1355967074632645,38.84543609619141,-10.40866661071777
16,2,21,51.25,429530052,429530052,-13,0.1830262988805771,49.93613052368164,-11.52874183654785
31,4,23,54.622,429530057,429530057,-11,0.215237632393837,53.61800765991211,-10.4223690032959
32,2,40,51.438,429530107,429530107,-13,0.3498983085155487,50.11842727661133,-11.57103252410889
31,4,41,54.654,429530112,429530112,-11,0.3839070200920105,53.64847946166992,-10.42847442626953
11,0,58,40.016,429530158,429530158,-15,0.3912689685821533,38.65050888061523,-10.35690307617188
33,2,59,51.962,429530163,429530163,-13,0.5213525295257568,50.62753295898438,-11.6889066696167
46,4,61,54.666,429530167,429530167,-11,0.5712982416152954,53.65859222412109,-10.43076419830322
11,0,78,39.868,429530213,429530213,-15,0.5242359042167664,38.50596237182617,-10.3185977935791
34,2,80,52.47,429530218,429530218,-13,0.7138192057609558,51.12021255493164,-11.80318164825439
46,4,81,54.7,429530223,429530223,-11,0.7590699791908264,53.68964004516602,-10.43725204467773
11,0,97,39.816,429530269,429530269,-15,0.6510730981826782,38.45379257202148,-10.30513954162598
35,2,99,53.006,429530273,429530273,-13,0.8923596143722534,51.63975143432617,-11.92375564575195
15,4,101,54.648,429530278,429530278,-11,0.9455774426460266,53.63562774658203,-10.42733001708984
11,0,119,39.816,429530324,429530324,-15,0.7987198829650879,38.45100784301758,-10.30513954162598
37,2,121,53.534,429530329,429530329,-13,1.101498961448669,52.15029525756836,-12.04253005981445
62,4,122,54.674,429530333,429530333,-11,1.142698884010315,53.65731811523438,-10.43229103088379
11,0,139,39.744,429530379,429530379,-15,0.9312470555305481,38.37845993041992,-10.28650379180908
38,2,140,54.07,429530384,429530384,-13,1.287189483642578,52.66846084594727,-12.1631031036377
31,4,142,54.726,429530388,429530388,-11,1.331255912780762,53.70403289794922,-10.44221305847168
19,2,160,54.658,429530439,429530439,-13,1.48702609539032,53.23635482788086,-12.29537487030029
31,4,161,55.056,429530444,429530444,-11,1.518438935279846,54.02313232421875,-10.50518035888672
11,0,178,39.616,429530490,429530490,-15,1.188616871833801,38.24765396118164,-10.25337505340576
20,2,179,55.226,429530494,429530494,-13,1.680843472480774,53.7843017578125,-12.42314720153809
16,4,181,55.848,429530499,429530499,-11,1.731561422348022,54.79456329345703,-10.65630054473877
21,2,199,55.858,429530550,429530550,-13,1.889959216117859,54.39353942871094,-12.56531620025635
11,0,217,39.544,429530600,429530600,-15,1.446297526359558,38.1691780090332,-10.23474025726318
27,4,259,64.08,429530720,429530720,-11,2.842485666275024,62.83841323852539,-12.22704029083252
7,0,275,31.296,429530766,429530766,-15,1.450360298156738,30.19480133056641,-8.100000381469727
27,4,278,64.14,429530776,429530776,-11,3.053706407546997,62.88747024536133,-12.23848915100098
42,0,295,31.242,429530822,429530822,-15,1.553066611289978,30.13746452331543,-8.086024284362793
