reflectivity,laser_id,azimuth,distance_m,adjustedtime,timestamp,vertical_angle,X,Y,Z
100,8,97,1404,268267103,268267103,-7,0.02359099127352238,1.393335103988647,-0.1711045652627945
100,9,98,1446,268267106,268267106,9,0.02442701905965805,1.427988409996033,0.2262042313814163
100,10,98,1418,268267108,268267108,-5,0.02416032180190086,1.412397503852844,-0.1235868409276009
100,11,99,1466,268267110,268267110,11,0.02486402913928032,1.43885064125061,0.2797259986400604
100,12,100,1412,268267113,268267113,-3,0.02460902556777,1.409850120544434,-0.07389836758375168
97,13,101,1456,268267115,268267115,13,0.02500699833035469,1.41846239566803,0.3275287449359894
100,14,102,1406,268267117,268267117,-1,0.02502498216927052,1.405563116073608,-0.02453808300197124
100,15,102,1488,268267119,268267119,15,0.02558593638241291,1.437069892883301,0.3851227462291718
100,0,110,1426,268267140,268267140,-15,0.02644275315105915,1.377156376838684,-0.3690759539604187
100,1,111,1418,268267143,268267143,1,0.02746523171663284,1.417518019676208,0.02474751323461533
100,2,112,1.43,268267145,268267145,-13,0.02723501995205879,1.393082976341248,-0.3216800093650818
100,3,113,1.42,268267147,268267147,3,0.02796535938978195,1.417778134346008,0.07431706041097641
100,4,113,1412,268267149,268267149,-11,0.02733436040580273,1.385788083076477,-0.2694222927093506
100,5,114,1414,268267152,268267152,5,0.02802510187029839,1.408340454101562,0.1232382208108902
100,6,115,1422,268267154,268267154,-9,0.02818808518350124,1.404209971427917,-0.2224498093128204
100,7,116,1428,268267156,268267156,7,0.02869357168674469,1.417065382003784,0.1740294247865677
100,8,117,1404,268267159,268267159,-7,0.0284544937312603,1.39324426651001,-0.1711045652627945
