reflectivity,laser_id,azimuth,distance_m,adjustedtime,timestamp,vertical_angle,X,Y,Z
100,7,72,1428,260550564,260550564,7,0.01781055144965649,1.417243957519531,0.1740294247865677
100,8,73,1408,260550567,260550567,-7,0.01780499517917633,1.397391557693481,-0.17159204185009
100,9,73,1448,260550569,260550569,9,0.01822119951248169,1.430056691169739,0.2265171110630035
100,10,74,1418,260550571,260550571,-5,0.01824389025568962,1.41248631477356,-0.1235868409276009
100,11,75,1472,260550573,260550573,11,0.0189138799905777,1.444831371307373,0.2808708548545837
100,12,76,1406,260550576,260550576,-3,0.01862378418445587,1.403949618339539,-0.07358435541391373
91,13,77,1466,260550578,260550578,13,0.01919609680771828,1.428297519683838,0.329778254032135
100,14,78,1.41,260550580,260550580,-1,0.01919161528348923,1.40965461730957,-0.02460789307951927
100,15,79,1496,260550583,260550583,15,0.01992351934313774,1.444887638092041,0.3871932923793793
100,0,85,1432,260550603,260550603,-15,0.02051951736211777,1.383053541183472,-0.3706288635730743
100,1,86,1422,260550606,260550606,1,0.02133992873132229,1.421623229980469,0.0248173214495182
100,2,87,1432,260550608,260550608,-13,0.02118589915335178,1.395137071609497,-0.3221299052238464
100,3,87,1424,260550610,260550610,3,0.02159207314252853,1.421884536743164,0.07452639937400818
100,4,88,1408,260550613,260550613,-11,0.02122717536985874,1.381968021392822,-0.2686590552330017
100,5,89,1408,260550615,260550615,5,0.02178696729242802,1.402472972869873,0.1227152869105339
100,6,90,1.42,260550617,260550617,-9,0.02202978730201721,1.402344465255737,-0.2221369445323944
100,7,91,1432,260550619,260550619,7,0.02257325686514378,1.421146869659424,0.1745169013738632
100,8,92,1.41,260550622,260550622,-7,0.02247068658471107,1.399309635162354,-0.1718357801437378
100,9,92,1448,260550624,260550624,9,0.02296333760023117,1.429988384246826,0.2265171110630035
100,10,93,1416,260550626,260550626,-5,0.02289542555809021,1.410425901412964,-0.1234125345945358
100,11,94,1.46,260550629,260550629,11,0.02351176179945469,1.432982802391052,0.2785811424255371
100,12,95,1412,260550631,260550631,-3,0.02337869070470333,1.409871101379395,-0.07389836758375168
94,13,96,1468,260550633,260550633,13,0.02396504580974579,1.430174469947815,0.3302281498908997
100,14,97,1402,260550636,260550636,-1,0.0237306822091341,1.401585578918457,-0.02446827292442322
100,15,97,1484,260550638,260550638,15,0.0242664385586977,1.433228492736816,0.384087473154068
100,0,105,1428,260550659,260550659,-15,0.02527634985744953,1.379110455513,-0.3695935904979706
100,1,106,1402,260550661,260550661,1,0.02593225799500942,1.401546597480774,0.02446827292442322
100,2,107,1432,260550663,260550663,-13,0.02605570666491985,1.395054578781128,-0.3221299052238464
100,3,107,1426,260550666,260550666,3,0.02659254148602486,1.423797369003296,0.07463107258081436
100,4,108,1412,260550668,260550668,-11,0.02612502314150333,1.385811328887939,-0.2694222927093506
100,5,109,1406,260550670,260550670,5,0.02664447762072086,1.400396347045898,0.1225409731268883
100,6,110,1412,260550672,260550672,-9,0.02677305974066257,1.39435887336731,-0.2208854705095291
100,7,111,1426,260550675,260550675,7,0.02741848304867744,1.415105223655701,0.1737856864929199
100,8,112,1416,260550677,260550677,-7,0.02747145667672157,1.405176877975464,-0.1725669950246811
100,9,112,1444,260550679,260550679,9,0.0278775654733181,1.425949454307556,0.2258913666009903
100,10,113,1404,260550682,260550682,-5,0.02758284099400043,1.398385405540466,-0.1223666593432426
100,11,114,1452,260550684,260550684,11,0.02835742197930813,1.425040602684021,0.2770546674728394
100,12,115,1416,260550686,260550686,-3,0.02838008664548397,1.413774609565735,-0.07410771399736404
91,13,116,1464,260550689,260550689,13,0.02887823805212975,1.426185488700867,0.3293283581733704
100,14,117,1.41,260550691,260550691,-1,0.02878631092607975,1.409491300582886,-0.02460789307951927
100,15,118,1484,260550693,260550693,15,0.02951931953430176,1.433129906654358,0.384087473154068
100,0,125,1428,260550714,260550714,-15,0.03009018860757351,1.379013776779175,-0.3695935904979706
100,1,126,1402,260550716,260550716,1,0.03082440979778767,1.401447534561157,0.02446827292442322
100,2,127,1416,260550719,260550719,-13,0.03057966381311417,1.379369139671326,-0.3185306787490845
100,3,128,1422,260550721,260550721,3,0.03172161057591438,1.419696807861328,0.074421726167202
100,4,128,1408,260550723,260550723,-11,0.03087453544139862,1.381786227226257,-0.2686590552330017
100,5,129,1412,260550725,260550725,5,0.03166717290878296,1.406270384788513,0.1230639070272446
100,6,130,1404,260550728,260550728,-9,0.03146085143089294,1.386357545852661,-0.2196339815855026
100,7,131,1412,260550730,260550730,7,0.03204027563333511,1.401108860969543,0.1720795184373856
100,8,132,1408,260550732,260550732,-7,0.03219335526227951,1.397134065628052,-0.17159204185009
99,9,132,1448,260550735,260550735,9,0.0329459011554718,1.429793238639832,0.2265171110630035
100,10,133,1404,260550737,260550737,-5,0.03246394917368889,1.398280501365662,-0.1223666593432426
100,11,134,1438,260550739,260550739,11,0.03301019221544266,1.41119384765625,0.2743833363056183
100,12,135,1402,260550742,260550742,-3,0.03298552334308624,1.39969003200531,-0.07337500900030136
94,13,136,1466,260550744,260550744,13,0.03390263020992279,1.428024172782898,0.329778254032135
100,14,137,1406,260550746,260550746,-1,0.03361055627465248,1.405384063720703,-0.02453808300197124
100,15,137,1.48,260550749,260550749,15,0.0341792106628418,1.429161548614502,0.3830522000789642
100,0,145,1426,260550769,260550769,-15,0.03485477715730667,1.376969218254089,-0.3690759539604187
100,1,146,1398,260550772,260550772,1,0.03561428561806679,1.397333264350891,0.02439846470952034
100,2,147,1408,260550774,260550774,-13,0.03519440814852715,1.371461510658264,-0.3167310953140259
100,3,148,1406,260550776,260550776,3,0.03626440092921257,1.403604745864868,0.07358435541391373
100,4,148,1414,260550778,260550778,-11,0.03584980219602585,1.387557744979858,-0.269803911447525
100,5,149,1418,260550781,260550781,5,0.03673120215535164,1.412126421928406,0.1235868409276009
100,6,150,1406,260550783,260550783,-9,0.03635166212916374,1.388213992118835,-0.2199468612670898
100,7,151,1406,260550785,260550785,7,0.036773931235075,1.395035266876221,0.1713483035564423
100,8,152,1.39,260550788,260550788,-7,0.03659616038203239,1.379153728485107,-0.1693983823060989
100,9,153,1442,260550790,260550790,9,0.03802790120244026,1.423738837242126,0.2255785018205643
100,10,153,1404,260550792,260550792,-5,0.03734466060996056,1.398158669471741,-0.1223666593432426
100,11,154,1444,260550795,260550795,11,0.03809426352381706,1.41695761680603,0.2755281925201416
100,12,155,1392,260550797,260550797,-3,0.03760102763772011,1.389583706855774,-0.07285165041685104
97,13,156,1448,260550799,260550799,13,0.03840969130396843,1.410364985466003,0.3257291316986084
100,14,157,1406,260550802,260550802,-1,0.03851605951786041,1.405258178710938,-0.02453808300197124
100,15,158,1484,260550804,260550804,15,0.0395236536860466,1.432888984680176,0.384087473154068
100,0,165,1.42,260550825,260550825,-15,0.03949420899152756,1.37104594707489,-0.3675230443477631
100,1,166,1398,260550827,260550827,1,0.04049167409539223,1.397200465202332,0.02439846470952034
100,2,167,1408,260550829,260550829,-13,0.03998148441314697,1.371330380439758,-0.3167310953140259
100,3,168,1404,260550831,260550831,3,0.04110512137413025,1.401473164558411,0.07347968220710754
100,4,168,1392,260550834,260550834,-11,0.04005993530154228,1.365837693214417,-0.2656061351299286
100,5,169,1.41,260550836,260550836,5,0.0414251834154129,1.40402352809906,0.1228896006941795
100,6,170,1406,260550838,260550838,-9,0.04119721055030823,1.388078570365906,-0.2199468612670898
100,7,171,1404,260550841,260550841,7,0.04158405214548111,1.392914175987244,0.1711045652627945
100,8,172,1388,260550843,260550843,-7,0.04135049879550934,1.377033352851868,-0.1691546440124512
100,9,172,1.43,260550845,260550845,9,0.04239323362708092,1.411757946014404,0.2237012833356857
100,10,173,1396,260550848,260550848,-5,0.04198431968688965,1.390053868293762,-0.1216694191098213
100,11,174,1446,260550850,260550850,11,0.04309974610805511,1.418778419494629,0.275909811258316
100,12,175,1394,260550852,260550852,-3,0.04251234605908394,1.391440272331238,-0.07295632362365723
97,13,176,1444,260550855,260550855,13,0.04321284592151642,1.406326651573181,0.3248293101787567
100,14,177,1386,260550857,260550857,-1,0.04280343651771545,1.385127663612366,-0.02418903447687626
100,15,177,1484,260550859,260550859,15,0.04427506774663925,1.43274998664856,0.384087473154068
100,0,185,1412,260550880,260550880,-15,0.04403034597635269,1.363176345825195,-0.3654524981975555
100,1,186,1402,260550882,260550882,1,0.04549837484955788,1.401047945022583,0.02446827292442322
100,2,187,1408,260550884,260550884,-13,0.0447680801153183,1.371182441711426,-0.3167310953140259
100,3,188,1404,260550887,260550887,3,0.04599692672491074,1.401321172714233,0.07347968220710754
100,4,188,1396,260550889,260550889,-11,0.04495616629719734,1.369613885879517,-0.2663693428039551
100,5,189,1.39,260550891,260550891,5,0.04566878080368042,1.383957386016846,0.121146485209465
100,6,190,1408,260550894,260550894,-9,0.04610775038599968,1.3899005651474,-0.2202597260475159
100,7,191,1414,260550896,260550896,7,0.04677679017186165,1.402680516242981,0.1723232567310333
100,8,192,1.39,260550898,260550898,-7,0.04622349888086319,1.378864645957947,-0.1693983823060989
100,9,193,1.43,260550901,260550901,9,0.04756730049848557,1.411593079566956,0.2237012833356857
100,10,193,1386,260550903,260550903,-5,0.04650075361132622,1.379942536354065,-0.1207978576421738
100,11,194,1.45,260550905,260550905,11,0.04818486794829369,1.422543525695801,0.2766730487346649
100,12,195,1394,260550907,260550907,-3,0.04736911877989769,1.391283392906189,-0.07295632362365723
99,13,196,1.44,260550910,260550910,13,0.04798827692866325,1.40227198600769,0.3239295184612274
100,14,197,1382,260550912,260550912,-1,0.04750068858265877,1.380972862243652,-0.02411922626197338
100,15,198,1456,260550914,260550914,15,0.04859160631895065,1.405548334121704,0.3768405318260193
100,0,205,1408,260550935,260550935,-15,0.04865024238824844,1.359153151512146,-0.3644172251224518
100,1,206,1382,260550937,260550937,1,0.04966985806822777,1.38089656829834,0.02411922626197338
100,2,207,1.41,260550940,260550940,-13,0.04962451383471489,1.372965216636658,-0.3171809911727905
100,3,208,1408,260550942,260550942,3,0.0510331504046917,1.405143976211548,0.07368902862071991
100,4,208,1394,260550944,260550944,-11,0.04966548085212708,1.367486715316772,-0.265987753868103
100,5,209,1394,260550947,260550947,5,0.05064474046230316,1.387771606445312,0.1214951053261757
100,6,210,1392,260550949,260550949,-9,0.05038004741072655,1.373938798904419,-0.2177567780017853
100,7,211,1406,260550951,260550951,7,0.05138042569160461,1.39457368850708,0.1713483035564423
100,8,212,1398,260550954,260550954,-7,0.0513300895690918,1.386629819869995,-0.17037333548069
100,9,212,1.43,260550956,260550956,9,0.05224804952740669,1.411427617073059,0.2237012833356857
100,10,213,1382,260550958,260550958,-5,0.0511692687869072,1.375789880752563,-0.1204492375254631
100,11,214,1432,260550960,260550960,11,0.05249038338661194,1.404709696769714,0.273238480091095
100,12,215,1.39,260550963,260550963,-3,0.05207546055316925,1.387117862701416,-0.07274697721004486
99,13,216,1448,260550965,260550965,13,0.05317661911249161,1.409885406494141,0.3257291316986084
100,14,217,1386,260550967,260550967,-1,0.05247233062982559,1.384795069694519,-0.02418903447687626
100,15,217,1456,260550970,260550970,15,0.05325230583548546,1.405379414558411,0.3768405318260193
100,0,225,1408,260550990,260550990,-15,0.05339427292346954,1.358975052833557,-0.3644172251224518
100,1,226,1378,260550993,260550993,1,0.05433207005262375,1.376718401908875,0.02404941618442535
100,2,227,1394,260550995,260550995,-13,0.05379926040768623,1.357205986976624,-0.3135817646980286
100,3,228,1404,260550997,260550997,3,0.05577879026532173,1.400965929031372,0.07347968220710754
100,4,228,1398,260551000,260551000,-11,0.05459480732679367,1.371228456497192,-0.2667509615421295
100,5,229,1394,260551002,260551002,5,0.05548865720629692,1.387586355209351,0.1214951053261757
100,6,230,1386,260551004,260551004,-9,0.05493785813450813,1.367833256721497,-0.216818168759346
100,7,231,1394,260551007,260551007,7,0.05576801300048828,1.382485032081604,0.1698858588933945
100,8,232,1392,260551009,260551009,-7,0.05592894181609154,1.380491733551025,-0.1696421205997467
100,9,233,1428,260551011,260551011,9,0.05734053254127502,1.409252882003784,0.2233884185552597
100,10,233,1384,260551013,260551013,-5,0.05605236068367958,1.377593636512756,-0.1206235513091087
100,11,234,1418,260551016,260551016,11,0.05683230981230736,1.390786647796631,0.2705671489238739
100,12,235,1376,260551018,260551018,-3,0.05634381994605064,1.372958540916443,-0.07201427221298218
99,13,236,1448,260551020,260551020,13,0.0580977164208889,1.409691214561462,0.3257291316986084
100,14,237,1.39,260551023,260551023,-1,0.05747123062610626,1.388599514961243,-0.02425884455442429
100,15,238,1448,260551025,260551025,15,0.05808202549815178,1.397454142570496,0.3747699856758118
100,0,245,1412,260551046,260551046,-15,0.05830281972885132,1.362640500068665,-0.3654524981975555
100,1,246,1382,260551048,260551048,1,0.05930904299020767,1.380516052246094,0.02411922626197338
100,2,247,1.39,260551050,260551050,-13,0.0583685003221035,1.353116035461426,-0.3126819729804993
100,3,248,1394,260551053,260551053,3,0.0602366216480732,1.390785694122314,0.07295632362365723
100,4,248,1394,260551055,260551055,-11,0.05921105295419693,1.367106676101685,-0.265987753868103
100,5,249,1394,260551057,260551057,5,0.06033189967274666,1.387384176254272,0.1214951053261757
100,6,250,1392,260551060,260551060,-9,0.05997064709663391,1.37355363368988,-0.2177567780017853
100,7,251,1386,260551062,260551062,7,0.06024570763111115,1.374349117279053,0.1689109057188034
100,8,252,1.38,260551064,260551064,-7,0.06022373214364052,1.368389129638672,-0.1681796908378601
100,9,252,1424,260551066,260551066,9,0.061839759349823,1.405108094215393,0.2227626740932465
100,10,253,1384,260551069,260551069,-5,0.06086071580648422,1.377389550209045,-0.1206235513091087
100,11,254,1426,260551071,260551071,11,0.0620347335934639,1.398425102233887,0.2720936238765717
100,12,255,1372,260551073,260551073,-3,0.06095827743411064,1.368762969970703,-0.07180493324995041
100,13,256,1.43,260551076,260551076,13,0.06223472952842712,1.391958594322205,0.3216800093650818
100,14,257,1382,260551078,260551078,-1,0.06195933371782303,1.380399703979492,-0.02411922626197338
100,15,257,1452,260551080,260551080,15,0.06288907676935196,1.401113629341125,0.3758052587509155
100,0,265,1408,260551101,260551101,-15,0.06288032978773117,1.358569145202637,-0.3644172251224518
100,1,266,1378,260551103,260551103,1,0.06394197791814804,1.37630558013916,0.02404941618442535
100,2,267,1.39,260551106,260551106,-13,0.06309139728546143,1.352904081344604,-0.3126819729804993
100,3,268,1378,260551108,260551108,3,0.06434390693902969,1.374606370925903,0.07211894541978836
100,4,268,1384,260551110,260551110,-11,0.0635237991809845,1.357086062431335,-0.2640796601772308
100,5,269,1394,260551113,260551113,5,0.0651744082570076,1.387165188789368,0.1214951053261757
100,6,270,1396,260551115,260551115,-9,0.06495098024606705,1.37728226184845,-0.2183825075626373
100,7,271,1386,260551117,260551117,7,0.06504271179437637,1.374130487442017,0.1689109057188034
100,8,272,1374,260551119,260551119,-7,0.06471733003854752,1.362221956253052,-0.1674484759569168
100,9,273,1414,260551122,260551122,9,0.06651889532804489,1.39500629901886,0.2211983352899551
100,10,273,1382,260551124,260551124,-5,0.06557343900203705,1.375178575515747,-0.1204492375254631
100,11,274,1424,260551126,260551126,11,0.06682191789150238,1.396239042282104,0.2717120051383972
100,12,275,1376,260551129,260551129,-3,0.06592743098735809,1.372531771659851,-0.07201427221298218
100,13,276,1.43,260551131,260551131,13,0.06709319353103638,1.391732931137085,0.3216800093650818
100,14,277,1374,260551133,260551133,-1,0.06639089435338974,1.372185587882996,-0.02397960610687733
100,15,278,1448,260551136,260551136,15,0.06783660501241684,1.397014498710632,0.3747699856758118
100,0,283,1396,260551156,260551156,-15,0.0665758028626442,1.346787929534912,-0.3613113760948181
100,1,284,1378,260551159,260551159,1,0.06826544553041458,1.376097917556763,0.02404941618442535
100,2,285,1394,260551161,260551161,-13,0.0675351470708847,1.356591820716858,-0.3135817646980286
100,3,286,1378,260551163,260551163,3,0.06866203248500824,1.37439751625061,0.07211894541978836
100,4,286,1378,260551166,260551166,-11,0.0674930140376091,1.350997447967529,-0.2629348039627075
100,5,287,1382,260551168,260551168,5,0.06893343478441238,1.375014185905457,0.1204492375254631
100,6,288,1388,260551170,260551170,-9,0.06888050585985184,1.369179844856262,-0.217131033539772
100,7,289,1.39,260551172,260551172,7,0.06955951452255249,1.37788450717926,0.1693983823060989
100,8,290,1378,260551175,260551175,-7,0.0691974088549614,1.365977048873901,-0.1679359525442123
100,9,290,1.41,260551177,260551177,9,0.07045777887105942,1.390857100486755,0.2205725908279419
100,10,291,1.37,260551179,260551179,-5,0.06928646564483643,1.363026857376099,-0.1194033697247505
100,11,292,1422,260551182,260551182,11,0.07110798358917236,1.39406144618988,0.2713303864002228
100,12,293,1378,260551184,260551184,-3,0.07034112513065338,1.374312520027161,-0.07211894541978836
100,13,294,1.43,260551186,260551186,13,0.07146511226892471,1.391515254974365,0.3216800093650818
100,14,295,1362,260551189,260551189,-1,0.07008393108844757,1.35998797416687,-0.0237701777368784
100,15,295,1436,260551191,260551191,15,0.07138479501008987,1.385231375694275,0.3716641366481781
100,0,303,1396,260551212,260551212,-15,0.07127656042575836,1.346547365188599,-0.3613113760948181
100,1,304,1366,260551214,260551214,1,0.07243220508098602,1.363869905471802,0.02383998781442642
100,2,305,1.39,260551216,260551216,-13,0.07206274569034576,1.352455854415894,-0.3126819729804993
100,3,306,1376,260551219,260551219,3,0.07335253804922104,1.372154951095581,0.07201427221298218
100,4,306,1.38,260551221,260551221,-11,0.07231326401233673,1.352714061737061,-0.263316422700882
100,5,307,1374,260551223,260551223,5,0.0733058899641037,1.366807103157043,0.1197519898414612
100,6,308,1.38,260551225,260551225,-9,0.07323487102985382,1.361041069030762,-0.2158795595169067
100,7,309,1388,260551228,260551228,7,0.07426179945468903,1.375651121139526,0.1691546440124512
100,8,310,1374,260551230,260551230,-7,0.07375043630599976,1.361762762069702,-0.1674484759569168
100,9,310,1414,260551232,260551232,9,0.07552599906921387,1.394547581672668,0.2211983352899551
100,10,311,1364,260551235,260551235,-5,0.07371962070465088,1.356808304786682,-0.1188804358243942
100,11,312,1404,260551237,260551237,11,0.07501204311847687,1.376161694526672,0.2678958177566528
100,12,313,1376,260551239,260551239,-3,0.07502888888120651,1.372064352035522,-0.07201427221298218
100,13,314,1426,260551242,260551242,13,0.07610848546028137,1.387365698814392,0.3207802176475525
100,14,315,1.37,260551244,260551244,-1,0.07527028024196625,1.367721676826477,-0.0239097960293293
100,15,315,1428,260551246,260551246,15,0.07579509913921356,1.377258062362671,0.3695935904979706
100,0,324,1.39,260551267,260551267,-15,0.07588387280702591,1.340490818023682,-0.3597584664821625
100,1,325,1354,260551269,260551269,1,0.07675034552812576,1.351616382598877,0.02363055758178234
100,2,326,1.37,260551272,260551272,-13,0.07591106742620468,1.332726836204529,-0.308182954788208
100,3,327,1376,260551274,260551274,3,0.07838124781847,1.371876955032349,0.07201427221298218
100,4,327,1384,260551276,260551276,-11,0.07749469578266144,1.356360077857971,-0.2640796601772308
100,5,328,1374,260551278,260551278,5,0.07831499725580215,1.366529226303101,0.1197519898414612
100,6,329,1376,260551281,260551281,-9,0.07799611240625381,1.356819272041321,-0.2152538299560547
100,7,330,1.37,260551283,260551283,7,0.07827488332986832,1.35753345489502,0.1669609993696213
100,8,331,1374,260551285,260551285,-7,0.07874105125665665,1.361483335494995,-0.1674484759569168
100,9,332,1418,260551288,260551288,9,0.08110890537500381,1.398191452026367,0.2218240648508072
100,10,332,1362,260551290,260551290,-5,0.07857669144868851,1.35453999042511,-0.1187061220407486
100,11,333,1402,260551292,260551292,11,0.07994138449430466,1.373917579650879,0.2675141990184784
100,12,334,1358,260551295,260551295,-3,0.07900999486446381,1.353835344314575,-0.07107222825288773
100,13,335,1.43,260551297,260551297,13,0.0814206674695015,1.390968203544617,0.3216800093650818
100,14,336,1362,260551299,260551299,-1,0.07981391996145248,1.359451651573181,-0.0237701777368784
100,15,336,1432,260551301,260551301,15,0.08106894046068192,1.380828022956848,0.3706288635730743
100,0,344,1396,260551322,260551322,-15,0.08091034740209579,1.346002817153931,-0.3613113760948181
100,1,345,1362,260551325,260551325,1,0.08194924145936966,1.35932457447052,0.0237701777368784
100,2,346,1.37,260551327,260551327,-13,0.08056269586086273,1.332453727722168,-0.308182954788208
100,3,347,1364,260551329,260551329,3,0.0824441984295845,1.359633445739746,0.07138624787330627
100,4,347,1.38,260551331,260551331,-11,0.08199115097522736,1.352161884307861,-0.263316422700882
100,5,348,1378,260551334,260551334,5,0.08332647383213043,1.370224952697754,0.1201006099581718
100,6,349,1372,260551336,260551336,-9,0.08249131590127945,1.352595329284668,-0.2146280854940414
100,7,350,1.37,260551338,260551338,7,0.08301308751106262,1.35725200176239,0.1669609993696213
100,8,351,1358,260551341,260551341,-7,0.08252077549695969,1.345349192619324,-0.1654985696077347
100,9,352,1.41,260551343,260551343,9,0.08550388365983963,1.390013217926025,0.2205725908279419
100,10,352,1366,260551345,260551345,-5,0.08354908972978592,1.358234763145447,-0.1190547421574593
100,11,353,1404,260551348,260551348,11,0.08485764265060425,1.375589728355408,0.2678958177566528
100,12,354,1.36,260551350,260551350,-3,0.08385860174894333,1.355544805526733,-0.07117690145969391
100,13,355,1414,260551352,260551352,13,0.08531023561954498,1.375115513801575,0.3180807828903198
100,14,356,1362,260551354,260551354,-1,0.08455880731344223,1.359164714813232,-0.0237701777368784
100,15,357,1428,260551357,260551357,15,0.08588879555463791,1.376665472984314,0.3695935904979706
100,0,363,1392,260551378,260551378,-15,0.0851287841796875,1.34187114238739,-0.3602761030197144
100,1,364,1358,260551380,260551380,1,0.08620256930589676,1.355054020881653,0.02370036765933037
100,2,365,1.37,260551382,260551382,-13,0.08498082309961319,1.332179188728333,-0.308182954788208
100,3,366,1354,260551384,260551384,3,0.08631496876478195,1.34938657283783,0.07086288183927536
100,4,366,1.37,260551387,260551387,-11,0.08584800362586975,1.342086315155029,-0.2614083290100098
100,5,367,1374,260551389,260551389,5,0.08761478215456009,1.365964531898499,0.1197519898414612
100,6,368,1374,260551391,260551391,-9,0.08710301667451859,1.354285597801208,-0.2149409502744675
100,7,369,1378,260551394,260551394,7,0.08802446722984314,1.364893078804016,0.1679359525442123
100,8,370,1366,260551396,260551396,-7,0.08749406784772873,1.352992057800293,-0.1664735227823257
100,9,371,1.4,260551398,260551398,9,0.08947376161813736,1.379865884780884,0.2190082520246506
100,10,371,1.36,260551401,260551401,-5,0.08766593784093857,1.351985573768616,-0.118531808257103
100,11,372,1402,260551403,260551403,11,0.08929142355918884,1.37334156036377,0.2675141990184784
100,12,373,1.35,260551405,260551405,-3,0.08770363032817841,1.345294117927551,-0.07065354287624359
